k,Cluster,Frequency,Damping,Size
1,1,0.6508202024532445,-0.3489043254622991,55
2,1,0.6823220639570193,-0.4488336711463507,18
2,2,0.635494972532489,-0.3002900491835713,37
3,1,0.6823220639570193,-0.4488336711463507,18
3,2,0.548952848219157,-0.3163093598117297,31
3,3,1.0826292814847045,-0.21752361093808611,6
4,1,1.0826292814847045,-0.21752361093808611,6
4,2,0.8089327768300314,-0.4453643254946433,14
4,3,0.6329217056025364,-0.32808311035962534,26
4,4,0.16870135830375926,-0.34659275650251864,9
5,1,0.8089327768300314,-0.4453643254946433,14
5,2,1.0826292814847045,-0.21752361093808611,6
5,3,0.6329217056025364,-0.32808311035962534,26
5,4,0.20352578058272242,-0.25854110631662064,5
5,5,0.12517083045505506,-0.4566573192348911,4
6,1,0.983545107187987,-0.44441471291596946,7
6,2,0.6329122087398227,-0.32549810822006964,25
6,3,0.12517083045505506,-0.4566573192348911,4
6,4,1.0826292814847045,-0.21752361093808611,6
6,5,0.20352578058272242,-0.25854110631662064,5
6,6,0.6341752815593635,-0.4396132162952173,8
7,1,0.6341752815593635,-0.4396132162952173,8
7,2,0.6329122087398227,-0.32549810822006964,25
7,3,0.10785971614517686,-0.4837324532869294,3
7,4,0.983545107187987,-0.44441471291596946,7
7,5,1.0826292814847045,-0.21752361093808611,6
7,6,0.14310638324505875,-0.18274196425362,2
7,7,0.227130077452046,-0.3256633800386599,4
8,1,0.10785971614517686,-0.4837324532869294,3
8,2,0.6329122087398227,-0.32549810822006964,25
8,3,1.0795520440564388,-0.20167891951194833,5
8,4,0.6341752815593635,-0.4396132162952173,8
8,5,0.14310638324505875,-0.18274196425362,2
8,6,0.983545107187987,-0.44441471291596946,7
8,7,0.227130077452046,-0.3256633800386599,4
8,8,1.0980154686260328,-0.2967470680687749,1
9,1,0.6351649017565184,-0.46634734321014526,4
9,2,1.0795520440564388,-0.20167891951194833,5
9,3,0.6329122087398227,-0.32549810822006964,25
9,4,0.10785971614517686,-0.4837324532869294,3
9,5,0.227130077452046,-0.3256633800386599,4
9,6,0.983545107187987,-0.44441471291596946,7
9,7,0.14310638324505875,-0.18274196425362,2
9,8,1.0980154686260328,-0.2967470680687749,1
9,9,0.6331856613622086,-0.4128790893802894,4
10,1,0.10785971614517686,-0.4837324532869294,3
10,2,0.983545107187987,-0.44441471291596946,7
10,3,0.6126475349691907,-0.29904757195490833,5
10,4,1.0795520440564388,-0.20167891951194833,5
10,5,0.14310638324505875,-0.18274196425362,2
10,6,0.6351649017565184,-0.46634734321014526,4
10,7,0.6379783771824806,-0.33211074228635995,20
10,8,0.227130077452046,-0.3256633800386599,4
10,9,1.0980154686260328,-0.2967470680687749,1
10,10,0.6331856613622086,-0.4128790893802894,4
