Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase,Reference_Mode,Reference_Frequency,Reference_Damping,Distance_to_Reference
load03,g2,Voltage,Order 2,0.4987851986147034,-0.23370854090149,5.448313440994544e-05,-0.2632919744080726,Mode 1,0.6062,-0.08,0.18752134572551396
load03,g2,Voltage,Order 4,0.64372098829538,-0.5134835466294163,0.0001411307352735,-1.3796378768287236,Mode 1,0.6062,-0.08,0.43510436651575835
load03,g2,Voltage,Order 6,0.6405682919759732,-0.2189572855683992,7.485772818848047e-05,-1.3893777874846878,Mode 1,0.6062,-0.08,0.14314435617894053
load03,g2,Voltage,Order 6,0.1245331495427862,-0.5699657228019465,0.0001145251880172,1.3393472938930426,Mode 1,0.6062,-0.08,0.6870730414957392
load03,g2,Voltage,Tau 1,0.6405682919759732,-0.2189572855683992,7.485772818848047e-05,-1.3893777874846878,Mode 1,0.6062,-0.08,0.14314435617894053
load03,g2,Voltage,Tau 1,0.1245331495427862,-0.5699657228019465,0.0001145251880172,1.3393472938930426,Mode 1,0.6062,-0.08,0.6870730414957392
load03,g2,Voltage,Tau 0.1,0.6405682919759732,-0.2189572855683992,7.485772818848047e-05,-1.3893777874846878,Mode 1,0.6062,-0.08,0.14314435617894053
load03,g2,Voltage,Tau 0.1,0.1245331495427862,-0.5699657228019465,0.0001145251880172,1.3393472938930426,Mode 1,0.6062,-0.08,0.6870730414957392
load03,g2,Voltage,Tau 0.01,0.9411447414136842,-0.2997294654973977,1.7993076020178615e-06,2.591147595561591,Mode 3,1.0312,-0.2558,0.10019854059783126
load03,g2,Voltage,Tau 0.01,0.6405816700785536,-0.4057996207955042,0.0001114195642258,-1.3850806555782964,Mode 1,0.6062,-0.08,0.32760874858264216
load03,g2,Voltage,Tau 0.01,0.108536775612388,-0.4933780945553302,9.45281399350025e-05,1.5557244135445762,Mode 1,0.6062,-0.08,0.6469545068751512
load03,g2,Voltage,Tau 0.01,0.1220283471239863,-0.0655533350476687,1.8766838645764568e-06,-2.074760781958473,Mode 1,0.6062,-0.08,0.48438713399195066
load03,g2,Current,Order 6,0.6623605491136925,-0.457724727368955,0.0004440711726752,1.758339874685861,Mode 1,0.6062,-0.08,0.3818769133408078
load03,g2,Current,Tau 1,0.9619536380417166,-0.5315190371813003,0.0001923196847718,-0.0522166048133418,Mode 4,1.1211,-0.3373,0.2510948006793216
load03,g2,Current,Tau 1,0.630797959916198,-0.3080517720787336,0.0002789842950048,2.203972912517146,Mode 1,0.6062,-0.08,0.22937451990203603
load03,g2,Current,Tau 0.1,0.9744873406800166,-0.4369451694229657,0.0001547868641981,-0.0738758877726813,Mode 4,1.1211,-0.3373,0.1772693759852757
load03,g2,Current,Tau 0.1,0.6373045771681299,-0.3368501612019876,0.0003113191410931,2.084696343381332,Mode 1,0.6062,-0.08,0.25872668982981856
load03,g2,Current,Tau 0.01,0.9744873406800166,-0.4369451694229657,0.0001547868641981,-0.0738758877726813,Mode 4,1.1211,-0.3373,0.1772693759852757
load03,g2,Current,Tau 0.01,0.6373045771681299,-0.3368501612019876,0.0003113191410931,2.084696343381332,Mode 1,0.6062,-0.08,0.25872668982981856
load03,g2,Active Power,Order 6,0.701533657761643,-0.439607330548839,0.215447861714176,1.4952664798422006,Mode 1,0.6062,-0.08,0.37202948604468977
load03,g2,Active Power,Tau 1,0.971369198048915,-0.5254504821711186,0.1361582754320321,-0.133284553178025,Mode 4,1.1211,-0.3373,0.24045772392281237
load03,g2,Active Power,Tau 1,0.6316929414432106,-0.3126286216042015,0.1362175314981012,2.2807398448685463,Mode 1,0.6062,-0.08,0.2340212931613227
load03,g2,Active Power,Tau 0.1,0.974023078436422,-0.436965082506225,0.110228649663655,-0.0584141807958622,Mode 4,1.1211,-0.3373,0.17766471097995662
load03,g2,Active Power,Tau 0.1,0.636258723114783,-0.3311497074592373,0.1550023679114271,2.1461225183213597,Mode 1,0.6062,-0.08,0.25294209296230563
load03,g2,Active Power,Tau 0.01,1.099199045995126,-0.1281056661406732,0.0041956738718556,0.7952838208102405,Mode 3,1.0312,-0.2558,0.14467105154807058
load03,g2,Active Power,Tau 0.01,0.978321862143824,-0.4284209352083183,0.1060335959787185,-0.1217961136526897,Mode 4,1.1211,-0.3373,0.16937715750040128
load03,g2,Active Power,Tau 0.01,0.6358776051758968,-0.3534148062894375,0.1676191630591074,2.147320491869075,Mode 1,0.6062,-0.08,0.2750207565753302
load03,g2,Reactive Power,Order 6,0.6273030318250499,-0.3933404270735047,0.0656914570831967,2.5741960248195817,Mode 1,0.6062,-0.08,0.3140502526520483
load03,g2,Reactive Power,Tau 0.1,0.6273030318250499,-0.3933404270735047,0.0656914570831967,2.5741960248195817,Mode 1,0.6062,-0.08,0.3140502526520483
load03,g2,Reactive Power,Tau 0.01,0.6322153001970224,-0.3668281156766654,0.0594838209274896,2.522713020560716,Mode 1,0.6062,-0.08,0.28800549263333114
load03,g3,Voltage,Order 2,0.6180245635496345,-0.4144163889415653,0.0001257780204526,-1.199605324792718,Mode 1,0.6062,-0.08,0.3346253748535153
load03,g3,Voltage,Order 4,0.6091252953440449,-0.3839186838993317,0.000117378040343,-1.1155101544555144,Mode 1,0.6062,-0.08,0.30393276193255603
load03,g3,Voltage,Order 6,0.6696861625566063,-0.3794160276031023,0.0001066374882758,-1.63074306025281,Mode 1,0.6062,-0.08,0.3060726227903854
load03,g3,Voltage,Order 6,0.1606236951089296,-0.4456551675339428,4.706594146779583e-05,1.0292771106855272,Mode 1,0.6062,-0.08,0.5764043242591574
load03,g3,Voltage,Tau 1,0.6180245635496345,-0.4144163889415653,0.0001257780204526,-1.199605324792718,Mode 1,0.6062,-0.08,0.3346253748535153
load03,g3,Voltage,Tau 0.1,0.6186550914730691,-0.3178405453070188,9.662074817038236e-05,-1.177679425620627,Mode 1,0.6062,-0.08,0.23816644242114077
load03,g3,Voltage,Tau 0.1,0.1443178860258166,-0.4631238460157245,4.492706430296128e-05,1.3438995177498798,Mode 1,0.6062,-0.08,0.6000991323066057
load03,g3,Voltage,Tau 0.01,0.9640698714407075,-0.543005008121008,8.943096633096165e-06,2.961524552013467,Mode 4,1.1211,-0.3373,0.25879144429716355
load03,g3,Voltage,Tau 0.01,0.636949979295265,-0.3424731746651847,9.951670620015584e-05,-1.367523241156363,Mode 1,0.6062,-0.08,0.2642682891409406
load03,g3,Voltage,Tau 0.01,0.1378253022050681,-0.1134446594296343,4.218046601673695e-06,2.657841362203297,Mode 1,0.6062,-0.08,0.4695672505391086
load03,g3,Current,Order 4,0.6454433685104067,-0.3851644318879767,0.0003975524687536,1.8920393056562197,Mode 1,0.6062,-0.08,0.30767738373425363
load03,g3,Current,Order 6,0.6597290976681699,-0.430155962103763,0.0004712577575044,1.7880467482410205,Mode 1,0.6062,-0.08,0.354223886961312
load03,g3,Current,Tau 1,0.6581283218201918,-0.3438488834414451,0.0003953753441828,1.781589237357065,Mode 1,0.6062,-0.08,0.26891036406274615
