Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase,Reference_Mode,Reference_Frequency,Reference_Damping,Distance_to_Reference
load03,g4,Voltage,Order 4,0.6234921620946197,-0.4011268625520788,8.31009724279434e-05,1.8100212354260024,Mode 1,0.6062,-0.08,0.3215921030163028
load03,g4,Voltage,Order 6,0.6441731629401148,-0.3091842343168546,6.775661452455656e-05,1.6240280808228396,Mode 1,0.6062,-0.08,0.2323087909724456
load03,g4,Voltage,Tau 1,0.642621233010153,-0.345636055645607,7.268799150988601e-05,1.6404266072881732,Mode 1,0.6062,-0.08,0.26812127903793065
load03,g4,Voltage,Tau 0.1,0.642621233010153,-0.345636055645607,7.268799150988601e-05,1.6404266072881732,Mode 1,0.6062,-0.08,0.26812127903793065
load03,g4,Voltage,Tau 0.01,0.642621233010153,-0.345636055645607,7.268799150988601e-05,1.6404266072881732,Mode 1,0.6062,-0.08,0.26812127903793065
load03,g4,Current,Order 4,0.4609658493304438,-0.2920457311177774,0.0001842142993714,0.1097397550831405,Mode 1,0.6062,-0.08,0.2570143003919822
load03,g4,Current,Order 6,0.6271867049694522,-0.3560621704247116,0.0002885650722701,-0.8092164243908652,Mode 1,0.6062,-0.08,0.2768587432700606
load03,g4,Current,Tau 1,0.6215112728169968,-0.4119414426939504,0.0003464748529534,-0.7888162948616374,Mode 1,0.6062,-0.08,0.33229438221706015
load03,g4,Current,Tau 0.1,0.9803240090633588,-0.7138758450573618,0.0001331293779824,-1.0615613990526085,Mode 4,1.1211,-0.3373,0.4020289127722774
load03,g4,Current,Tau 0.1,0.6391461631543545,-0.3374449949981916,0.0002917009644539,-1.075916350160394,Mode 1,0.6062,-0.08,0.259544553239347
load03,g4,Current,Tau 0.01,0.9803240090633588,-0.7138758450573618,0.0001331293779824,-1.0615613990526085,Mode 4,1.1211,-0.3373,0.4020289127722774
load03,g4,Current,Tau 0.01,0.6391461631543545,-0.3374449949981916,0.0002917009644539,-1.075916350160394,Mode 1,0.6062,-0.08,0.259544553239347
load03,g4,Active Power,Order 4,0.2207166089327066,-0.3226634653072077,0.1263654530504653,1.0818578859685894,Mode 1,0.6062,-0.08,0.4555030210477667
load03,g4,Active Power,Order 6,0.6266076405928084,-0.411347356951891,0.2107183240445833,-0.7056497522638924,Mode 1,0.6062,-0.08,0.3319752140651002
load03,g4,Active Power,Tau 1,0.6246421475710886,-0.4499012772469178,0.2233519411703529,-0.6965550640160119,Mode 1,0.6062,-0.08,0.37036072647614104
load03,g4,Active Power,Tau 0.1,0.9729477147605116,-0.6785219779965559,0.0925905186675566,-1.0619679794606924,Mode 4,1.1211,-0.3373,0.3719966906970609
load03,g4,Active Power,Tau 0.1,0.6374458473643942,-0.3392253760753095,0.1729088117139773,-0.96067219336523,Mode 1,0.6062,-0.08,0.2611017016009368
load03,g4,Active Power,Tau 0.01,0.9729477147605116,-0.6785219779965559,0.0925905186675566,-1.0619679794606924,Mode 4,1.1211,-0.3373,0.3719966906970609
load03,g4,Active Power,Tau 0.01,0.6374458473643942,-0.3392253760753095,0.1729088117139773,-0.96067219336523,Mode 1,0.6062,-0.08,0.2611017016009368
load03,g4,Reactive Power,Order 6,0.6337010002489908,-0.3394312617628944,0.0885193250498544,-0.7078102954707125,Mode 1,0.6062,-0.08,0.26088481096948213
load03,g4,Reactive Power,Tau 1,0.6337010002489908,-0.3394312617628944,0.0885193250498544,-0.7078102954707125,Mode 1,0.6062,-0.08,0.26088481096948213
load03,g4,Reactive Power,Tau 0.1,0.6337010002489908,-0.3394312617628944,0.0885193250498544,-0.7078102954707125,Mode 1,0.6062,-0.08,0.26088481096948213
load03,g4,Reactive Power,Tau 0.01,0.6337010002489908,-0.3394312617628944,0.0885193250498544,-0.7078102954707125,Mode 1,0.6062,-0.08,0.26088481096948213
load03,g5,Voltage,Order 2,0.6027163262737448,-0.3228723014518539,8.445128812793997e-05,2.097729765527489,Mode 1,0.6062,-0.08,0.24289728445404898
load03,g5,Voltage,Order 4,0.635071837618348,-0.392362990166159,8.17596729667357e-05,1.7838005586371164,Mode 1,0.6062,-0.08,0.31369447019831925
load03,g5,Voltage,Order 4,0.1184960771487083,-0.609444168876681,7.902346928583379e-05,-2.238668621042087,Mode 1,0.6062,-0.08,0.7198376513645686
load03,g5,Voltage,Order 6,0.6213741809208154,-0.3115582245830439,7.111623330024164e-05,1.955932297786072,Mode 1,0.6062,-0.08,0.23205487958383686
load03,g5,Voltage,Order 6,0.1493407827023356,-0.5144053159234959,5.950485736604751e-05,-2.5846946322474373,Mode 1,0.6062,-0.08,0.6304191644710896
load03,g5,Voltage,Tau 1,0.635071837618348,-0.392362990166159,8.17596729667357e-05,1.7838005586371164,Mode 1,0.6062,-0.08,0.31369447019831925
load03,g5,Voltage,Tau 1,0.1184960771487083,-0.609444168876681,7.902346928583379e-05,-2.238668621042087,Mode 1,0.6062,-0.08,0.7198376513645686
load03,g5,Voltage,Tau 0.1,0.635071837618348,-0.392362990166159,8.17596729667357e-05,1.7838005586371164,Mode 1,0.6062,-0.08,0.31369447019831925
load03,g5,Voltage,Tau 0.1,0.1184960771487083,-0.609444168876681,7.902346928583379e-05,-2.238668621042087,Mode 1,0.6062,-0.08,0.7198376513645686
load03,g5,Voltage,Tau 0.01,1.115570695035894,-0.4741843792508696,6.773368034370506e-06,1.506824434230867,Mode 4,1.1211,-0.3373,0.13699600905238804
load03,g5,Voltage,Tau 0.01,0.6440549311630306,-0.3117072015625234,7.175004059569451e-05,1.708976441674084,Mode 1,0.6062,-0.08,0.23477909419131343
load03,g5,Voltage,Tau 0.01,0.3379358072383041,-0.0005960702971499,9.31274146642617e-08,0.6364244112522653,Mode 1,0.6062,-0.08,0.27976894246920886
load03,g5,Voltage,Tau 0.01,0.2858347158051802,-0.7690747409621356,1.7624793131469195e-05,2.8757016796062573,Mode 1,0.6062,-0.08,0.7599065165856008
load03,g5,Voltage,Tau 0.01,0.1331098672435594,-0.2146398526354024,1.6369676852229567e-05,-1.2377596788496088,Mode 1,0.6062,-0.08,0.49187616696602554
load03,g5,Current,Order 4,0.621145155881649,-0.39046615645918,0.0004164681146278,-0.7637017583020693,Mode 1,0.6062,-0.08,0.310825661731561
load03,g5,Current,Order 6,0.6322061903822386,-0.4138204667904266,0.0004264695976635,-0.8639174072464659,Mode 1,0.6062,-0.08,0.334831936927133
load03,g5,Current,Tau 1,0.627101385231783,-0.3783412979263025,0.0004320525327386,-0.8424317001921123,Mode 1,0.6062,-0.08,0.2990725630226855
load03,g5,Current,Tau 0.1,0.9949281251141124,-0.750447348552303,0.0002259019145599,-1.404736543510824,Mode 4,1.1211,-0.3373,0.4319838812131978
load03,g5,Current,Tau 0.1,0.6377827305461592,-0.2977676135899058,0.0003369959082171,-1.0702930114532991,Mode 1,0.6062,-0.08,0.22004590974929256
load03,g5,Current,Tau 0.01,1.0073622763261565,-0.7501249356255424,0.0002112038544763,-1.4867106686265694,Mode 4,1.1211,-0.3373,0.42820637227946623
load03,g5,Current,Tau 0.01,0.637347743650216,-0.2968481340529799,0.0003291074608164,-1.039909260426766,Mode 1,0.6062,-0.08,0.2190737208721272
load03,g5,Active Power,Order 4,0.5871406723255835,-0.4202091925191366,0.2123328978196517,-0.3623820007667921,Mode 1,0.6062,-0.08,0.34074264870415577
load03,g5,Active Power,Order 6,0.6288148462281609,-0.4048013340806631,0.2143957659711225,-0.7369956700083443,Mode 1,0.6062,-0.08,0.32558768080273226
load03,g5,Active Power,Tau 1,0.6332685675158594,-0.4691370401114942,0.2476926947237923,-0.8039427562623254,Mode 1,0.6062,-0.08,0.39007735557719225
load03,g5,Active Power,Tau 0.1,0.9900131556987182,-0.7615491106318218,0.1429732357211159,-1.3323208769145578,Mode 4,1.1211,-0.3373,0.4440394899339025
load03,g5,Active Power,Tau 0.1,0.6396666562190426,-0.3431781172000831,0.1875361907097146,-1.0529316766847767,Mode 1,0.6062,-0.08,0.26529745277982647
load03,g5,Active Power,Tau 0.01,0.9950660811925042,-0.7449652093847551,0.1368672123853557,-1.3717521730100222,Mode 4,1.1211,-0.3373,0.42670302510374897
load03,g5,Active Power,Tau 0.01,0.6407345873780397,-0.3299141433299764,0.179934755100608,-1.042799241736983,Mode 1,0.6062,-0.08,0.2522889548944373
load03,g5,Reactive Power,Order 4,0.1099481948426857,-0.3467588897798601,0.1132420054078142,-1.4952159361330812,Mode 1,0.6062,-0.08,0.56340585673072
