k,Cluster,Frequency,Damping,Size
1,1,0.6688368934656748,-0.34665655194338646,54
2,1,1.0169530841274828,-0.37189426162041705,13
2,2,0.5584585891094918,-0.33865435131408406,41
3,1,1.0169530841274828,-0.37189426162041705,13
3,2,0.601131308775724,-0.3536783097354488,37
3,3,0.16373593219684401,-0.1996827359164602,4
4,1,0.4859605493764765,-0.43658823653332973,12
4,2,0.7024072622309837,-0.30245639299743593,30
4,3,0.9798988133620317,-0.4366048333809732,9
4,4,0.13145282248030787,-0.1590865587303581,3
5,1,0.6225054899316432,-0.3302082286066636,33
5,2,0.13145282248030787,-0.1590865587303581,3
5,3,1.100325193349748,-0.22629547515916576,4
5,4,0.391952503660802,-0.5021394367332946,5
5,5,0.9798988133620317,-0.4366048333809732,9
6,1,0.6270926798102582,-0.3144437465467105,27
6,2,0.13145282248030787,-0.1590865587303581,3
6,3,0.9798988133620317,-0.4366048333809732,9
6,4,0.2335258778792531,-0.5117173926358114,3
6,5,1.100325193349748,-0.22629547515916576,4
6,6,0.6087954621916883,-0.4228044241272195,8
7,1,0.9798988133620317,-0.4366048333809732,9
7,2,0.6115940222732983,-0.34093955146205296,19
7,3,0.2335258778792531,-0.5117173926358114,3
7,4,0.13145282248030787,-0.1590865587303581,3
7,5,1.100325193349748,-0.22629547515916576,4
7,6,0.6446290197084735,-0.26578453839487126,9
7,7,0.625702635977364,-0.42892917520658436,7
8,1,0.6446290197084735,-0.26578453839487126,9
8,2,0.6310945089914565,-0.34202112279468,18
8,3,0.9798988133620317,-0.4366048333809732,9
8,4,0.13145282248030787,-0.1590865587303581,3
8,5,0.2335258778792531,-0.5117173926358114,3
8,6,1.100325193349748,-0.22629547515916576,4
8,7,0.2605852613464523,-0.3214712674747667,1
8,8,0.625702635977364,-0.42892917520658436,7
9,1,0.6393679950678974,-0.3397911202195632,17
9,2,0.9798988133620317,-0.4366048333809732,9
9,3,0.13145282248030787,-0.1590865587303581,3
9,4,1.100325193349748,-0.22629547515916576,4
9,5,0.2335258778792531,-0.5117173926358114,3
9,6,0.601863135477876,-0.40114839787645284,6
9,7,0.6446290197084735,-0.26578453839487126,9
9,8,0.6295924423331255,-0.48777250287951945,2
9,9,0.2605852613464523,-0.3214712674747667,1
10,1,0.25141056494429814,-0.47574321013378895,2
10,2,0.6393679950678974,-0.3397911202195632,17
10,3,0.9798988133620317,-0.4366048333809732,9
10,4,0.13145282248030787,-0.1590865587303581,3
10,5,1.100325193349748,-0.22629547515916576,4
10,6,0.6446290197084735,-0.26578453839487126,9
10,7,0.6295924423331255,-0.48777250287951945,2
10,8,0.601863135477876,-0.40114839787645284,6
10,9,0.2605852613464523,-0.3214712674747667,1
10,10,0.19775650374916287,-0.5836657576398562,1
