StateIndex,ModeIndex,RealPart,ImagPart
1,1,2.65625719866374302e-08,0.00000000000000000e+00
1,5,-6.61402005266200878e-06,-3.56111393394072657e-07
1,6,-6.61402005266200878e-06,3.56111393394072657e-07
1,7,-1.56676819751282866e-08,3.46642924592545033e-09
1,8,-1.56676819751282866e-08,-3.46642924592545033e-09
1,9,-5.72234481954290269e-06,-1.05835286010725088e-06
1,10,-5.72234481954290269e-06,1.05835286010725088e-06
1,11,3.04859407699713388e-07,3.60600737377542979e-07
1,12,3.04859407699713388e-07,-3.60600737377542979e-07
1,13,2.06209779361613573e-05,0.00000000000000000e+00
1,14,-1.72621446992779982e-06,7.89892483171438066e-06
1,15,-1.72621446992779982e-06,-7.89892483171438066e-06
1,19,-2.05773479623016598e-07,-0.00000000000000000e+00
1,20,-7.62391988909983745e-10,0.00000000000000000e+00
1,21,9.51738693438690869e-05,0.00000000000000000e+00
1,22,3.14061569749686924e-06,6.28875225163275812e-07
1,23,3.14061569749686924e-06,-6.28875225163275812e-07
1,24,8.17685031712613135e-06,1.30450535763588048e-05
1,25,8.17685031712613135e-06,-1.30450535763588048e-05
1,26,-2.45378109059824140e-04,0.00000000000000000e+00
1,27,1.55343150584135188e-05,1.53306676673731546e-05
1,28,1.55343150584135188e-05,-1.53306676673731546e-05
1,29,-3.36640895749011886e-04,-9.18875137841693802e-07
1,30,-3.36640895749011886e-04,9.18875137841693802e-07
1,31,-6.24611204161621867e-05,3.39022780281990097e-05
1,32,-6.24611204161621867e-05,-3.39022780281990097e-05
1,33,-2.29649004814032822e-06,4.38857473007863031e-06
1,34,-2.29649004814032822e-06,-4.38857473007863031e-06
1,35,5.15345699318993277e-05,-9.08529038284711354e-05
1,36,5.15345699318993277e-05,9.08529038284711354e-05
1,37,-5.40987657358106252e-05,9.42249689537825503e-05
1,38,-5.40987657358106252e-05,-9.42249689537825503e-05
1,39,-1.07431053828021069e-04,2.84679182140382776e-04
1,40,-1.07431053828021069e-04,-2.84679182140382776e-04
1,41,-3.58145531732652585e-07,-7.88221686749662091e-07
1,42,-3.58145531732652585e-07,7.88221686749662091e-07
1,43,-8.05916863367366382e-06,5.88120424570478198e-06
1,44,-8.05916863367366382e-06,-5.88120424570478198e-06
1,45,2.24657618397464862e-05,2.97920667095969346e-06
1,46,2.24657618397464862e-05,-2.97920667095969346e-06
1,47,-2.35008559002977815e-04,2.03528637880893119e-05
1,48,-2.35008559002977815e-04,-2.03528637880893119e-05
1,49,7.82813858447905711e-06,-1.27479133409968630e-05
1,50,7.82813858447905711e-06,1.27479133409968630e-05
1,51,-1.20438793152148410e-06,-0.00000000000000000e+00
1,53,-2.22392417295275369e-16,0.00000000000000000e+00
1,54,-2.13646852749578487e-16,-0.00000000000000000e+00
1,56,3.22364384709280672e-16,0.00000000000000000e+00
1,57,7.79081693213933695e-06,0.00000000000000000e+00
1,58,2.89598018308079688e-06,0.00000000000000000e+00
1,59,7.74754109947069234e-08,0.00000000000000000e+00
1,60,-8.48467427901738581e-07,-4.33671166549313346e-07
1,61,-8.48467427901738581e-07,4.33671166549313346e-07
1,62,4.39856582083897368e-08,0.00000000000000000e+00
1,63,-1.43158800713213525e-08,-0.00000000000000000e+00
1,64,6.28244249930556087e-07,0.00000000000000000e+00
1,65,1.45066387318288634e-06,1.73364754124015734e-07
1,66,1.45066387318288634e-06,-1.73364754124015734e-07
1,67,-7.29315064645279291e-07,-0.00000000000000000e+00
1,68,-2.66076681004745438e-07,-3.88059915588213935e-07
1,69,-2.66076681004745438e-07,3.88059915588213935e-07
1,70,5.78433607002087520e-08,-3.04789093647066849e-07
1,71,5.78433607002087520e-08,3.04789093647066849e-07
1,72,-4.32770478246809880e-08,-5.41263448481973054e-07
1,73,-4.32770478246809880e-08,5.41263448481973054e-07
1,74,4.73543923798434158e-06,0.00000000000000000e+00
1,75,3.46495699013657499e-05,-6.24365903748395337e-05
1,76,3.46495699013657499e-05,6.24365903748395337e-05
1,77,-4.23069274082543734e-07,0.00000000000000000e+00
1,78,-9.26705613326078698e-05,0.00000000000000000e+00
1,79,-8.67737816022475422e-09,-0.00000000000000000e+00
1,91,1.75093317558481056e-05,0.00000000000000000e+00
1,92,3.20183528569521506e-05,0.00000000000000000e+00
1,93,1.27166048218790592e-05,-0.00000000000000000e+00
1,94,1.77017260888335528e-04,8.22909332109305556e-05
1,95,1.77017260888335528e-04,-8.22909332109305556e-05
1,96,-1.02071185003064735e-07,0.00000000000000000e+00
1,97,-5.68733697296173097e-06,0.00000000000000000e+00
1,98,9.08790185569766833e-06,0.00000000000000000e+00
1,99,4.26986773907397904e-05,0.00000000000000000e+00
1,100,1.30198933263550281e-05,0.00000000000000000e+00
1,101,-9.89687335240040751e-05,-0.00000000000000000e+00
1,102,-3.34813869506614002e-05,-4.64327129293881884e-06
1,103,-3.34813869506614002e-05,4.64327129293881884e-06
1,104,1.75069224404761576e-03,-4.40220769942669581e-04
1,105,1.75069224404761576e-03,4.40220769942669581e-04
1,106,-2.14246041632015554e-03,-5.48353103492876630e-03
1,107,-2.14246041632015554e-03,5.48353103492876630e-03
1,108,3.69271572660560948e-05,0.00000000000000000e+00
1,112,1.14966403462195677e-06,0.00000000000000000e+00
1,113,-4.34619486363157539e-07,0.00000000000000000e+00
1,114,1.47466455932812718e-05,0.00000000000000000e+00
1,115,1.82862266493414817e-06,0.00000000000000000e+00
1,116,-8.71241471785370114e-07,-0.00000000000000000e+00
1,117,6.42296156480564255e-07,0.00000000000000000e+00
1,118,1.37083783358618101e-04,0.00000000000000000e+00
1,119,3.37350966784684151e-06,0.00000000000000000e+00
1,120,-1.53929115411135970e-07,-0.00000000000000000e+00
1,121,6.48731458741290200e-05,-0.00000000000000000e+00
1,122,-3.68729668601702296e-05,0.00000000000000000e+00
1,123,8.07122480089920518e-06,0.00000000000000000e+00
1,124,-1.13448527481711368e-06,-0.00000000000000000e+00
1,125,5.32153193212145663e-04,0.00000000000000000e+00
1,126,-4.23491339727138905e-04,0.00000000000000000e+00
1,127,6.78951670414230788e-05,0.00000000000000000e+00
1,128,6.15059769302345617e-03,0.00000000000000000e+00
1,129,-5.20970672919907182e-05,0.00000000000000000e+00
1,130,1.48668251229056103e-05,0.00000000000000000e+00
1,131,-9.73309504254455372e-06,0.00000000000000000e+00
1,132,6.70629883254285908e-02,-7.03350839837374869e-02
1,133,6.70629883254285908e-02,7.03350839837374869e-02
1,134,-2.56221730256583425e-03,-0.00000000000000000e+00
1,135,-1.97741643392286082e-03,-0.00000000000000000e+00
1,136,-2.64418365102758290e-06,0.00000000000000000e+00
1,140,-1.89111540144335861e-04,-0.00000000000000000e+00
1,141,1.44211042325091760e-05,0.00000000000000000e+00
1,142,1.45424866821236570e-04,0.00000000000000000e+00
1,143,8.90589653018025756e-05,-0.00000000000000000e+00
1,144,-1.03126034610409511e-04,0.00000000000000000e+00
1,145,1.71688661307615737e-04,0.00000000000000000e+00
1,146,2.98362149014406650e-03,-2.70508827016618372e-03
1,147,2.98362149014406650e-03,2.70508827016618372e-03
1,148,2.06294687608824051e-01,6.85226659151456224e-03
1,149,2.06294687608824051e-01,-6.85226659151456224e-03
1,150,-4.10003384805065086e-03,-0.00000000000000000e+00
1,151,-2.85665359123091342e-04,-0.00000000000000000e+00
1,152,1.13822855292876835e-05,0.00000000000000000e+00
1,153,1.00000000000000000e+00,3.46944695195361419e-18
1,154,1.00000000000000000e+00,-3.46944695195361419e-18
1,155,2.22172945464308054e-05,0.00000000000000000e+00
1,156,-7.51617773714290064e-10,0.00000000000000000e+00
1,157,2.19201030963865726e-04,0.00000000000000000e+00
1,158,-7.72775045140880468e-04,-0.00000000000000000e+00
1,159,3.35570841108285113e-03,-1.68877763110557928e-04
1,160,3.35570841108285113e-03,1.68877763110557928e-04
1,161,7.20411483092633642e-02,0.00000000000000000e+00
1,162,-4.63727086546549699e-04,-0.00000000000000000e+00
1,163,1.90526344524673784e-02,-1.09863338194721733e-02
1,164,1.90526344524673784e-02,1.09863338194721733e-02
1,165,1.22606659501143161e-04,-0.00000000000000000e+00
1,166,4.86803380651954984e-03,0.00000000000000000e+00
1,170,-2.89995781896802834e-02,-0.00000000000000000e+00
1,171,-1.68563075857196903e-01,-0.00000000000000000e+00
1,172,-2.44096126755060844e-01,-0.00000000000000000e+00
1,173,4.09257730403240387e-04,0.00000000000000000e+00
1,174,-9.31535904472585740e-04,0.00000000000000000e+00
2,1,1.24063060855867024e-08,0.00000000000000000e+00
2,5,5.09895077227592580e-09,-3.03172114212813581e-10
2,6,5.09895077227592580e-09,3.03172114212813581e-10
2,7,8.93474354226076246e-12,-7.64629448597672862e-12
2,8,8.93474354226076246e-12,7.64629448597672862e-12
2,9,-1.45371700968934854e-09,-1.66851495238953411e-09
2,10,-1.45371700968934854e-09,1.66851495238953411e-09
