Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g4,Voltage,Order 4,0.6043358801487653,-0.4091712867368441,0.0001097291055853,-1.1292173493136826
load03,g4,Voltage,Order 6,0.6366178840669822,-0.3362435971393764,9.968359259237942e-05,-1.4392262266245204
load03,g4,Voltage,Tau 1,0.6366178840669822,-0.3362435971393764,9.968359259237942e-05,-1.4392262266245204
load03,g4,Voltage,Tau 0.1,0.6366178840669822,-0.3362435971393764,9.968359259237942e-05,-1.4392262266245204
load03,g4,Voltage,Tau 0.01,0.6374881768762315,-0.2929631873530872,8.795264791861366e-05,-1.4855512566841491
load03,g4,Voltage,Tau 0.01,0.1551522212612329,-0.9285992614921966,0.0001209879210316,1.2883543903408017
load03,g4,Voltage,Tau 0.01,0.1069455309164392,-0.0844064405918136,3.4287952003362543e-06,-0.0958260801536484
load03,g4,Current,Order 4,0.6384079297146824,-0.3950281840248124,0.0004289479381789,1.9071316266428369
load03,g4,Current,Order 6,0.6538611399523437,-0.4337497767365938,0.0004869593733968,1.7895032207748682
load03,g4,Current,Tau 1,0.9788328889313902,-0.8591661317155139,0.0002576695566138,0.0930889867272169
load03,g4,Current,Tau 1,0.6280513947110361,-0.3094450432742117,0.0003481515256296,2.168620065700762
load03,g4,Current,Tau 0.1,1.012476310850336,-0.671438787835516,0.0001954006507942,-0.1029571815295048
load03,g4,Current,Tau 0.1,0.6376406907386083,-0.3579963938939941,0.0003948262339042,2.0511096871582986
load03,g4,Current,Tau 0.01,1.009302923478555,-0.8360458553806398,0.0002741119463763,-0.0950413742298742
load03,g4,Current,Tau 0.01,0.6378131977416038,-0.3204169297377741,0.0003434093798363,2.028422031490376
load03,g4,Active Power,Order 6,0.6735502004119525,-0.4641399696161856,0.3285355805758013,1.7005944354518112
load03,g4,Active Power,Tau 0.1,1.0102322006761266,-0.7153280613731721,0.1733255299052034,-0.1335645884282912
load03,g4,Active Power,Tau 0.1,0.6357230091014571,-0.3353090164730207,0.2206620917175667,2.17166452132991
load03,g4,Active Power,Tau 0.01,1.3759958390923448,-1.4106266432108652,0.0579191835532534,-1.6659202509289843
load03,g4,Active Power,Tau 0.01,0.9808928257444438,-0.6283050672847982,0.1433661912047376,0.1197721317051393
load03,g4,Active Power,Tau 0.01,0.6369483697528245,-0.3285027221115938,0.2165915058057003,2.136866994754784
