2
-0.0100	206.0000	27.6000
0.0000	205.9998	27.5999
0.0100	205.9991	27.5997
0.0200	205.9972	27.5993
0.0300	205.9936	27.5987
0.0400	205.9883	27.5981
0.0500	205.9821	27.5975
0.0600	205.9767	27.5970
0.0700	205.9740	27.5966
0.0800	205.9748	27.5964
0.0900	205.9787	27.5964
0.1000	205.9849	27.5967
0.1100	205.9921	27.5973
0.1200	205.9987	27.5981
0.1300	206.0037	27.5991
0.1400	206.0063	27.6003
0.1500	206.0062	27.6015
0.1600	206.0033	27.6026
0.1700	205.9977	27.6036
0.1800	205.9894	27.6042
0.1900	205.9788	27.6045
0.2000	205.9665	27.6046
0.2100	205.9532	27.6044
0.2200	205.9401	27.6039
0.2300	205.9285	27.6032
0.2400	205.9202	27.6022
0.2500	205.9166	27.6012
0.2600	205.9179	27.6001
0.2700	205.9235	27.5992
0.2800	205.9322	27.5984
0.2900	205.9430	27.5978
0.3000	205.9550	27.5973
0.3100	205.9676	27.5968
0.3200	205.9797	27.5964
0.3300	205.9905	27.5962
0.3400	205.9994	27.5964
0.3500	206.0057	27.5969
0.3600	206.0093	27.5978
0.3700	206.0112	27.5988
0.3800	206.0126	27.5999
0.3900	206.0150	27.6011
0.4000	206.0195	27.6026
0.4100	206.0264	27.6043
0.4200	206.0354	27.6063
0.4300	206.0461	27.6084
0.4400	206.0580	27.6102
0.4500	206.0695	27.6115
0.4600	206.0791	27.6122
0.4700	206.0855	27.6121
0.4800	206.0880	27.6113
0.4900	206.0858	27.6098
0.5000	206.0787	27.6080
0.5100	206.0672	27.6060
0.5200	206.0528	27.6042
0.5300	206.0379	27.6028
0.5400	206.0255	27.6021
0.5500	206.0181	27.6021
0.5600	206.0164	27.6027
0.5700	206.0198	27.6036
0.5800	206.0267	27.6044
0.5900	206.0350	27.6047
0.6000	206.0432	27.6044
0.6100	206.0503	27.6034
0.6200	206.0562	27.6019
0.6300	206.0612	27.5998
0.6400	206.0659	27.5973
0.6500	206.0705	27.5945
0.6600	206.0747	27.5917
0.6700	206.0780	27.5890
0.6800	206.0795	27.5866
0.6900	206.0790	27.5847
0.7000	206.0763	27.5834
0.7100	206.0715	27.5828
0.7200	206.0646	27.5830
0.7300	206.0560	27.5838
0.7400	206.0458	27.5853
0.7500	206.0344	27.5872
0.7600	206.0227	27.5893
0.7700	206.0124	27.5914
0.7800	206.0057	27.5933
0.7900	206.0042	27.5947
0.8000	206.0082	27.5956
0.8100	206.0162	27.5961
0.8200	206.0258	27.5962
0.8300	206.0347	27.5960
0.8400	206.0414	27.5958
0.8500	206.0452	27.5956
0.8600	206.0456	27.5959
0.8700	206.0422	27.5965
0.8800	206.0351	27.5976
0.8900	206.0253	27.5989
0.9000	206.0141	27.6002
0.9100	206.0026	27.6014
0.9200	205.9916	27.6022
0.9300	205.9815	27.6024
0.9400	205.9726	27.6020
0.9500	205.9650	27.6008
0.9600	205.9590	27.5993
0.9700	205.9552	27.5975
0.9800	205.9540	27.5960
0.9900	205.9555	27.5948
1.0000	205.9589	27.5941
1.0100	205.9629	27.5939
1.0200	205.9664	27.5944
1.0300	205.9682	27.5954
1.0400	205.9679	27.5971
1.0500	205.9661	27.5992
1.0600	205.9635	27.6015
1.0700	205.9608	27.6039
1.0800	205.9583	27.6062
1.0900	205.9565	27.6080
1.1000	205.9562	27.6094
1.1100	205.9583	27.6102
1.1200	205.9630	27.6102
1.1300	205.9697	27.6095
1.1400	205.9768	27.6081
1.1500	205.9831	27.6061
1.1600	205.9875	27.6036
1.1700	205.9896	27.6006
1.1800	205.9895	27.5975
1.1900	205.9881	27.5944
1.2000	205.9862	27.5915
1.2100	205.9847	27.5891
1.2200	205.9846	27.5873
1.2300	205.9855	27.5862
1.2400	205.9866	27.5859
1.2500	205.9869	27.5862
1.2600	205.9862	27.5872
1.2700	205.9851	27.5886
1.2800	205.9848	27.5905
1.2900	205.9862	27.5927
1.3000	205.9906	27.5950
1.3100	205.9987	27.5973
1.3200	206.0098	27.5993
1.3300	206.0222	27.6009
1.3400	206.0337	27.6020
1.3500	206.0424	27.6024
1.3600	206.0464	27.6022
1.3700	206.0455	27.6016
1.3800	206.0404	27.6009
1.3900	206.0329	27.6001
1.4000	206.0247	27.5995
1.4100	206.0170	27.5990
1.4200	206.0100	27.5987
1.4300	206.0029	27.5987
1.4400	205.9948	27.5991
1.4500	205.9856	27.5999
1.4600	205.9763	27.6010
1.4700	205.9687	27.6023
1.4800	205.9644	27.6040
1.4900	205.9643	27.6058
1.5000	205.9685	27.6076
1.5100	205.9766	27.6093
1.5200	205.9874	27.6108
1.5300	205.9993	27.6119
1.5400	206.0102	27.6127
1.5500	206.0193	27.6132
1.5600	206.0264	27.6134
1.5700	206.0319	27.6134
1.5800	206.0356	27.6132
1.5900	206.0372	27.6127
1.6000	206.0359	27.6119
1.6100	206.0312	27.6107
1.6200	206.0230	27.6092
1.6300	206.0119	27.6077
1.6400	205.9983	27.6062
1.6500	205.9831	27.6050
1.6600	205.9675	27.6042
1.6700	205.9527	27.6037
1.6800	205.9400	27.6037
1.6900	205.9301	27.6038
1.7000	205.9232	27.6039
1.7100	205.9199	27.6039
1.7200	205.9207	27.6036
1.7300	205.9259	27.6030
1.7400	205.9350	27.6020
1.7500	205.9466	27.6005
1.7600	205.9584	27.5986
1.7700	205.9684	27.5961
1.7800	205.9750	27.5933
1.7900	205.9786	27.5902
1.8000	205.9804	27.5873
1.8100	205.9816	27.5849
1.8200	205.9821	27.5830
1.8300	205.9813	27.5820
1.8400	205.9787	27.5817
1.8500	205.9742	27.5820
1.8600	205.9679	27.5827
1.8700	205.9602	27.5835
1.8800	205.9515	27.5843
1.8900	205.9426	27.5851
1.9000	205.9347	27.5857
1.9100	205.9290	27.5861
1.9200	205.9267	27.5865
1.9300	205.9285	27.5867
1.9400	205.9347	27.5870
1.9500	205.9453	27.5873
1.9600	205.9596	27.5879
1.9700	205.9763	27.5888
1.9800	205.9943	27.5899
1.9900	206.0125	27.5913
2.0000	206.0304	27.5928
2.0100	206.0466	27.5942
2.0200	206.0596	27.5954
2.0300	206.0680	27.5964
2.0400	206.0709	27.5970
2.0500	206.0680	27.5973
2.0600	206.0597	27.5973
2.0700	206.0476	27.5970
2.0800	206.0332	27.5965
2.0900	206.0175	27.5955
2.1000	206.0010	27.5943
2.1100	205.9838	27.5930
2.1200	205.9660	27.5918
2.1300	205.9478	27.5910
2.1400	205.9293	27.5906
2.1500	205.9110	27.5906
2.1600	205.8942	27.5908
2.1700	205.8809	27.5910
2.1800	205.8732	27.5913
2.1900	205.8725	27.5917
2.2000	205.8792	27.5921
2.2100	205.8929	27.5925
2.2200	205.9127	27.5930
2.2300	205.9370	27.5934
2.2400	205.9637	27.5937
2.2500	205.9898	27.5940
2.2600	206.0123	27.5942
2.2700	206.0287	27.5946
2.2800	206.0382	27.5951
2.2900	206.0411	27.5959
2.3000	206.0389	27.5968
2.3100	206.0329	27.5977
2.3200	206.0246	27.5985
2.3300	206.0153	27.5992
2.3400	206.0058	27.5998
2.3500	205.9965	27.6000
2.3600	205.9872	27.5998
2.3700	205.9779	27.5993
2.3800	205.9689	27.5989
2.3900	205.9608	27.5985
2.4000	205.9539	27.5984
2.4100	205.9481	27.5984
2.4200	205.9433	27.5984
2.4300	205.9400	27.5985
2.4400	205.9387	27.5984
2.4500	205.9396	27.5982
2.4600	205.9417	27.5976
2.4700	205.9436	27.5967
2.4800	205.9444	27.5956
2.4900	205.9444	27.5944
2.5000	205.9444	27.5934
2.5100	205.9458	27.5928
2.5200	205.9498	27.5927
2.5300	205.9572	27.5930
2.5400	205.9678	27.5938
2.5500	205.9808	27.5948
2.5600	205.9945	27.5963
2.5700	206.0068	27.5982
2.5800	206.0157	27.6002
2.5900	206.0206	27.6022
2.6000	206.0216	27.6041
2.6100	206.0203	27.6055
2.6200	206.0184	27.6063
2.6300	206.0173	27.6066
2.6400	206.0181	27.6062
2.6500	206.0210	27.6054
2.6600	206.0256	27.6044
2.6700	206.0312	27.6034
2.6800	206.0370	27.6024
2.6900	206.0421	27.6016
2.7000	206.0455	27.6010
2.7100	206.0466	27.6006
2.7200	206.0447	27.6004
2.7300	206.0396	27.6004
2.7400	206.0312	27.6006
2.7500	206.0204	27.6010
2.7600	206.0089	27.6013
2.7700	205.9986	27.6015
2.7800	205.9916	27.6014
2.7900	205.9891	27.6012
2.8000	205.9911	27.6010
2.8100	205.9964	27.6008
2.8200	206.0030	27.6008
2.8300	206.0089	27.6009
2.8400	206.0119	27.6014
2.8500	206.0105	27.6022
2.8600	206.0048	27.6033
2.8700	205.9966	27.6046
2.8800	205.9878	27.6059
2.8900	205.9804	27.6071
2.9000	205.9755	27.6078
2.9100	205.9737	27.6079
2.9200	205.9750	27.6074
2.9300	205.9787	27.6063
2.9400	205.9839	27.6047
2.9500	205.9895	27.6029
2.9600	205.9946	27.6010
2.9700	205.9983	27.5990
2.9800	205.9997	27.5974
2.9900	205.9991	27.5961
3.0000	205.9972	27.5953
3.0100	205.9951	27.5952
3.0200	205.9934	27.5959
3.0300	205.9924	27.5972
3.0400	205.9923	27.5989
3.0500	205.9936	27.6008
3.0600	205.9972	27.6029
3.0700	206.0039	27.6050
3.0800	206.0139	27.6069
3.0900	206.0267	27.6082
3.1000	206.0410	27.6090
3.1100	206.0550	27.6089
3.1200	206.0671	27.6082
3.1300	206.0759	27.6070
3.1400	206.0800	27.6054
3.1500	206.0781	27.6036
3.1600	206.0685	27.6018
3.1700	206.0505	27.6000
3.1800	206.0250	27.5984
3.1900	205.9943	27.5970
3.2000	205.9617	27.5958
3.2100	205.9306	27.5948
3.2200	205.9035	27.5938
3.2300	205.8822	27.5928
3.2400	205.8668	27.5917
3.2500	205.8561	27.5907
3.2600	205.8482	27.5899
3.2700	205.8419	27.5892
3.2800	205.8368	27.5887
3.2900	205.8338	27.5883
3.3000	205.8340	27.5882
3.3100	205.8382	27.5883
3.3200	205.8463	27.5889
3.3300	205.8577	27.5900
3.3400	205.8710	27.5915
3.3500	205.8841	27.5936
3.3600	205.8952	27.5960
3.3700	205.9034	27.5986
3.3800	205.9089	27.6010
3.3900	205.9126	27.6030
3.4000	205.9163	27.6043
3.4100	205.9216	27.6046
3.4200	205.9297	27.6040
3.4300	205.9405	27.6025
3.4400	205.9539	27.6001
3.4500	205.9693	27.5973
3.4600	205.9863	27.5944
3.4700	206.0046	27.5919
3.4800	206.0238	27.5900
3.4900	206.0424	27.5892
3.5000	206.0578	27.5894
3.5100	206.0669	27.5905
3.5200	206.0675	27.5921
3.5300	206.0592	27.5940
3.5400	206.0439	27.5959
3.5500	206.0244	27.5977
3.5600	206.0036	27.5991
3.5700	205.9836	27.6003
3.5800	205.9658	27.6010
3.5900	205.9517	27.6014
3.6000	205.9421	27.6013
3.6100	205.9375	27.6005
3.6200	205.9376	27.5991
3.6300	205.9416	27.5970
3.6400	205.9485	27.5946
3.6500	205.9573	27.5920
3.6600	205.9667	27.5896
3.6700	205.9757	27.5878
3.6800	205.9843	27.5867
3.6900	205.9930	27.5864
3.7000	206.0025	27.5870
3.7100	206.0130	27.5882
3.7200	206.0248	27.5899
3.7300	206.0381	27.5920
3.7400	206.0524	27.5943
3.7500	206.0665	27.5968
3.7600	206.0781	27.5993
3.7700	206.0855	27.6018
3.7800	206.0883	27.6040
3.7900	206.0872	27.6059
3.8000	206.0829	27.6075
3.8100	206.0762	27.6087
3.8200	206.0680	27.6094
3.8300	206.0584	27.6095
3.8400	206.0476	27.6088
3.8500	206.0353	27.6072
3.8600	206.0218	27.6048
3.8700	206.0081	27.6018
3.8800	205.9952	27.5983
3.8900	205.9846	27.5949
3.9000	205.9776	27.5918
3.9100	205.9747	27.5892
3.9200	205.9754	27.5874
3.9300	205.9785	27.5864
3.9400	205.9836	27.5861
3.9500	205.9903	27.5864
3.9600	205.9983	27.5870
3.9700	206.0072	27.5877
3.9800	206.0170	27.5885
3.9900	206.0274	27.5892
4.0000	206.0383	27.5899
4.0100	206.0493	27.5905
4.0200	206.0600	27.5910
4.0300	206.0694	27.5915
4.0400	206.0764	27.5922
4.0500	206.0802	27.5931
4.0600	206.0804	27.5942
4.0700	206.0774	27.5952
4.0800	206.0714	27.5959
4.0900	206.0624	27.5960
4.1000	206.0511	27.5955
4.1100	206.0379	27.5944
4.1200	206.0229	27.5930
4.1300	206.0059	27.5917
4.1400	205.9873	27.5906
4.1500	205.9681	27.5898
4.1600	205.9498	27.5894
4.1700	205.9336	27.5894
4.1800	205.9207	27.5897
4.1900	205.9115	27.5904
4.2000	205.9070	27.5914
4.2100	205.9079	27.5929
4.2200	205.9148	27.5947
4.2300	205.9273	27.5965
4.2400	205.9435	27.5982
4.2500	205.9612	27.5997
4.2600	205.9775	27.6009
4.2700	205.9909	27.6020
4.2800	206.0010	27.6029
4.2900	206.0090	27.6035
4.3000	206.0162	27.6038
4.3100	206.0230	27.6037
4.3200	206.0291	27.6030
4.3300	206.0335	27.6019
4.3400	206.0351	27.6003
4.3500	206.0332	27.5987
4.3600	206.0276	27.5972
4.3700	206.0185	27.5962
4.3800	206.0065	27.5955
4.3900	205.9927	27.5953
4.4000	205.9788	27.5955
4.4100	205.9670	27.5958
4.4200	205.9584	27.5963
4.4300	205.9541	27.5968
4.4400	205.9550	27.5973
4.4500	205.9618	27.5975
4.4600	205.9738	27.5974
4.4700	205.9894	27.5968
4.4800	206.0064	27.5958
4.4900	206.0230	27.5945
4.5000	206.0374	27.5932
4.5100	206.0482	27.5921
4.5200	206.0546	27.5915
4.5300	206.0567	27.5916
4.5400	206.0555	27.5922
4.5500	206.0522	27.5933
4.5600	206.0483	27.5945
4.5700	206.0443	27.5956
4.5800	206.0402	27.5963
4.5900	206.0354	27.5967
4.6000	206.0299	27.5968
4.6100	206.0244	27.5965
4.6200	206.0201	27.5961
4.6300	206.0179	27.5956
4.6400	206.0175	27.5950
4.6500	206.0179	27.5944
4.6600	206.0180	27.5938
4.6700	206.0172	27.5933
4.6800	206.0149	27.5926
4.6900	206.0103	27.5920
4.7000	206.0030	27.5915
4.7100	205.9927	27.5913
4.7200	205.9796	27.5912
4.7300	205.9644	27.5911
4.7400	205.9476	27.5911
4.7500	205.9300	27.5908
4.7600	205.9125	27.5905
4.7700	205.8963	27.5902
4.7800	205.8823	27.5900
4.7900	205.8711	27.5901
4.8000	205.8630	27.5904
4.8100	205.8581	27.5911
4.8200	205.8563	27.5921
4.8300	205.8568	27.5934
4.8400	205.8585	27.5947
4.8500	205.8596	27.5959
4.8600	205.8588	27.5969
4.8700	205.8565	27.5976
4.8800	205.8548	27.5981
4.8900	205.8559	27.5984
4.9000	205.8616	27.5984
4.9100	205.8727	27.5980
4.9200	205.8892	27.5974
4.9300	205.9104	27.5966
4.9400	205.9344	27.5958
4.9500	205.9588	27.5952
4.9600	205.9815	27.5948
4.9700	206.0004	27.5947
4.9800	206.0142	27.5949
4.9900	206.0213	27.5956
5.0000	206.0215	27.5966
5.0100	206.0152	27.5979
5.0200	206.0039	27.5995
5.0300	205.9893	27.6012
5.0400	205.9741	27.6032
5.0500	205.9604	27.6055
5.0600	205.9497	27.6078
5.0700	205.9426	27.6100
5.0800	205.9391	27.6120
5.0900	205.9386	27.6136
5.1000	205.9403	27.6148
5.1100	205.9440	27.6157
5.1200	205.9500	27.6164
5.1300	205.9588	27.6169
5.1400	205.9699	27.6169
5.1500	205.9817	27.6163
5.1600	205.9919	27.6151
