k,Cluster,Frequency,Damping,Size
1,1,0.6394346840748244,-0.3592008165797839,67
2,1,0.9874771185628708,-0.4367385774073829,20
2,2,0.6353596996797646,-0.3532603907644578,47
3,1,0.132789230156797,-0.5763721136330089,9
3,2,0.9874771185628708,-0.4367385774073829,19
3,3,0.6403151529107164,-0.3448485790618792,39
4,1,0.132789230156797,-0.5763721136330089,9
4,2,0.9874771185628708,-0.4367385774073829,19
4,3,0.6220970022485323,-0.2716048390116457,13
4,4,0.6396218972692486,-0.3553783138652477,26
5,1,0.13387857694855987,-0.488838493609334,5
5,2,0.12100801757002388,-0.6801816990754601,4
5,3,0.9874771185628708,-0.4367385774073829,19
5,4,0.6220970022485323,-0.2716048390116457,13
5,5,0.6396218972692486,-0.3553783138652477,26
6,1,0.13387857694855987,-0.488838493609334,5
6,2,0.12100801757002388,-0.6801816990754601,4
6,3,0.14949066865173943,-0.2233611991588876,3
6,4,0.9874771185628708,-0.4367385774073829,19
6,5,0.6220970022485323,-0.2716048390116457,10
6,6,0.6396218972692486,-0.3553783138652477,26
7,1,0.994634594504276,-0.3845718396590441,7
7,2,0.13387857694855987,-0.488838493609334,5
7,3,0.12100801757002388,-0.6801816990754601,4
7,4,0.14949066865173943,-0.2233611991588876,3
7,5,0.9903918637502076,-0.4496291652840066,12
7,6,0.6220970022485323,-0.2716048390116457,10
7,7,0.6396218972692486,-0.3553783138652477,26
8,1,0.15200883084895778,-0.6116446297733975,5
8,2,0.994634594504276,-0.3845718396590441,7
8,3,0.13387857694855987,-0.488838493609334,3
8,4,0.272658919050145,-0.8618788089994289,1
8,5,0.14949066865173943,-0.2233611991588876,3
8,6,0.9903918637502076,-0.4496291652840066,12
8,7,0.6220970022485323,-0.2716048390116457,10
8,8,0.6396218972692486,-0.3553783138652477,26
9,1,0.132789230156797,-0.5763721136330089,3
9,2,0.24732967281365242,-0.3002238437371378,2
9,3,0.13161601541855517,-0.09816609715094887,1
9,4,0.994634594504276,-0.3845718396590441,7
9,5,0.13387857694855987,-0.488838493609334,3
9,6,0.12100801757002388,-0.6801816990754601,3
9,7,0.9903918637502076,-0.4496291652840066,12
9,8,0.6220970022485323,-0.2716048390116457,10
9,9,0.6396218972692486,-0.3553783138652477,26
10,1,0.132789230156797,-0.5763721136330089,3
10,2,0.24732967281365242,-0.3002238437371378,2
10,3,0.13161601541855517,-0.09816609715094887,1
10,4,0.994634594504276,-0.3845718396590441,7
10,5,0.13387857694855987,-0.488838493609334,3
10,6,0.12100801757002388,-0.6801816990754601,2
10,7,0.272658919050145,-0.8618788089994289,1
10,8,0.9903918637502076,-0.4496291652840066,12
10,9,0.6220970022485323,-0.2716048390116457,10
10,10,0.6396218972692486,-0.3553783138652477,26
