b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.9972,0.804108,109.905981,632
0.01,0.996806,0.806541,110.599491,633.591542
0.02,0.9968,0.806522,110.596348,633.572783
0.03,0.996793,0.806501,110.585791,633.552175
0.04,0.996785,0.806473,110.568589,633.527823
0.05,0.996777,0.806441,110.549415,633.500667
0.06,0.996771,0.806406,110.52927,633.471166
0.07,0.996766,0.806366,110.508695,633.439753
0.08,0.996763,0.806324,110.488006,633.406816
0.09,0.99676,0.80628,110.46738,633.372681
0.1,0.996759,0.806233,110.446917,633.337625
0.11,0.996758,0.806185,110.426672,633.301883
0.12,0.996758,0.806136,110.406672,633.265661
0.13,0.996759,0.806086,110.386931,633.229143
0.14,0.996761,0.806035,110.367452,633.192494
0.15,0.996763,0.805984,110.348233,633.15587
0.16,0.996766,0.805933,110.32927,633.119413
0.17,0.996769,0.805881,110.310558,633.08326
0.18,0.996772,0.80583,110.29209,633.047537
0.19,0.996777,0.80578,110.27386,633.012367
0.2,0.996781,0.805729,110.255865,632.977864
0.21,0.996786,0.80568,110.2381,632.944134
0.22,0.996791,0.805631,110.220562,632.911276
0.23,0.996797,0.805584,110.203249,632.879381
0.24,0.996802,0.805537,110.18616,632.848531
0.25,0.996809,0.805492,110.169294,632.818797
0.26,0.996815,0.805448,110.152651,632.790243
0.27,0.996822,0.805405,110.136234,632.76292
0.28,0.996829,0.805364,110.120042,632.736869
0.29,0.996836,0.805324,110.104078,632.71212
0.3,0.996843,0.805286,110.088345,632.688694
0.31,0.996851,0.805249,110.072845,632.666597
0.32,0.996859,0.805213,110.057579,632.645828
0.33,0.996867,0.80518,110.042552,632.626372
0.34,0.996876,0.805147,110.027766,632.608204
0.35,0.996884,0.805116,110.013223,632.591291
0.36,0.996893,0.805087,109.998926,632.575588
0.37,0.996902,0.805059,109.984879,632.561043
0.38,0.996911,0.805032,109.971084,632.547593
0.39,0.99692,0.805006,109.957543,632.535169
0.4,0.996929,0.804982,109.94426,632.523696
0.41,0.996938,0.804958,109.931237,632.513091
0.42,0.996947,0.804936,109.918477,632.503269
0.43,0.996957,0.804915,109.905983,632.494137
0.44,0.996966,0.804894,109.893759,632.485603
0.45,0.996975,0.804874,109.881807,632.47757
0.46,0.996985,0.804854,109.870132,632.469941
0.47,0.996994,0.804836,109.858737,632.462619
0.48,0.997003,0.804817,109.847626,632.455509
0.49,0.997012,0.804799,109.836805,632.448517
0.5,0.997021,0.804781,109.826277,632.441552
0.51,0.99703,0.804762,109.816048,632.434527
0.52,0.997039,0.804744,109.806124,632.427359
0.53,0.997048,0.804726,109.796511,632.419972
0.54,0.997056,0.804708,109.787216,632.412297
0.55,0.997064,0.80469,109.778246,632.404268
0.56,0.997072,0.804671,109.769609,632.395832
0.57,0.99708,0.804652,109.761312,632.386941
0.58,0.997088,0.804632,109.753364,632.377555
0.59,0.997095,0.804612,109.745775,632.367647
0.6,0.997102,0.804592,109.738553,632.357195
0.61,0.997109,0.804572,109.731709,632.346189
0.62,0.997116,0.804551,109.725251,632.334629
