b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0265,0.808879,22.841625,830
0.01,1.025677,0.812558,23.215481,833.097848
0.02,1.025649,0.812508,23.15821,833.025798
0.03,1.025626,0.812451,23.107556,832.950946
0.04,1.025611,0.812386,23.065818,832.873359
0.05,1.025601,0.812317,23.029257,832.795222
0.06,1.025596,0.812244,22.996897,832.716707
0.07,1.025594,0.812168,22.968143,832.638052
0.08,1.025596,0.812089,22.942446,832.559194
0.09,1.025601,0.812007,22.919388,832.480037
0.1,1.025609,0.811923,22.898636,832.400472
0.11,1.02562,0.811836,22.879918,832.320393
0.12,1.025632,0.811747,22.863012,832.239717
0.13,1.025647,0.811655,22.847731,832.158388
0.14,1.025663,0.811562,22.833921,832.076378
0.15,1.025682,0.811467,22.821447,831.99369
0.16,1.025701,0.81137,22.810197,831.910355
0.17,1.025722,0.811271,22.800071,831.82643
0.18,1.025744,0.811171,22.790985,831.741992
0.19,1.025768,0.81107,22.782862,831.65714
0.2,1.025792,0.810967,22.775636,831.57199
0.21,1.025817,0.810864,22.769248,831.486671
0.22,1.025843,0.81076,22.763643,831.401327
0.23,1.02587,0.810656,22.758774,831.316108
0.24,1.025898,0.810551,22.754596,831.231175
0.25,1.025926,0.810447,22.75107,831.146693
0.26,1.025954,0.810343,22.748157,831.062833
0.27,1.025983,0.810239,22.745824,830.979766
0.28,1.026012,0.810136,22.744038,830.897666
0.29,1.026041,0.810034,22.742768,830.816708
0.3,1.026071,0.809933,22.741985,830.737065
0.31,1.0261,0.809833,22.741662,830.658908
0.32,1.02613,0.809735,22.741772,830.582404
0.33,1.02616,0.809639,22.74229,830.507716
0.34,1.026189,0.809545,22.743191,830.435005
0.35,1.026218,0.809453,22.744451,830.364424
0.36,1.026247,0.809364,22.746047,830.296119
0.37,1.026276,0.809277,22.747957,830.230232
0.38,1.026304,0.809193,22.750157,830.166895
0.39,1.026332,0.809112,22.752626,830.106234
0.4,1.02636,0.809034,22.755343,830.048365
0.41,1.026386,0.80896,22.758288,829.993397
0.42,1.026413,0.808889,22.761439,829.941428
0.43,1.026438,0.808821,22.764776,829.892548
0.44,1.026463,0.808757,22.76828,829.846836
0.45,1.026487,0.808697,22.771932,829.804363
0.46,1.02651,0.808641,22.775713,829.765186
0.47,1.026532,0.808588,22.779605,829.729357
0.48,1.026554,0.80854,22.783589,829.696912
0.49,1.026574,0.808496,22.78765,829.667881
0.5,1.026593,0.808456,22.79177,829.64228
0.51,1.026612,0.80842,22.795934,829.620118
0.52,1.026629,0.808388,22.800125,829.601389
0.53,1.026646,0.80836,22.80433,829.586081
0.54,1.026661,0.808337,22.808534,829.574169
0.55,1.026675,0.808317,22.812724,829.565619
0.56,1.026688,0.808302,22.816888,829.560388
0.57,1.0267,0.808291,22.821013,829.558421
0.58,1.026711,0.808283,22.82509,829.559655
0.59,1.026721,0.80828,22.829106,829.564019
0.6,1.02673,0.80828,22.833055,829.571433
0.61,1.026737,0.808285,22.836926,829.581807
0.62,1.026744,0.808293,22.840712,829.595045
0.63,1.026749,0.808304,22.844407,829.611043
0.64,1.026753,0.808319,22.848005,829.629691
0.65,1.026756,0.808337,22.851501,829.65087
0.66,1.026758,0.808359,22.85489,829.674459
0.67,1.02676,0.808383,22.85817,829.700328
0.68,1.02676,0.808411,22.861338,829.728345
0.69,1.026759,0.808441,22.864393,829.758371
0.7,1.026757,0.808473,22.867335,829.790266
0.71,1.026754,0.808508,22.870162,829.823886
0.72,1.02675,0.808546,22.872878,829.859083
0.73,1.026746,0.808585,22.875482,829.89571
0.74,1.02674,0.808626,22.877978,829.933616
0.75,1.026734,0.808669,22.880369,829.972651
0.76,1.026727,0.808714,22.882658,830.012664
0.77,1.026719,0.80876,22.884852,830.053505
0.78,1.026711,0.808807,22.886953,830.095024
0.79,1.026702,0.808855,22.888969,830.137075
0.8,1.026692,0.808904,22.890906,830.179512
0.81,1.026682,0.808953,22.89277,830.222193
0.82,1.026671,0.809003,22.894569,830.264976
0.83,1.02666,0.809054,22.896309,830.307728
0.84,1.026648,0.809105,22.897999,830.350316
0.85,1.026636,0.809155,22.899648,830.392613
0.86,1.026624,0.809206,22.901262,830.434497
0.87,1.026611,0.809256,22.902851,830.475851
0.88,1.026599,0.809306,22.904424,830.516564
0.89,1.026585,0.809355,22.905989,830.556531
0.9,1.026572,0.809404,22.907554,830.595654
0.91,1.026559,0.809452,22.909129,830.63384
0.92,1.026545,0.809499,22.910721,830.671005
0.93,1.026531,0.809545,22.91234,830.70707
0.94,1.026517,0.80959,22.913993,830.741965
0.95,1.026504,0.809633,22.915689,830.775625
0.96,1.02649,0.809676,22.917434,830.807994
0.97,1.026476,0.809717,22.919237,830.839023
0.98,1.026463,0.809757,22.921104,830.868672
0.99,1.026449,0.809795,22.923041,830.896905
1,1.026436,0.809831,22.925055,830.923697
1.01,1.026422,0.809867,22.927151,830.949027
1.02,1.026409,0.8099,22.929334,830.972885
1.03,1.026396,0.809932,22.931608,830.995264
1.04,1.026384,0.809963,22.933978,831.016166
1.05,1.026371,0.809992,22.936445,831.0356
1.06,1.026359,0.810019,22.939014,831.05358
