b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.03,0.097465,88.281415,1000
0.01,1.029957,0.097789,89.205494,1003.225754
0.02,1.029956,0.097798,89.189231,1003.320358
0.03,1.029955,0.097806,89.175227,1003.405374
0.04,1.029953,0.097813,89.162568,1003.479049
0.05,1.029952,0.097821,89.147756,1003.555843
0.06,1.029952,0.097829,89.13023,1003.638974
0.07,1.029952,0.097837,89.109737,1003.730526
0.08,1.029951,0.097847,89.086271,1003.83182
0.09,1.029952,0.097858,89.059938,1003.943631
0.1,1.029952,0.097869,89.030905,1004.066364
0.11,1.029953,0.097882,88.999361,1004.200168
0.12,1.029954,0.097895,88.965497,1004.345016
0.13,1.029955,0.09791,88.929497,1004.50075
0.14,1.029956,0.097926,88.891531,1004.667121
0.15,1.029958,0.097942,88.851753,1004.843812
0.16,1.029959,0.09796,88.810303,1005.030456
0.17,1.029961,0.097978,88.767309,1005.226648
0.18,1.029963,0.097998,88.722885,1005.431953
0.19,1.029965,0.098018,88.677137,1005.645916
0.2,1.029967,0.098039,88.630165,1005.868064
0.21,1.029969,0.09806,88.58206,1006.097914
0.22,1.029972,0.098082,88.532912,1006.33497
0.23,1.029974,0.098105,88.482806,1006.578732
0.24,1.029976,0.098129,88.431824,1006.828693
0.25,1.029979,0.098153,88.38005,1007.084345
0.26,1.029981,0.098178,88.327564,1007.345177
0.27,1.029984,0.098203,88.274447,1007.610676
0.28,1.029987,0.098228,88.220781,1007.880331
0.29,1.029989,0.098254,88.166647,1008.153633
0.3,1.029992,0.09828,88.112126,1008.430072
0.31,1.029995,0.098306,88.0573,1008.709143
0.32,1.029997,0.098332,88.002252,1008.990343
0.33,1.03,0.098359,87.947062,1009.273173
0.34,1.030003,0.098386,87.891814,1009.557139
0.35,1.030005,0.098413,87.83659,1009.84175
0.36,1.030008,0.098439,87.781471,1010.126523
0.37,1.030011,0.098466,87.726539,1010.410978
0.38,1.030014,0.098493,87.671875,1010.694643
0.39,1.030016,0.098519,87.617558,1010.977051
0.4,1.030019,0.098546,87.563669,1011.257744
0.41,1.030022,0.098572,87.510286,1011.53627
0.42,1.030024,0.098598,87.457484,1011.812186
0.43,1.030027,0.098624,87.405341,1012.085055
0.44,1.030029,0.098649,87.35393,1012.354452
0.45,1.030032,0.098674,87.303325,1012.619959
0.46,1.030034,0.098699,87.253596,1012.881167
0.47,1.030037,0.098723,87.204812,1013.137678
0.48,1.030039,0.098747,87.157042,1013.389104
0.49,1.030041,0.09877,87.110351,1013.635068
0.5,1.030043,0.098793,87.064801,1013.875203
0.51,1.030045,0.098815,87.020455,1014.109154
0.52,1.030048,0.098836,86.977372,1014.336576
0.53,1.03005,0.098857,86.935609,1014.557138
0.54,1.030051,0.098877,86.895221,1014.770522
0.55,1.030053,0.098896,86.856261,1014.976419
0.56,1.030055,0.098915,86.818777,1015.174535
0.57,1.030057,0.098933,86.782819,1015.364591
0.58,1.030058,0.09895,86.748431,1015.546318
0.59,1.03006,0.098967,86.715656,1015.719463
0.6,1.030061,0.098982,86.684535,1015.883787
0.61,1.030062,0.098997,86.655106,1016.039064
0.62,1.030063,0.09901,86.627403,1016.185083
0.63,1.030064,0.099023,86.601459,1016.321648
0.64,1.030065,0.099035,86.577305,1016.448578
0.65,1.030066,0.099046,86.554967,1016.565707
0.66,1.030067,0.099057,86.53447,1016.672885
0.67,1.030067,0.099066,86.515837,1016.769976
0.68,1.030068,0.099074,86.499087,1016.856861
0.69,1.030068,0.099081,86.484236,1016.933436
0.7,1.030068,0.099088,86.471298,1016.999613
0.71,1.030069,0.099093,86.460285,1017.055322
0.72,1.030069,0.099097,86.451204,1017.100506
0.73,1.030068,0.0991,86.444062,1017.135126
0.74,1.030068,0.099103,86.438861,1017.159159
0.75,1.030068,0.099104,86.435601,1017.172599
0.76,1.030067,0.099104,86.43428,1017.175455
0.77,1.030067,0.099104,86.434891,1017.167753
0.78,1.030066,0.099102,86.437428,1017.149536
0.79,1.030065,0.099099,86.441878,1017.120861
0.8,1.030064,0.099096,86.448227,1017.081804
0.81,1.030063,0.099091,86.456459,1017.032455
0.82,1.030062,0.099086,86.466555,1016.972921
0.83,1.03006,0.099079,86.478492,1016.903323
0.84,1.030059,0.099072,86.492245,1016.823801
0.85,1.030057,0.099063,86.507787,1016.734506
0.86,1.030056,0.099054,86.525087,1016.635607
0.87,1.030054,0.099044,86.544113,1016.527288
0.88,1.030052,0.099033,86.564828,1016.409747
0.89,1.03005,0.099021,86.587194,1016.283194
0.9,1.030048,0.099008,86.611172,1016.147857
0.91,1.030045,0.098995,86.636717,1016.003975
0.92,1.030043,0.098981,86.663785,1015.8518
0.93,1.03004,0.098965,86.692327,1015.691598
0.94,1.030038,0.09895,86.722292,1015.523646
0.95,1.030035,0.098933,86.75363,1015.348234
0.96,1.030032,0.098916,86.786284,1015.165663
0.97,1.03003,0.098898,86.820199,1014.976244
0.98,1.030027,0.09888,86.855316,1014.780299
0.99,1.030024,0.098861,86.891575,1014.578159
1,1.03002,0.098842,86.928912,1014.370165
1.01,1.030017,0.098822,86.967265,1014.156666
1.02,1.030014,0.098801,87.006567,1013.938019
1.03,1.030011,0.09878,87.046752,1013.714587
1.04,1.030007,0.098759,87.087751,1013.486742
1.05,1.030004,0.098737,87.129495,1013.254859
1.06,1.03,0.098715,87.171913,1013.019321
1.07,1.029997,0.098692,87.214933,1012.780513
1.08,1.029993,0.09867,87.258483,1012.538827
1.09,1.029989,0.098647,87.302489,1012.294653
1.1,1.029985,0.098624,87.346877,1012.048389
1.11,1.029982,0.098601,87.391573,1011.80043
1.12,1.029978,0.098577,87.436502,1011.551176
1.13,1.029974,0.098554,87.481589,1011.301024
1.14,1.02997,0.09853,87.52676,1011.050371
1.15,1.029966,0.098507,87.571938,1010.799615
1.16,1.029962,0.098483,87.61705,1010.549149
1.17,1.029958,0.09846,87.662021,1010.299365
1.18,1.029954,0.098437,87.706777,1010.050652
1.19,1.029951,0.098413,87.751245,1009.803394
1.2,1.029947,0.09839,87.795353,1009.55797
1.21,1.029943,0.098368,87.839028,1009.314756
1.22,1.029939,0.098345,87.882201,1009.074118
1.23,1.029935,0.098323,87.924803,1008.836419
1.24,1.029931,0.098301,87.966765,1008.602013
1.25,1.029927,0.098279,88.00802,1008.371245
1.26,1.029923,0.098258,88.048505,1008.144455
1.27,1.02992,0.098237,88.088155,1007.92197
1.28,1.029916,0.098217,88.126909,1007.704111
1.29,1.029912,0.098197,88.164708,1007.491186
1.3,1.029908,0.098177,88.201494,1007.283494
1.31,1.029905,0.098159,88.237211,1007.081324
1.32,1.029901,0.09814,88.271806,1006.884951
1.33,1.029898,0.098122,88.305229,1006.69464
1.34,1.029894,0.098105,88.33743,1006.510644
1.35,1.029891,0.098089,88.368364,1006.333202
1.36,1.029888,0.098073,88.397987,1006.162542
1.37,1.029884,0.098057,88.426257,1005.998877
1.38,1.029881,0.098043,88.453137,1005.842407
1.39,1.029878,0.098029,88.47859,1005.693321
1.4,1.029875,0.098016,88.502584,1005.55179
1.41,1.029872,0.098003,88.525088,1005.417974
1.42,1.029869,0.097991,88.546074,1005.292017
1.43,1.029866,0.09798,88.565519,1005.17405
1.44,1.029864,0.09797,88.583399,1005.064188
1.45,1.029861,0.097961,88.599696,1004.962535
1.46,1.029859,0.097952,88.614394,1004.869176
1.47,1.029856,0.097944,88.62748,1004.784184
1.48,1.029854,0.097937,88.638941,1004.707618
1.49,1.029852,0.097931,88.648772,1004.639521
