b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0635,0.764412,101.17501,560
0.01,1.06305,0.766716,101.907039,561.364978
0.02,1.063049,0.766721,101.910097,561.368163
0.03,1.063047,0.766721,101.908503,561.367329
0.04,1.063042,0.766714,101.901249,561.360792
0.05,1.063038,0.766702,101.891468,561.351016
0.06,1.063035,0.766685,101.879918,561.338635
0.07,1.063032,0.766665,101.867137,561.324142
0.08,1.063031,0.766641,101.85351,561.307918
0.09,1.06303,0.766615,101.839307,561.29025
0.1,1.06303,0.766586,101.824723,561.271355
0.11,1.063031,0.766556,101.809892,561.251399
0.12,1.063033,0.766523,101.794915,561.23051
0.13,1.063035,0.766489,101.77986,561.208787
0.14,1.063038,0.766454,101.764778,561.18631
0.15,1.063041,0.766417,101.749703,561.163146
0.16,1.063045,0.766379,101.734659,561.139351
0.17,1.06305,0.76634,101.719662,561.114976
0.18,1.063055,0.7663,101.704723,561.09007
0.19,1.06306,0.766259,101.68985,561.064676
0.2,1.063066,0.766217,101.675046,561.03884
0.21,1.063072,0.766174,101.660317,561.012606
0.22,1.063079,0.766131,101.645665,560.986019
0.23,1.063086,0.766087,101.631094,560.959126
0.24,1.063093,0.766042,101.616606,560.931973
0.25,1.0631,0.765997,101.602207,560.904608
0.26,1.063108,0.765952,101.587903,560.87708
0.27,1.063116,0.765906,101.573698,560.849439
0.28,1.063125,0.76586,101.559601,560.821735
0.29,1.063133,0.765814,101.545619,560.794018
0.3,1.063142,0.765767,101.531763,560.766338
0.31,1.063151,0.765721,101.518041,560.738745
0.32,1.063161,0.765675,101.504466,560.711288
0.33,1.06317,0.765629,101.491049,560.684017
0.34,1.06318,0.765583,101.477802,560.656978
0.35,1.06319,0.765537,101.464738,560.630217
0.36,1.0632,0.765492,101.45187,560.603779
0.37,1.06321,0.765447,101.439211,560.577706
0.38,1.06322,0.765403,101.426776,560.55204
0.39,1.06323,0.765359,101.414578,560.526818
0.4,1.063241,0.765316,101.40263,560.502077
0.41,1.063251,0.765274,101.390946,560.477852
0.42,1.063262,0.765232,101.37954,560.454173
0.43,1.063272,0.765192,101.368425,560.43107
0.44,1.063283,0.765152,101.357613,560.408569
0.45,1.063293,0.765113,101.347117,560.386694
0.46,1.063303,0.765075,101.336949,560.365466
0.47,1.063314,0.765038,101.327121,560.344905
0.48,1.063324,0.765002,101.317642,560.325025
0.49,1.063334,0.764967,101.308525,560.305842
0.5,1.063344,0.764933,101.299777,560.287367
0.51,1.063354,0.764901,101.291409,560.269608
0.52,1.063364,0.764869,101.283429,560.252574
0.53,1.063373,0.764839,101.275844,560.236268
0.54,1.063383,0.76481,101.268663,560.220694
0.55,1.063392,0.764782,101.26189,560.205855
0.56,1.063401,0.764756,101.255533,560.191748
0.57,1.06341,0.76473,101.249596,560.178374
0.58,1.063418,0.764706,101.244084,560.165728
0.59,1.063426,0.764683,101.239,560.153808
0.6,1.063434,0.764662,101.234348,560.142608
0.61,1.063442,0.764641,101.230131,560.132123
0.62,1.063449,0.764622,101.22635,560.122346
0.63,1.063456,0.764605,101.223008,560.113271
0.64,1.063462,0.764588,101.220104,560.104891
0.65,1.063469,0.764573,101.21764,560.097198
0.66,1.063475,0.764559,101.215615,560.090187
0.67,1.06348,0.764546,101.214028,560.083851
0.68,1.063485,0.764535,101.21288,560.078182
0.69,1.06349,0.764524,101.212167,560.073175
0.7,1.063495,0.764515,101.21189,560.068824
0.71,1.063499,0.764507,101.212044,560.065125
0.72,1.063502,0.764501,101.212628,560.062073
0.73,1.063506,0.764496,101.213638,560.059665
0.74,1.063509,0.764492,101.215073,560.057899
0.75,1.063511,0.764489,101.216926,560.056772
0.76,1.063513,0.764487,101.219196,560.056284
0.77,1.063515,0.764487,101.221878,560.056435
0.78,1.063516,0.764488,101.224968,560.057225
0.79,1.063517,0.76449,101.22846,560.058658
0.8,1.063518,0.764493,101.23235,560.060734
0.81,1.063518,0.764498,101.236633,560.063458
0.82,1.063517,0.764503,101.241303,560.066834
0.83,1.063517,0.76451,101.246355,560.070867
0.84,1.063516,0.764519,101.251783,560.075561
0.85,1.063514,0.764528,101.25758,560.080923
0.86,1.063512,0.764539,101.263741,560.086958
0.87,1.06351,0.764551,101.270259,560.093672
0.88,1.063508,0.764564,101.277126,560.101073
0.89,1.063505,0.764579,101.284337,560.109166
0.9,1.063501,0.764595,101.291882,560.117957
0.91,1.063498,0.764612,101.299756,560.127452
0.92,1.063494,0.76463,101.307948,560.137657
0.93,1.063489,0.76465,101.316452,560.148574
0.94,1.063485,0.76467,101.325258,560.160209
0.95,1.06348,0.764692,101.334358,560.172564
0.96,1.063474,0.764716,101.343741,560.185641
0.97,1.063469,0.76474,101.353399,560.199439
0.98,1.063463,0.764766,101.363321,560.213958
0.99,1.063457,0.764793,101.373496,560.229194
1,1.06345,0.764821,101.383913,560.245144
1.01,1.063444,0.764851,101.394562,560.261801
1.02,1.063437,0.764881,101.405429,560.279156
1.03,1.063429,0.764913,101.416503,560.2972
1.04,1.063422,0.764946,101.427772,560.315919
1.05,1.063414,0.76498,101.43922,560.3353
1.06,1.063406,0.765015,101.450836,560.355324
1.07,1.063398,0.76505,101.462605,560.375973
1.08,1.06339,0.765087,101.474512,560.397224
1.09,1.063382,0.765125,101.486542,560.419052
1.1,1.063373,0.765164,101.498679,560.441431
1.11,1.063365,0.765203,101.510909,560.464331
1.12,1.063356,0.765243,101.523214,560.487721
1.13,1.063347,0.765284,101.535577,560.511565
1.14,1.063338,0.765326,101.547982,560.535827
1.15,1.063329,0.765368,101.56041,560.560468
1.16,1.063319,0.765411,101.572845,560.585445
1.17,1.06331,0.765454,101.585268,560.610715
1.18,1.063301,0.765497,101.59766,560.636233
1.19,1.063291,0.765541,101.610004,560.66195
1.2,1.063282,0.765585,101.622279,560.687817
1.21,1.063273,0.765629,101.634468,560.713782
1.22,1.063263,0.765673,101.646551,560.739792
1.23,1.063254,0.765717,101.658508,560.765793
1.24,1.063244,0.765761,101.670321,560.791729
1.25,1.063235,0.765804,101.681971,560.817545
1.26,1.063226,0.765847,101.693438,560.843182
1.27,1.063217,0.76589,101.704704,560.868582
1.28,1.063208,0.765933,101.71575,560.893687
1.29,1.063199,0.765974,101.726557,560.91844
1.3,1.06319,0.766015,101.737107,560.94278
1.31,1.063181,0.766056,101.747383,560.96665
1.32,1.063173,0.766095,101.757366,560.989993
1.33,1.063165,0.766134,101.767041,561.012751
1.34,1.063156,0.766171,101.77639,561.034869
1.35,1.063148,0.766207,101.785398,561.056291
1.36,1.063141,0.766242,101.794049,561.076965
1.37,1.063133,0.766276,101.80233,561.096837
1.38,1.063126,0.766308,101.810225,561.11586
1.39,1.063119,0.766339,101.817723,561.133984
1.4,1.063112,0.766368,101.824811,561.151164
1.41,1.063105,0.766396,101.831478,561.167357
1.42,1.063099,0.766422,101.837713,561.182521
1.43,1.063093,0.766446,101.843508,561.196621
1.44,1.063088,0.766469,101.848853,561.209619
1.45,1.063082,0.76649,101.853741,561.221485
1.46,1.063077,0.766509,101.858167,561.232191
1.47,1.063073,0.766525,101.862124,561.241709
1.48,1.063068,0.76654,101.865609,561.25002
1.49,1.063064,0.766553,101.868618,561.257104
1.5,1.06306,0.766564,101.87115,561.262947
1.51,1.063057,0.766573,101.873203,561.267538
1.52,1.063054,0.76658,101.87478,561.270869
1.53,1.063052,0.766585,101.875879,561.272936
1.54,1.06305,0.766588,101.876506,561.273741
1.55,1.063048,0.766589,101.876662,561.273286
1.56,1.063046,0.766587,101.876354,561.271579
1.57,1.063045,0.766584,101.875587,561.268631
1.58,1.063045,0.766579,101.874368,561.264457
1.59,1.063044,0.766571,101.872705,561.259076
1.6,1.063045,0.766562,101.870608,561.25251
1.61,1.063045,0.766551,101.868087,561.244783
1.62,1.063046,0.766538,101.865153,561.235925
1.63,1.063047,0.766523,101.861818,561.225966
1.64,1.063049,0.766506,101.858094,561.214942
1.65,1.063051,0.766488,101.853997,561.202891
1.66,1.063053,0.766468,101.84954,561.189853
