b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.982,0.81069,198.251784,520.811072
0.01,0.98163,0.812489,198.603293,521.775006
0.02,0.981627,0.812451,198.586275,521.751994
0.03,0.981623,0.812418,198.567463,521.73281
0.04,0.981619,0.812394,198.547417,521.719542
0.05,0.981615,0.812373,198.528244,521.709094
0.06,0.981612,0.812355,198.510217,521.701055
0.07,0.98161,0.812339,198.493402,521.695099
0.08,0.981609,0.812327,198.477754,521.690977
0.09,0.981609,0.812316,198.463166,521.688479
0.1,0.98161,0.812306,198.449512,521.687417
0.11,0.981611,0.812299,198.436659,521.687616
0.12,0.981613,0.812293,198.424486,521.688914
0.13,0.981616,0.812288,198.412879,521.691157
0.14,0.981619,0.812284,198.40174,521.694197
0.15,0.981622,0.81228,198.390983,521.697895
0.16,0.981626,0.812278,198.380536,521.702115
0.17,0.98163,0.812275,198.370335,521.70673
0.18,0.981634,0.812273,198.36033,521.711616
0.19,0.981639,0.812271,198.350477,521.716658
0.2,0.981643,0.812269,198.340741,521.721743
0.21,0.981648,0.812267,198.331095,521.726766
0.22,0.981654,0.812264,198.321515,521.731624
0.23,0.981659,0.812261,198.311986,521.736223
0.24,0.981665,0.812257,198.302494,521.740471
0.25,0.98167,0.812253,198.293031,521.744282
0.26,0.981676,0.812248,198.283593,521.747576
0.27,0.981682,0.812241,198.274177,521.750278
0.28,0.981689,0.812234,198.264784,521.752316
0.29,0.981695,0.812225,198.255416,521.753627
0.3,0.981702,0.812216,198.246079,521.754149
0.31,0.981709,0.812205,198.23678,521.75383
0.32,0.981716,0.812193,198.227525,521.752618
0.33,0.981723,0.812179,198.218325,521.750472
0.34,0.981731,0.812164,198.209189,521.747353
0.35,0.981738,0.812147,198.200129,521.743229
0.36,0.981746,0.812129,198.191157,521.738073
0.37,0.981754,0.81211,198.182285,521.731863
0.38,0.981762,0.812089,198.173525,521.724585
0.39,0.98177,0.812066,198.164891,521.716229
0.4,0.981778,0.812042,198.156397,521.706791
0.41,0.981786,0.812017,198.148056,521.696273
0.42,0.981794,0.81199,198.139881,521.684681
0.43,0.981803,0.811962,198.131887,521.672028
0.44,0.981811,0.811932,198.124086,521.658334
0.45,0.98182,0.811901,198.116491,521.64362
0.46,0.981828,0.811869,198.109117,521.627917
0.47,0.981837,0.811835,198.101974,521.611258
0.48,0.981846,0.811801,198.095076,521.593681
0.49,0.981854,0.811765,198.088435,521.57523
0.5,0.981863,0.811728,198.082062,521.555954
0.51,0.981871,0.811691,198.075967,521.535903
0.52,0.98188,0.811653,198.070161,521.515135
0.53,0.981888,0.811614,198.064653,521.49371
0.54,0.981897,0.811574,198.059454,521.471692
0.55,0.981905,0.811534,198.05457,521.449147
0.56,0.981913,0.811494,198.05001,521.426146
0.57,0.981921,0.811453,198.045781,521.402761
0.58,0.981929,0.811413,198.041889,521.379068
0.59,0.981936,0.811372,198.03834,521.355144
0.6,0.981944,0.811332,198.035137,521.331068
0.61,0.981951,0.811291,198.032286,521.306921
0.62,0.981958,0.811251,198.029789,521.282785
0.63,0.981965,0.811212,198.027649,521.258741
0.64,0.981971,0.811173,198.025867,521.234873
0.65,0.981977,0.811135,198.024444,521.211264
0.66,0.981983,0.811098,198.02338,521.187998
0.67,0.981989,0.811062,198.022674,521.165155
0.68,0.981994,0.811027,198.022324,521.142819
0.69,0.981999,0.810993,198.022328,521.12107
0.7,0.982004,0.810961,198.022682,521.099985
0.71,0.982008,0.81093,198.023384,521.079644
0.72,0.982012,0.810901,198.024427,521.06012
0.73,0.982016,0.810873,198.025806,521.041487
0.74,0.982019,0.810847,198.027515,521.023815
0.75,0.982022,0.810823,198.029548,521.007171
0.76,0.982025,0.810802,198.031896,520.991618
0.77,0.982027,0.810782,198.034552,520.977219
0.78,0.982028,0.810764,198.037506,520.964029
0.79,0.982029,0.810748,198.04075,520.952102
0.8,0.98203,0.810735,198.044273,520.941487
0.81,0.98203,0.810724,198.048064,520.93223
0.82,0.98203,0.810716,198.052114,520.92437
0.83,0.98203,0.81071,198.056409,520.917945
0.84,0.982029,0.810706,198.060939,520.912984
0.85,0.982027,0.810705,198.06569,520.909517
0.86,0.982025,0.810707,198.070651,520.907563
0.87,0.982023,0.810711,198.075808,520.907141
0.88,0.98202,0.810717,198.081148,520.908261
0.89,0.982017,0.810726,198.086657,520.910932
0.9,0.982013,0.810738,198.092321,520.915155
0.91,0.982009,0.810752,198.098127,520.920927
0.92,0.982004,0.810769,198.104061,520.92824
0.93,0.981999,0.810789,198.110107,520.937081
0.94,0.981994,0.81081,198.116253,520.947432
0.95,0.981988,0.810834,198.122482,520.959271
0.96,0.981982,0.810861,198.128782,520.972569
0.97,0.981975,0.81089,198.135137,520.987294
0.98,0.981968,0.810921,198.141534,521.003409
0.99,0.981961,0.810954,198.147958,521.020874
1,0.981953,0.810989,198.154396,521.039643
1.01,0.981945,0.811026,198.160832,521.059665
1.02,0.981937,0.811066,198.167254,521.080888
1.03,0.981928,0.811106,198.173649,521.103255
1.04,0.981919,0.811149,198.180002,521.126703
1.05,0.981909,0.811193,198.186301,521.15117
1.06,0.9819,0.811239,198.192534,521.176588
1.07,0.98189,0.811286,198.198688,521.202887
1.08,0.98188,0.811335,198.204751,521.229994
1.09,0.981869,0.811384,198.210712,521.257834
1.1,0.981859,0.811435,198.21656,521.286329
1.11,0.981848,0.811486,198.222284,521.315401
1.12,0.981837,0.811538,198.227874,521.344969
1.13,0.981826,0.811591,198.23332,521.374951
1.14,0.981815,0.811644,198.238612,521.405264
1.15,0.981803,0.811698,198.243743,521.435824
1.16,0.981792,0.811752,198.248704,521.466546
