b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0475,0.276458,146.158178,250
0.01,1.047248,0.278975,147.044859,252.454052
0.02,1.047248,0.278808,147.048499,252.249773
0.03,1.047246,0.278683,147.046394,252.098467
0.04,1.047244,0.278607,147.036953,252.010781
0.05,1.047241,0.278549,147.0238,251.947267
0.06,1.04724,0.278502,147.007802,251.899139
0.07,1.047239,0.278461,146.989571,251.860386
0.08,1.047239,0.278424,146.969557,251.827156
0.09,1.04724,0.278389,146.948088,251.796946
0.1,1.047241,0.278354,146.925408,251.768136
0.11,1.047243,0.278318,146.901707,251.739673
0.12,1.047246,0.278282,146.877134,251.710872
0.13,1.047249,0.278245,146.851808,251.681289
0.14,1.047253,0.278206,146.82583,251.650636
0.15,1.047257,0.278165,146.799285,251.618728
0.16,1.047262,0.278124,146.772247,251.585448
0.17,1.047267,0.278081,146.744782,251.550728
0.18,1.047273,0.278036,146.716949,251.514534
0.19,1.047278,0.27799,146.688805,251.476857
0.2,1.047284,0.277942,146.6604,251.437706
0.21,1.047291,0.277893,146.631787,251.397109
0.22,1.047297,0.277843,146.603012,251.355107
0.23,1.047304,0.277792,146.574124,251.311754
0.24,1.047311,0.277739,146.54517,251.267116
0.25,1.047318,0.277685,146.516196,251.22127
0.26,1.047325,0.277631,146.487249,251.174304
0.27,1.047333,0.277575,146.458373,251.126315
0.28,1.04734,0.277519,146.429615,251.077411
0.29,1.047348,0.277462,146.401019,251.027708
0.3,1.047356,0.277405,146.372631,250.977332
0.31,1.047363,0.277348,146.344494,250.926414
0.32,1.047371,0.27729,146.316652,250.875095
0.33,1.047379,0.277232,146.289147,250.823521
0.34,1.047387,0.277174,146.26202,250.771842
0.35,1.047395,0.277117,146.235313,250.720217
0.36,1.047403,0.27706,146.209064,250.668805
0.37,1.04741,0.277003,146.183312,250.61777
0.38,1.047418,0.276947,146.158092,250.567276
0.39,1.047426,0.276892,146.13344,250.517491
0.4,1.047434,0.276838,146.109388,250.468581
0.41,1.047441,0.276786,146.085968,250.420712
0.42,1.047449,0.276734,146.06321,250.374049
0.43,1.047456,0.276684,146.041141,250.328753
0.44,1.047463,0.276636,146.019788,250.284982
0.45,1.047471,0.276589,145.999173,250.242889
0.46,1.047478,0.276545,145.97932,250.202621
0.47,1.047485,0.276502,145.960247,250.164322
0.48,1.047491,0.276462,145.941973,250.128124
0.49,1.047498,0.276424,145.924515,250.094154
0.5,1.047504,0.276388,145.907886,250.06253
0.51,1.04751,0.276355,145.892098,250.033361
0.52,1.047516,0.276324,145.877162,250.006743
0.53,1.047522,0.276296,145.863087,249.982765
0.54,1.047528,0.27627,145.849879,249.961504
0.55,1.047533,0.276248,145.837543,249.943023
0.56,1.047538,0.276228,145.826083,249.927377
0.57,1.047543,0.276211,145.8155,249.914605
0.58,1.047548,0.276197,145.805795,249.904735
0.59,1.047553,0.276186,145.796967,249.897783
0.6,1.047557,0.276178,145.789013,249.893751
0.61,1.047561,0.276172,145.781928,249.892628
0.62,1.047565,0.27617,145.775709,249.894393
0.63,1.047568,0.27617,145.770348,249.899009
0.64,1.047571,0.276173,145.765837,249.906428
0.65,1.047574,0.276179,145.762169,249.91659
0.66,1.047577,0.276188,145.759333,249.929424
0.67,1.047579,0.276199,145.757319,249.944846
0.68,1.047581,0.276212,145.756116,249.962761
0.69,1.047583,0.276228,145.755711,249.983067
0.7,1.047585,0.276247,145.756092,250.005649
0.71,1.047586,0.276267,145.757244,250.030383
0.72,1.047587,0.27629,145.759154,250.057139
0.73,1.047588,0.276315,145.761806,250.085777
0.74,1.047588,0.276341,145.765185,250.116153
0.75,1.047589,0.27637,145.769275,250.148113
0.76,1.047588,0.276399,145.774061,250.181503
0.77,1.047588,0.276431,145.779524,250.21616
0.78,1.047587,0.276463,145.785649,250.251921
0.79,1.047587,0.276497,145.792417,250.288619
0.8,1.047585,0.276532,145.799811,250.326086
0.81,1.047584,0.276568,145.807813,250.364152
0.82,1.047582,0.276604,145.816404,250.40265
0.83,1.04758,0.276641,145.825567,250.441413
0.84,1.047578,0.276678,145.835282,250.480275
0.85,1.047576,0.276716,145.845531,250.519074
0.86,1.047573,0.276753,145.856295,250.557652
0.87,1.04757,0.276791,145.867554,250.595855
0.88,1.047567,0.276829,145.879289,250.633534
0.89,1.047563,0.276866,145.891481,250.670548
0.9,1.04756,0.276903,145.904111,250.70676
0.91,1.047556,0.276939,145.917158,250.742044
0.92,1.047552,0.276975,145.930604,250.776277
0.93,1.047548,0.27701,145.944428,250.80935
0.94,1.047543,0.277044,145.958611,250.841158
0.95,1.047539,0.277078,145.973132,250.871609
0.96,1.047534,0.27711,145.987972,250.90062
0.97,1.047529,0.277141,146.003111,250.928116
0.98,1.047524,0.277171,146.018529,250.954034
0.99,1.047519,0.2772,146.034205,250.978321
1,1.047513,0.277228,146.05012,251.000936
1.01,1.047508,0.277254,146.066253,251.021845
1.02,1.047502,0.27728,146.082584,251.041027
1.03,1.047496,0.277303,146.099093,251.058472
1.04,1.04749,0.277326,146.11576,251.074179
1.05,1.047484,0.277347,146.132564,251.088156
1.06,1.047478,0.277367,146.149486,251.100422
1.07,1.047472,0.277386,146.166505,251.111007
1.08,1.047466,0.277403,146.183601,251.119946
1.09,1.047459,0.277419,146.200753,251.127287
1.1,1.047453,0.277433,146.217943,251.133083
1.11,1.047447,0.277447,146.235149,251.137396
1.12,1.04744,0.277459,146.252352,251.140294
1.13,1.047434,0.277471,146.269532,251.141854
1.14,1.047427,0.277481,146.286669,251.142155
1.15,1.047421,0.27749,146.303744,251.141285
1.16,1.047415,0.277498,146.320738,251.139334
1.17,1.047408,0.277506,146.33763,251.136397
1.18,1.047402,0.277512,146.354402,251.132572
1.19,1.047395,0.277518,146.371035,251.12796
1.2,1.047389,0.277523,146.38751,251.122663
1.21,1.047383,0.277528,146.40381,251.116784
1.22,1.047377,0.277532,146.419914,251.110427
1.23,1.04737,0.277536,146.435807,251.103696
1.24,1.047364,0.277539,146.45147,251.096694
1.25,1.047358,0.277542,146.466886,251.089521
1.26,1.047353,0.277545,146.482038,251.082277
1.27,1.047347,0.277548,146.49691,251.075057
1.28,1.047341,0.277551,146.511485,251.067954
1.29,1.047336,0.277553,146.525749,251.061058
1.3,1.04733,0.277556,146.539685,251.054452
1.31,1.047325,0.277559,146.553279,251.048215
1.32,1.04732,0.277562,146.566518,251.042423
1.33,1.047315,0.277565,146.579386,251.037143
1.34,1.04731,0.277568,146.591871,251.032438
1.35,1.047305,0.277572,146.603961,251.028363
1.36,1.0473,0.277576,146.615642,251.024968
1.37,1.047296,0.27758,146.626904,251.022296
1.38,1.047292,0.277585,146.637736,251.020382
1.39,1.047288,0.27759,146.648128,251.019253
1.4,1.047284,0.277596,146.658068,251.018932
1.41,1.04728,0.277602,146.66755,251.019433
1.42,1.047276,0.277608,146.676563,251.020761
1.43,1.047273,0.277615,146.685101,251.022917
1.44,1.04727,0.277622,146.693156,251.025894
1.45,1.047267,0.27763,146.700722,251.029676
1.46,1.047264,0.277638,146.707792,251.034244
1.47,1.047261,0.277646,146.714362,251.039569
1.48,1.047259,0.277655,146.720427,251.045618
1.49,1.047256,0.277663,146.725983,251.052352
1.5,1.047254,0.277672,146.731027,251.059725
1.51,1.047252,0.277682,146.735557,251.067689
1.52,1.047251,0.277691,146.73957,251.076187
1.53,1.047249,0.277701,146.743066,251.085161
1.54,1.047248,0.27771,146.746044,251.094547
1.55,1.047247,0.27772,146.748504,251.104279
1.56,1.047246,0.277729,146.750446,251.114287
1.57,1.047245,0.277738,146.751873,251.124499
1.58,1.047244,0.277748,146.752786,251.134842
1.59,1.047244,0.277756,146.753189,251.145238
1.6,1.047244,0.277765,146.753083,251.155612
1.61,1.047244,0.277773,146.752473,251.165886
1.62,1.047244,0.277781,146.751364,251.175984
1.63,1.047244,0.277788,146.749761,251.185827
1.64,1.047245,0.277795,146.74767,251.195341
1.65,1.047246,0.277801,146.745096,251.20445
1.66,1.047247,0.277806,146.742047,251.213082
1.67,1.047248,0.277811,146.738531,251.221166
1.68,1.047249,0.277815,146.734554,251.228635
1.69,1.04725,0.277818,146.730127,251.235425
1.7,1.047252,0.27782,146.725257,251.241472
1.71,1.047254,0.277821,146.719956,251.246722
1.72,1.047256,0.277822,146.714232,251.251119
1.73,1.047258,0.277821,146.708097,251.254616
1.74,1.04726,0.277819,146.701563,251.257168
1.75,1.047263,0.277817,146.69464,251.258736
1.76,1.047266,0.277813,146.687342,251.259285
1.77,1.047268,0.277808,146.679681,251.258788
1.78,1.047271,0.277802,146.671671,251.257221
1.79,1.047274,0.277795,146.663325,251.254565
1.8,1.047278,0.277787,146.654658,251.250809
1.81,1.047281,0.277778,146.645684,251.245947
1.82,1.047285,0.277767,146.63642,251.239978
1.83,1.047288,0.277756,146.62688,251.232907
1.84,1.047292,0.277744,146.617081,251.224744
1.85,1.047296,0.27773,146.607039,251.215505
1.86,1.0473,0.277716,146.596771,251.205213
1.87,1.047305,0.2777,146.586296,251.193895
1.88,1.047309,0.277684,146.57563,251.181583
1.89,1.047314,0.277666,146.564793,251.168314
1.9,1.047318,0.277648,146.553802,251.15413
1.91,1.047323,0.277629,146.542676,251.139078
1.92,1.047328,0.277609,146.531435,251.123209
1.93,1.047332,0.277589,146.520099,251.106578
1.94,1.047337,0.277568,146.508687,251.089245
1.95,1.047343,0.277546,146.49722,251.071272
1.96,1.047348,0.277524,146.485717,251.052723
1.97,1.047353,0.277501,146.4742,251.033669
1.98,1.047358,0.277478,146.462689,251.01418
1.99,1.047363,0.277455,146.451206,250.994329
2,1.047369,0.277431,146.439771,250.974191
2.01,1.047374,0.277408,146.428405,250.953844
2.02,1.04738,0.277384,146.417131,250.933364
2.03,1.047385,0.27736,146.405969,250.912832
2.04,1.047391,0.277336,146.39494,250.892325
2.05,1.047396,0.277313,146.384067,250.871924
2.06,1.047402,0.27729,146.37337,250.851706
2.07,1.047407,0.277267,146.36287,250.831752
2.08,1.047413,0.277244,146.352589,250.812137
2.09,1.047419,0.277222,146.342547,250.79294
2.1,1.047424,0.2772,146.332764,250.774233
2.11,1.04743,0.277179,146.323262,250.756092
2.12,1.047435,0.277159,146.314061,250.738586
2.13,1.04744,0.277139,146.305179,250.721784
2.14,1.047446,0.277121,146.296637,250.705752
2.15,1.047451,0.277103,146.288452,250.690552
2.16,1.047456,0.277086,146.280644,250.676246
2.17,1.047462,0.27707,146.27323,250.662889
2.18,1.047467,0.277055,146.266228,250.650534
2.19,1.047472,0.277041,146.259654,250.639232
2.2,1.047476,0.277029,146.253524,250.629026
2.21,1.047481,0.277017,146.247854,250.619959
2.22,1.047486,0.277007,146.242658,250.612068
2.23,1.04749,0.276998,146.23795,250.605386
2.24,1.047495,0.27699,146.233743,250.599942
2.25,1.047499,0.276984,146.23005,250.595761
2.26,1.047503,0.276979,146.22688,250.592861
2.27,1.047507,0.276975,146.224246,250.591259
2.28,1.047511,0.276973,146.222156,250.590965
2.29,1.047515,0.276972,146.220619,250.591986
2.3,1.047518,0.276973,146.219642,250.594325
2.31,1.047522,0.276975,146.219232,250.597978
2.32,1.047525,0.276978,146.219395,250.602938
2.33,1.047528,0.276983,146.220134,250.609196
2.34,1.047531,0.276989,146.221453,250.616734
2.35,1.047533,0.276996,146.223354,250.625535
2.36,1.047536,0.277005,146.225838,250.635574
2.37,1.047538,0.277015,146.228906,250.646823
2.38,1.04754,0.277027,146.232556,250.659253
2.39,1.047542,0.277039,146.236786,250.672827
2.4,1.047543,0.277053,146.241593,250.687509
2.41,1.047545,0.277069,146.246971,250.703255
2.42,1.047546,0.277085,146.252916,250.720022
2.43,1.047547,0.277103,146.259422,250.737762
2.44,1.047548,0.277121,146.266479,250.756425
2.45,1.047548,0.277141,146.27408,250.775957
2.46,1.047549,0.277161,146.282214,250.796304
2.47,1.047549,0.277183,146.29087,250.817408
2.48,1.047549,0.277205,146.300037,250.83921
2.49,1.047549,0.277228,146.309702,250.861649
2.5,1.047548,0.277252,146.319851,250.884663
2.51,1.047548,0.277277,146.330468,250.908187
2.52,1.047547,0.277302,146.341539,250.932158
2.53,1.047546,0.277328,146.353047,250.956509
2.54,1.047545,0.277355,146.364974,250.981176
2.55,1.047543,0.277381,146.377303,251.00609
2.56,1.047542,0.277409,146.390014,251.031186
2.57,1.04754,0.277436,146.403087,251.056397
2.58,1.047538,0.277464,146.416504,251.081656
2.59,1.047536,0.277492,146.430242,251.106899
2.6,1.047534,0.27752,146.44428,251.13206
2.61,1.047531,0.277548,146.458597,251.157075
2.62,1.047529,0.277576,146.47317,251.181882
2.63,1.047526,0.277604,146.487977,251.206418
2.64,1.047523,0.277632,146.502994,251.230624
2.65,1.047521,0.27766,146.518198,251.254441
2.66,1.047518,0.277687,146.533566,251.277812
2.67,1.047514,0.277715,146.549073,251.300684
2.68,1.047511,0.277741,146.564696,251.323003
2.69,1.047508,0.277768,146.580411,251.344721
2.7,1.047505,0.277794,146.596193,251.365789
2.71,1.047501,0.277819,146.612019,251.386162
2.72,1.047498,0.277844,146.627864,251.405799
2.73,1.047494,0.277868,146.643706,251.424659
2.74,1.047491,0.277891,146.659519,251.442708
2.75,1.047487,0.277914,146.675281,251.459911
2.76,1.047483,0.277936,146.690969,251.476238
2.77,1.04748,0.277957,146.70656,251.491662
2.78,1.047476,0.277977,146.722031,251.506159
2.79,1.047472,0.277997,146.737361,251.519709
2.8,1.047468,0.278016,146.752527,251.532295
2.81,1.047465,0.278033,146.767509,251.543903
2.82,1.047461,0.27805,146.782286,251.554521
2.83,1.047458,0.278066,146.796838,251.564144
2.84,1.047454,0.278081,146.811147,251.572767
2.85,1.047451,0.278095,146.825192,251.58039
2.86,1.047447,0.278108,146.838957,251.587015
2.87,1.047444,0.27812,146.852423,251.592648
2.88,1.04744,0.278131,146.865575,251.5973
2.89,1.047437,0.278141,146.878396,251.600981
2.9,1.047434,0.27815,146.890872,251.603708
2.91,1.047431,0.278158,146.902988,251.605498
2.92,1.047428,0.278166,146.914731,251.606373
2.93,1.047425,0.278172,146.926088,251.606356
2.94,1.047423,0.278177,146.937048,251.605474
2.95,1.04742,0.278181,146.9476,251.603756
2.96,1.047417,0.278185,146.957734,251.601233
2.97,1.047415,0.278187,146.967441,251.597938
2.98,1.047413,0.278189,146.976713,251.593907
2.99,1.047411,0.27819,146.985542,251.589178
3,1.047409,0.27819,146.993923,251.583789
3.01,1.047407,0.278189,147.00185,251.577781
3.02,1.047406,0.278188,147.009319,251.571196
3.03,1.047404,0.278186,147.016326,251.564077
3.04,1.047403,0.278183,147.022868,251.556469
3.05,1.047402,0.27818,147.028943,251.548416
3.06,1.047401,0.278176,147.034552,251.539964
3.07,1.0474,0.278171,147.039693,251.53116
3.08,1.0474,0.278166,147.044367,251.522049
3.09,1.047399,0.27816,147.048577,251.512678
3.1,1.047399,0.278154,147.052324,251.503093
3.11,1.047399,0.278148,147.055613,251.49334
3.12,1.047399,0.278141,147.058448,251.483465
3.13,1.047399,0.278134,147.060832,251.473513
3.14,1.0474,0.278127,147.062773,251.463526
3.15,1.0474,0.278119,147.064276,251.45355
3.16,1.047401,0.278111,147.065349,251.443624
3.17,1.047402,0.278103,147.066,251.433789
3.18,1.047403,0.278095,147.066237,251.424085
3.19,1.047404,0.278087,147.066069,251.414548
3.2,1.047406,0.278078,147.065507,251.405214
3.21,1.047407,0.27807,147.064561,251.396117
3.22,1.047409,0.278062,147.063242,251.387287
3.23,1.047411,0.278053,147.061561,251.378755
3.24,1.047413,0.278045,147.059531,251.370546
3.25,1.047415,0.278037,147.057164,251.362687
3.26,1.047417,0.278029,147.054473,251.3552
3.27,1.04742,0.278021,147.051472,251.348105
3.28,1.047422,0.278013,147.048175,251.341418
3.29,1.047425,0.278005,147.044596,251.335156
3.3,1.047428,0.277998,147.04075,251.32933
3.31,1.047431,0.277991,147.036651,251.323951
3.32,1.047434,0.277984,147.032315,251.319026
3.33,1.047437,0.277977,147.027757,251.31456
3.34,1.04744,0.277971,147.022993,251.310554
3.35,1.047443,0.277965,147.018038,251.307009
3.36,1.047447,0.277959,147.01291,251.303922
3.37,1.04745,0.277953,147.007623,251.301288
3.38,1.047454,0.277948,147.002195,251.299101
3.39,1.047457,0.277943,146.996641,251.297349
3.4,1.047461,0.277938,146.990977,251.296023
3.41,1.047465,0.277933,146.985221,251.295107
3.42,1.047468,0.277929,146.979389,251.294588
3.43,1.047472,0.277925,146.973496,251.294447
3.44,1.047476,0.277921,146.967559,251.294666
3.45,1.04748,0.277918,146.961594,251.295225
3.46,1.047484,0.277915,146.955616,251.296102
3.47,1.047488,0.277912,146.949642,251.297273
3.48,1.047492,0.277909,146.943688,251.298716
3.49,1.047496,0.277906,146.937767,251.300406
3.5,1.0475,0.277904,146.931896,251.302317
3.51,1.047504,0.277902,146.92609,251.304423
3.52,1.047508,0.2779,146.920362,251.306698
3.53,1.047512,0.277898,146.914727,251.309116
3.54,1.047515,0.277897,146.909199,251.31165
3.55,1.047519,0.277895,146.903791,251.314273
3.56,1.047523,0.277894,146.898516,251.316961
3.57,1.047527,0.277893,146.893388,251.319687
3.58,1.047531,0.277892,146.888417,251.322425
3.59,1.047534,0.27789,146.883616,251.325154
3.6,1.047538,0.27789,146.878997,251.327848
3.61,1.047542,0.277889,146.874569,251.330486
3.62,1.047545,0.277888,146.870344,251.333048
3.63,1.047549,0.277887,146.866331,251.335513
3.64,1.047552,0.277886,146.86254,251.337863
3.65,1.047556,0.277885,146.85898,251.340083
3.66,1.047559,0.277885,146.855657,251.342157
3.67,1.047562,0.277884,146.852582,251.344072
3.68,1.047565,0.277883,146.849759,251.345817
3.69,1.047568,0.277882,146.847197,251.347382
3.7,1.047571,0.277882,146.844901,251.348761
3.71,1.047574,0.277881,146.842877,251.349948
3.72,1.047577,0.27788,146.841128,251.35094
