b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0123,0.87978,165.763649,508
0.01,1.011928,0.882069,166.204958,509.111336
0.02,1.011915,0.882034,166.172441,509.092107
0.03,1.011902,0.882,166.145706,509.071982
0.04,1.011892,0.881968,166.125395,509.052893
0.05,1.011883,0.881941,166.107924,509.036213
0.06,1.011877,0.881917,166.09252,509.022208
0.07,1.011871,0.881897,166.078671,509.010895
0.08,1.011868,0.88188,166.066035,509.002154
0.09,1.011865,0.881866,166.054371,508.99578
0.1,1.011864,0.881855,166.043503,508.991528
0.11,1.011863,0.881847,166.033296,508.989129
0.12,1.011864,0.88184,166.023647,508.98831
0.13,1.011865,0.881835,166.014472,508.988795
0.14,1.011867,0.881831,166.005706,508.990315
0.15,1.011869,0.881829,165.997295,508.992611
0.16,1.011872,0.881826,165.989197,508.995429
0.17,1.011876,0.881824,165.981376,508.99853
0.18,1.011879,0.881822,165.973805,509.001685
0.19,1.011884,0.881819,165.966462,509.00468
0.2,1.011888,0.881815,165.959331,509.00731
0.21,1.011894,0.881811,165.952397,509.009386
0.22,1.011899,0.881804,165.945652,509.010732
0.23,1.011905,0.881797,165.939089,509.011187
0.24,1.011911,0.881787,165.932705,509.010603
0.25,1.011918,0.881776,165.926498,509.008847
0.26,1.011924,0.881762,165.920467,509.005801
0.27,1.011932,0.881746,165.914614,509.001361
0.28,1.011939,0.881727,165.90894,508.99544
0.29,1.011947,0.881706,165.903449,508.987964
0.3,1.011955,0.881682,165.898144,508.978874
0.31,1.011963,0.881655,165.893029,508.968126
0.32,1.011972,0.881626,165.888108,508.955692
0.33,1.011981,0.881593,165.883384,508.941556
0.34,1.01199,0.881558,165.878861,508.925718
0.35,1.011999,0.88152,165.874543,508.90819
0.36,1.012009,0.88148,165.870433,508.888998
0.37,1.012019,0.881437,165.866534,508.868181
0.38,1.012029,0.881391,165.862847,508.845788
0.39,1.012039,0.881343,165.859376,508.821882
0.4,1.012049,0.881293,165.856121,508.796536
0.41,1.012059,0.88124,165.853083,508.76983
0.42,1.01207,0.881186,165.850261,508.741858
0.43,1.01208,0.88113,165.847657,508.712717
0.44,1.012091,0.881072,165.845269,508.682517
0.45,1.012102,0.881013,165.843096,508.65137
0.46,1.012112,0.880952,165.841135,508.619396
0.47,1.012123,0.880891,165.839386,508.586719
0.48,1.012134,0.880829,165.837844,508.553466
0.49,1.012144,0.880766,165.836507,508.519769
0.5,1.012155,0.880703,165.835372,508.485761
0.51,1.012165,0.88064,165.834435,508.451575
0.52,1.012176,0.880577,165.833692,508.417347
0.53,1.012186,0.880515,165.83314,508.383209
0.54,1.012196,0.880453,165.832773,508.349293
0.55,1.012206,0.880392,165.832587,508.315731
0.56,1.012215,0.880331,165.832579,508.282648
0.57,1.012225,0.880273,165.832743,508.250169
0.58,1.012234,0.880215,165.833075,508.218413
0.59,1.012243,0.880159,165.833571,508.187494
0.6,1.012251,0.880105,165.834226,508.157521
0.61,1.01226,0.880053,165.835036,508.128597
0.62,1.012268,0.880003,165.835998,508.100819
0.63,1.012275,0.879955,165.837107,508.074277
0.64,1.012283,0.87991,165.838359,508.049053
0.65,1.01229,0.879868,165.839751,508.025224
0.66,1.012296,0.879828,165.84128,508.002857
0.67,1.012303,0.87979,165.842942,507.982013
0.68,1.012308,0.879756,165.844734,507.962745
0.69,1.012314,0.879725,165.846655,507.945097
0.7,1.012319,0.879696,165.848701,507.929107
0.71,1.012324,0.879671,165.85087,507.914804
0.72,1.012328,0.879649,165.85316,507.902212
0.73,1.012332,0.87963,165.85557,507.891344
0.74,1.012335,0.879614,165.858098,507.882208
0.75,1.012338,0.879601,165.860742,507.874805
0.76,1.012341,0.879591,165.863502,507.869129
0.77,1.012343,0.879584,165.866375,507.865168
0.78,1.012345,0.879581,165.869361,507.862905
0.79,1.012346,0.87958,165.87246,507.862315
0.8,1.012347,0.879583,165.87567,507.863371
0.81,1.012347,0.879588,165.87899,507.866038
0.82,1.012347,0.879597,165.88242,507.870279
0.83,1.012347,0.879608,165.885959,507.876052
0.84,1.012346,0.879622,165.889606,507.883313
0.85,1.012345,0.879638,165.893361,507.892013
0.86,1.012343,0.879658,165.897222,507.902102
0.87,1.012341,0.879679,165.901188,507.913526
0.88,1.012339,0.879703,165.905258,507.926231
0.89,1.012336,0.879729,165.909431,507.940161
0.9,1.012333,0.879758,165.913705,507.955258
0.91,1.01233,0.879789,165.918078,507.971465
0.92,1.012326,0.879821,165.92255,507.988724
0.93,1.012322,0.879856,165.927116,508.006976
0.94,1.012317,0.879892,165.931776,508.026164
0.95,1.012313,0.87993,165.936526,508.046231
0.96,1.012307,0.87997,165.941363,508.067119
0.97,1.012302,0.880011,165.946285,508.088773
0.98,1.012296,0.880053,165.951287,508.111139
0.99,1.01229,0.880097,165.956366,508.134164
1,1.012284,0.880142,165.961518,508.157795
1.01,1.012277,0.880189,165.966738,508.181983
1.02,1.012271,0.880236,165.972023,508.206679
1.03,1.012263,0.880284,165.977366,508.231835
1.04,1.012256,0.880333,165.982763,508.257407
1.05,1.012249,0.880383,165.988208,508.28335
1.06,1.012241,0.880434,165.993696,508.309623
1.07,1.012233,0.880485,165.99922,508.336184
1.08,1.012225,0.880537,166.004775,508.362994
1.09,1.012217,0.880589,166.010354,508.390016
1.1,1.012208,0.880642,166.015951,508.417212
1.11,1.0122,0.880695,166.021559,508.444547
1.12,1.012191,0.880748,166.027171,508.471987
1.13,1.012182,0.880802,166.03278,508.499497
1.14,1.012173,0.880856,166.038379,508.527045
1.15,1.012164,0.88091,166.043962,508.554598
1.16,1.012155,0.880963,166.049521,508.582125
1.17,1.012146,0.881017,166.055049,508.609593
