b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0278,0.750563,0.439926,540
0.01,1.027413,0.752923,0.899509,541.492903
0.02,1.027405,0.752939,0.882109,541.500622
0.03,1.027398,0.752935,0.8676,541.494197
0.04,1.027393,0.752907,0.856226,541.470937
0.05,1.027389,0.752867,0.845556,541.44024
0.06,1.027386,0.752819,0.835257,541.404239
0.07,1.027385,0.752764,0.825121,541.364392
0.08,1.027384,0.752705,0.815063,541.321694
0.09,1.027385,0.752643,0.805043,541.276837
0.1,1.027386,0.752577,0.795042,541.230327
0.11,1.027389,0.752509,0.785051,541.182553
0.12,1.027392,0.752439,0.775062,541.133833
0.13,1.027395,0.752367,0.765067,541.084445
0.14,1.0274,0.752295,0.755056,541.034638
0.15,1.027405,0.752222,0.745018,540.984649
0.16,1.02741,0.752148,0.734943,540.934703
0.17,1.027416,0.752075,0.724821,540.885019
0.18,1.027422,0.752002,0.714643,540.835808
0.19,1.027428,0.75193,0.704401,540.78728
0.2,1.027435,0.751859,0.694091,540.739632
0.21,1.027441,0.751789,0.683709,540.693059
0.22,1.027448,0.751721,0.673254,540.647745
0.23,1.027456,0.751655,0.662727,540.603863
0.24,1.027463,0.75159,0.652133,540.561577
0.25,1.027471,0.751529,0.641478,540.521037
0.26,1.027478,0.751469,0.630769,540.482381
0.27,1.027486,0.751413,0.620017,540.44573
0.28,1.027494,0.751359,0.609233,540.411194
0.29,1.027501,0.751308,0.598431,540.378863
0.3,1.027509,0.751261,0.587626,540.348815
0.31,1.027517,0.751216,0.576833,540.321109
0.32,1.027525,0.751175,0.566071,540.295788
0.33,1.027533,0.751138,0.555358,540.272879
0.34,1.027541,0.751104,0.544711,540.25239
0.35,1.027549,0.751073,0.534152,540.234318
0.36,1.027556,0.751045,0.523699,540.218638
0.37,1.027564,0.751021,0.513372,540.205316
0.38,1.027572,0.751,0.503193,540.194298
0.39,1.027579,0.750982,0.493181,540.18552
0.4,1.027587,0.750968,0.483356,540.178904
0.41,1.027594,0.750956,0.473739,540.17436
0.42,1.027602,0.750947,0.464347,540.171786
0.43,1.027609,0.750941,0.455201,540.171072
0.44,1.027616,0.750937,0.446319,540.172099
0.45,1.027623,0.750936,0.437717,540.174738
0.46,1.027629,0.750936,0.429413,540.178858
0.47,1.027636,0.750939,0.421423,540.184319
0.48,1.027642,0.750944,0.41376,540.19098
0.49,1.027649,0.75095,0.40644,540.198696
0.5,1.027655,0.750957,0.399475,540.207321
