b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0493,0.814622,212.411827,650
0.01,1.048809,0.817259,213.113514,651.761291
0.02,1.048805,0.817229,213.094758,651.738267
0.03,1.0488,0.817197,213.077627,651.712373
0.04,1.048796,0.817163,213.061992,651.684581
0.05,1.048792,0.817129,213.046609,651.65704
0.06,1.04879,0.817095,213.031371,651.630208
0.07,1.048788,0.817061,213.016228,651.604271
0.08,1.048788,0.817027,213.001171,651.579277
0.09,1.048788,0.816994,212.986202,651.555183
0.1,1.04879,0.816961,212.971316,651.531901
0.11,1.048792,0.816928,212.956506,651.509319
0.12,1.048795,0.816896,212.941758,651.487317
0.13,1.048798,0.816863,212.927056,651.465772
0.14,1.048803,0.816831,212.912381,651.444565
0.15,1.048807,0.816798,212.897712,651.423581
0.16,1.048812,0.816765,212.883031,651.402713
0.17,1.048818,0.816731,212.868319,651.381861
0.18,1.048824,0.816697,212.853562,651.360934
0.19,1.04883,0.816663,212.838746,651.339845
0.2,1.048837,0.816628,212.823862,651.31852
0.21,1.048844,0.816593,212.808902,651.296887
0.22,1.048851,0.816557,212.793862,651.274887
0.23,1.048859,0.81652,212.778742,651.252464
0.24,1.048866,0.816482,212.763542,651.229573
0.25,1.048875,0.816444,212.748267,651.206172
0.26,1.048883,0.816404,212.732924,651.18223
0.27,1.048891,0.816364,212.717522,651.15772
0.28,1.0489,0.816323,212.702071,651.132624
0.29,1.048909,0.816281,212.686585,651.106931
0.3,1.048919,0.816239,212.671077,651.080633
0.31,1.048928,0.816195,212.655565,651.053733
0.32,1.048938,0.816151,212.640064,651.026237
0.33,1.048947,0.816106,212.624593,650.998159
0.34,1.048957,0.81606,212.609171,650.969517
0.35,1.048967,0.816013,212.593817,650.940338
0.36,1.048977,0.815966,212.578552,650.910652
0.37,1.048988,0.815918,212.563397,650.880494
0.38,1.048998,0.81587,212.548373,650.849906
0.39,1.049008,0.815821,212.533501,650.818934
0.4,1.049019,0.815772,212.518801,650.787626
0.41,1.049029,0.815723,212.504296,650.756039
0.42,1.04904,0.815674,212.490007,650.724229
0.43,1.04905,0.815624,212.475954,650.692259
0.44,1.049061,0.815575,212.462158,650.660193
0.45,1.049071,0.815525,212.44864,650.628099
0.46,1.049081,0.815476,212.435419,650.596046
0.47,1.049092,0.815427,212.422514,650.564107
0.48,1.049102,0.815378,212.409945,650.532353
0.49,1.049112,0.81533,212.397729,650.500861
0.5,1.049122,0.815283,212.385885,650.469704
0.51,1.049132,0.815236,212.374428,650.438958
0.52,1.049141,0.815191,212.363375,650.408699
0.53,1.04915,0.815146,212.352741,650.379001
0.54,1.04916,0.815102,212.342541,650.349938
0.55,1.049169,0.815059,212.332789,650.321582
0.56,1.049177,0.815018,212.323497,650.294006
0.57,1.049186,0.814978,212.314677,650.267277
0.58,1.049194,0.814939,212.30634,650.241463
0.59,1.049202,0.814902,212.298497,650.216627
0.6,1.049209,0.814866,212.291156,650.192832
0.61,1.049217,0.814833,212.284327,650.170134
0.62,1.049224,0.8148,212.278016,650.148589
0.63,1.04923,0.81477,212.27223,650.128247
0.64,1.049236,0.814742,212.266975,650.109156
0.65,1.049242,0.814715,212.262255,650.091359
0.66,1.049248,0.814691,212.258073,650.074894
0.67,1.049253,0.814668,212.254433,650.059797
0.68,1.049258,0.814648,212.251336,650.046098
0.69,1.049262,0.81463,212.248784,650.033823
0.7,1.049266,0.814613,212.246776,650.022993
0.71,1.04927,0.8146,212.245311,650.013626
0.72,1.049273,0.814588,212.244388,650.005735
0.73,1.049276,0.814578,212.244005,649.999327
0.74,1.049278,0.814571,212.244157,649.994408
0.75,1.04928,0.814566,212.244841,649.990976
0.76,1.049282,0.814563,212.246052,649.989029
0.77,1.049283,0.814562,212.247784,649.988558
0.78,1.049284,0.814563,212.25003,649.989551
0.79,1.049284,0.814567,212.252783,649.991994
0.8,1.049284,0.814572,212.256036,649.995866
0.81,1.049284,0.81458,212.259779,650.001147
0.82,1.049283,0.81459,212.264003,650.007811
0.83,1.049281,0.814602,212.268699,650.015831
0.84,1.04928,0.814616,212.273856,650.025176
0.85,1.049278,0.814631,212.279462,650.035813
0.86,1.049275,0.814649,212.285507,650.047709
0.87,1.049272,0.814668,212.291977,650.060826
0.88,1.049269,0.81469,212.29886,650.075125
0.89,1.049265,0.814713,212.306144,650.090568
0.9,1.049261,0.814737,212.313813,650.107113
