b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.9831,0.866652,205.144371,650
0.01,0.982693,0.868532,205.535861,651.130108
0.02,0.982688,0.868543,205.515893,651.142614
0.03,0.982683,0.868549,205.497945,651.149309
0.04,0.982679,0.868547,205.482054,651.150299
0.05,0.982676,0.868543,205.466594,651.149555
0.06,0.982674,0.868538,205.451363,651.148085
0.07,0.982672,0.868531,205.436262,651.146508
0.08,0.982672,0.868525,205.421267,651.145187
0.09,0.982672,0.868518,205.406378,651.144311
0.1,0.982672,0.868511,205.391603,651.14396
0.11,0.982674,0.868505,205.376952,651.144143
0.12,0.982675,0.868498,205.362431,651.144823
0.13,0.982677,0.868492,205.348042,651.145932
0.14,0.98268,0.868486,205.333782,651.147387
0.15,0.982683,0.86848,205.319647,651.149091
0.16,0.982686,0.868474,205.305631,651.150941
0.17,0.98269,0.868468,205.291726,651.152833
0.18,0.982694,0.868462,205.277925,651.154661
0.19,0.982698,0.868455,205.264222,651.15632
0.2,0.982702,0.868448,205.250611,651.157708
0.21,0.982706,0.86844,205.237089,651.158725
0.22,0.982711,0.868431,205.223652,651.159279
0.23,0.982716,0.868421,205.2103,651.159277
0.24,0.982722,0.868411,205.197035,651.158636
0.25,0.982727,0.868399,205.18386,651.157276
0.26,0.982733,0.868387,205.170778,651.155122
0.27,0.982739,0.868373,205.157797,651.152108
0.28,0.982745,0.868358,205.144924,651.148171
0.29,0.982751,0.868341,205.132168,651.143256
0.3,0.982758,0.868323,205.119538,651.137313
0.31,0.982765,0.868304,205.107047,651.130302
0.32,0.982772,0.868283,205.094705,651.122186
0.33,0.982779,0.868261,205.082527,651.112936
0.34,0.982787,0.868237,205.070524,651.10253
0.35,0.982794,0.868212,205.058711,651.090954
0.36,0.982802,0.868185,205.047102,651.078198
0.37,0.98281,0.868157,205.035711,651.064262
0.38,0.982818,0.868127,205.024551,651.049149
0.39,0.982827,0.868096,205.013637,651.032872
0.4,0.982835,0.868063,205.002984,651.01545
0.41,0.982844,0.868029,204.992605,650.996905
0.42,0.982852,0.867994,204.982513,650.97727
0.43,0.982861,0.867957,204.972721,650.956581
0.44,0.98287,0.867919,204.963243,650.93488
0.45,0.982879,0.86788,204.954089,650.912217
0.46,0.982888,0.86784,204.945273,650.888643
0.47,0.982897,0.867799,204.936804,650.864219
0.48,0.982906,0.867758,204.928692,650.839006
0.49,0.982915,0.867715,204.920948,650.813074
0.5,0.982924,0.867672,204.91358,650.786493
0.51,0.982933,0.867629,204.906596,650.759341
0.52,0.982942,0.867585,204.900003,650.731695
0.53,0.982951,0.86754,204.893807,650.703638
0.54,0.98296,0.867496,204.888015,650.675256
0.55,0.982969,0.867452,204.88263,650.646636
0.56,0.982977,0.867407,204.877656,650.617866
0.57,0.982986,0.867363,204.873098,650.589038
0.58,0.982994,0.867319,204.868955,650.560244
0.59,0.983002,0.867276,204.865231,650.531577
0.6,0.98301,0.867233,204.861925,650.50313
0.61,0.983018,0.867191,204.859037,650.474996
0.62,0.983025,0.86715,204.856566,650.447267
0.63,0.983032,0.86711,204.85451,650.420036
0.64,0.983039,0.867071,204.852866,650.393394
0.65,0.983046,0.867033,204.851629,650.36743
0.66,0.983052,0.866997,204.850797,650.342231
0.67,0.983058,0.866962,204.850364,650.317883
0.68,0.983064,0.866928,204.850324,650.294469
0.69,0.983069,0.866897,204.850671,650.272067
0.7,0.983074,0.866867,204.851398,650.250756
0.71,0.983078,0.866839,204.852496,650.230607
0.72,0.983083,0.866813,204.853958,650.211692
0.73,0.983086,0.866789,204.855775,650.194075
0.74,0.98309,0.866767,204.857937,650.177817
0.75,0.983093,0.866747,204.860434,650.162977
0.76,0.983095,0.86673,204.863256,650.149606
0.77,0.983097,0.866715,204.866392,650.137752
0.78,0.983099,0.866702,204.869831,650.127459
0.79,0.9831,0.866692,204.87356,650.118764
0.8,0.983101,0.866685,204.877569,650.1117
0.81,0.983101,0.866679,204.881844,650.106294
0.82,0.983101,0.866677,204.886373,650.10257
0.83,0.9831,0.866677,204.891144,650.100543
0.84,0.983099,0.866679,204.896142,650.100227
0.85,0.983097,0.866685,204.901355,650.101626
0.86,0.983095,0.866692,204.906768,650.104743
0.87,0.983092,0.866703,204.91237,650.109573
0.88,0.983089,0.866715,204.918145,650.116107
0.89,0.983086,0.866731,204.92408,650.12433
0.9,0.983082,0.866749,204.930161,650.134222
0.91,0.983077,0.866769,204.936374,650.14576
0.92,0.983072,0.866792,204.942705,650.158914
0.93,0.983067,0.866817,204.94914,650.173649
0.94,0.983061,0.866844,204.955666,650.189928
0.95,0.983055,0.866874,204.962268,650.207707
0.96,0.983048,0.866905,204.968933,650.226939
0.97,0.983041,0.866939,204.975647,650.247573
0.98,0.983034,0.866975,204.982397,650.269554
0.99,0.983026,0.867012,204.98917,650.292823
1,0.983018,0.867052,204.995951,650.317319
1.01,0.983009,0.867093,205.00273,650.342976
1.02,0.983001,0.867136,205.009491,650.369726
1.03,0.982991,0.86718,205.016224,650.397498
1.04,0.982982,0.867226,205.022915,650.42622
1.05,0.982972,0.867273,205.029554,650.455815
1.06,0.982962,0.867321,205.036127,650.486207
1.07,0.982952,0.867371,205.042623,650.517316
1.08,0.982941,0.867421,205.049032,650.549061
1.09,0.98293,0.867472,205.055342,650.581362
1.1,0.98292,0.867524,205.061542,650.614135
1.11,0.982908,0.867576,205.067623,650.647296
1.12,0.982897,0.867629,205.073575,650.680763
1.13,0.982886,0.867682,205.079387,650.714451
