Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase,Reference_Mode,Reference_Frequency,Reference_Damping,Distance_to_Reference
load29,g1,Voltage,Order 4,0.1077024726251798,-0.4783441047528554,6.83566085114102e-05,-0.7875251225400475,Mode 1,0.6062,-0.08,0.638104858616641
load29,g1,Voltage,Order 6,0.6301555396200638,-0.35754030143139,2.1111521687399065e-05,-2.550660191518916,Mode 1,0.6062,-0.08,0.2785722290486172
load29,g1,Voltage,Tau 1,0.633655545674988,-0.3288599434807963,1.9971515066720136e-05,-2.5940905260092424,Mode 1,0.6062,-0.08,0.25036988328785964
load29,g1,Voltage,Tau 0.1,0.633655545674988,-0.3288599434807963,1.9971515066720136e-05,-2.5940905260092424,Mode 1,0.6062,-0.08,0.25036988328785964
load29,g1,Voltage,Tau 0.01,0.9466966666117018,-0.9072991130961224,7.138648884689207e-06,-1.6007024078717822,Mode 7,1.4953,-0.7033,0.5853044127193616
load29,g1,Voltage,Tau 0.01,0.6424786960998494,-0.3687871898041615,2.3109086459989303e-05,-2.6752040735670937,Mode 1,0.6062,-0.08,0.2910570129471029
load29,g1,Voltage,Tau 0.01,0.1090957813618385,-0.1460570706648598,1.0800809162939495e-06,-0.484744307755005,Mode 1,0.6062,-0.08,0.5014739681904529
load29,g1,Current,Order 4,0.6198651705630126,-0.3628815235217305,0.000166109488852,-2.243453387094257,Mode 1,0.6062,-0.08,0.28321139319683375
load29,g1,Current,Order 6,0.6374773212270424,-0.3318248999455061,0.000155758472887,-2.421131617414169,Mode 1,0.6062,-0.08,0.2537598294760299
load29,g1,Current,Tau 0.1,0.6407590871629836,-0.3507763732078379,0.0001591769031184,-2.466266184960409,Mode 1,0.6062,-0.08,0.2729728462560498
load29,g1,Current,Tau 0.01,0.6374773212270424,-0.3318248999455061,0.000155758472887,-2.421131617414169,Mode 1,0.6062,-0.08,0.2537598294760299
load29,g1,Active Power,Order 4,0.6132665454494806,-0.3680117193315666,1.7926637892570256,-2.1783574398274634,Mode 1,0.6062,-0.08,0.2880983973175045
load29,g1,Active Power,Order 6,0.634526759214273,-0.3306499792730815,1.6804905188342072,-2.3712676450325283,Mode 1,0.6062,-0.08,0.2522455498064923
load29,g1,Active Power,Tau 0.1,0.6355155312908078,-0.3722945939290659,1.8146684044635,-2.3644530720899355,Mode 1,0.6062,-0.08,0.2937610083299345
load29,g1,Active Power,Tau 0.01,0.6355155312908078,-0.3722945939290659,1.8146684044635,-2.3644530720899355,Mode 1,0.6062,-0.08,0.2937610083299345
load29,g1,Reactive Power,Order 2,0.5705630168627598,-0.3996289054560869,0.335761150451874,1.329823538790181,Mode 1,0.6062,-0.08,0.3216094398026589
load29,g1,Reactive Power,Order 4,0.5636488999523122,-0.2797476907529727,0.2615922768536881,1.457084075675422,Mode 1,0.6062,-0.08,0.20422961606097567
load29,g1,Reactive Power,Order 6,0.6238865923897402,-0.339159991562654,0.3319066051429761,0.8403593640169168,Mode 1,0.6062,-0.08,0.25976280868730167
load29,g1,Reactive Power,Order 6,0.133727762527526,-0.489756189045101,0.2929234319157736,-1.866220983218276,Mode 1,0.6062,-0.08,0.6254039891486225
load29,g1,Reactive Power,Tau 1,0.6238865923897402,-0.339159991562654,0.3319066051429761,0.8403593640169168,Mode 1,0.6062,-0.08,0.25976280868730167
load29,g1,Reactive Power,Tau 1,0.133727762527526,-0.489756189045101,0.2929234319157736,-1.866220983218276,Mode 1,0.6062,-0.08,0.6254039891486225
