b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0635,0.764412,101.17501,560
0.01,1.06342,0.764788,101.305709,560.217449
0.02,1.063418,0.764798,101.307441,560.223822
0.03,1.063416,0.764807,101.308193,560.228975
0.04,1.063414,0.764814,101.30814,560.233391
0.05,1.063413,0.76482,101.307447,560.237412
0.06,1.063412,0.764825,101.306242,560.241266
0.07,1.063411,0.76483,101.304629,560.245114
0.08,1.063411,0.764835,101.302692,560.249062
0.09,1.063411,0.76484,101.300495,560.253181
0.1,1.063412,0.764845,101.29809,560.25751
0.11,1.063413,0.76485,101.295514,560.262069
0.12,1.063414,0.764855,101.292797,560.266862
0.13,1.063415,0.76486,101.289962,560.271878
0.14,1.063416,0.764865,101.287024,560.277098
0.15,1.063418,0.76487,101.283995,560.282496
0.16,1.06342,0.764875,101.280882,560.288038
0.17,1.063422,0.76488,101.277691,560.293688
0.18,1.063424,0.764885,101.274423,560.299404
0.19,1.063427,0.764891,101.271081,560.305143
0.2,1.063429,0.764895,101.267664,560.310861
0.21,1.063432,0.7649,101.26417,560.316511
0.22,1.063435,0.764905,101.260599,560.322047
0.23,1.063438,0.764909,101.256948,560.327422
0.24,1.063441,0.764913,101.253216,560.33259
0.25,1.063444,0.764916,101.249402,560.337506
0.26,1.063447,0.764919,101.245502,560.342123
0.27,1.06345,0.764921,101.241516,560.3464
0.28,1.063453,0.764923,101.237444,560.350293
0.29,1.063456,0.764925,101.233284,560.353764
0.3,1.06346,0.764925,101.229038,560.356774
0.31,1.063463,0.764925,101.224704,560.359287
0.32,1.063466,0.764924,101.220285,560.36127
0.33,1.06347,0.764923,101.215782,560.362692
0.34,1.063473,0.76492,101.211198,560.363525
0.35,1.063476,0.764917,101.206534,560.363743
0.36,1.06348,0.764913,101.201796,560.363323
0.37,1.063483,0.764908,101.196986,560.362248
0.38,1.063487,0.764902,101.192109,560.360499
0.39,1.06349,0.764895,101.18717,560.358065
0.4,1.063493,0.764887,101.182175,560.354936
0.41,1.063497,0.764879,101.17713,560.351105
0.42,1.0635,0.764869,101.172042,560.346568
0.43,1.063503,0.764859,101.166917,560.341327
0.44,1.063506,0.764847,101.161763,560.335385
0.45,1.063509,0.764835,101.156588,560.328748
0.46,1.063512,0.764822,101.1514,560.321428
0.47,1.063515,0.764808,101.146209,560.313436
0.48,1.063518,0.764793,101.141022,560.30479
0.49,1.063521,0.764778,101.135849,560.295509
0.5,1.063524,0.764761,101.130701,560.285617
0.51,1.063527,0.764744,101.125586,560.275139
0.52,1.063529,0.764727,101.120515,560.264102
0.53,1.063532,0.764708,101.115497,560.252539
0.54,1.063534,0.76469,101.110544,560.240483
0.55,1.063537,0.76467,101.105665,560.227969
0.56,1.063539,0.76465,101.100871,560.215037
0.57,1.063541,0.76463,101.096173,560.201727
0.58,1.063543,0.764609,101.09158,560.18808
0.59,1.063545,0.764589,101.087104,560.174142
0.6,1.063547,0.764568,101.082754,560.159956
0.61,1.063548,0.764546,101.078541,560.145571
0.62,1.06355,0.764525,101.074475,560.131035
0.63,1.063551,0.764504,101.070565,560.116396
0.64,1.063553,0.764482,101.066822,560.101704
0.65,1.063554,0.764461,101.063255,560.08701
0.66,1.063555,0.76444,101.059873,560.072365
0.67,1.063556,0.76442,101.056684,560.057818
0.68,1.063557,0.764399,101.053696,560.043422
0.69,1.063558,0.764379,101.050919,560.029227
0.7,1.063558,0.76436,101.04836,560.015282
0.71,1.063559,0.764341,101.046025,560.001638
0.72,1.063559,0.764322,101.043922,559.988343
0.73,1.063559,0.764305,101.042057,559.975444
0.74,1.063559,0.764288,101.040435,559.962989
0.75,1.063559,0.764272,101.039062,559.951021
0.76,1.063559,0.764257,101.037942,559.939585
0.77,1.063559,0.764242,101.037081,559.928723
0.78,1.063558,0.764229,101.03648,559.918474
0.79,1.063558,0.764216,101.036144,559.908876
0.8,1.063557,0.764205,101.036074,559.899965
0.81,1.063556,0.764195,101.036273,559.891775
0.82,1.063555,0.764186,101.036741,559.884336
0.83,1.063554,0.764178,101.03748,559.877678
0.84,1.063553,0.764171,101.038489,559.871826
0.85,1.063552,0.764166,101.039768,559.866803
0.86,1.06355,0.764162,101.041316,559.862631
0.87,1.063549,0.764159,101.04313,559.859327
0.88,1.063547,0.764158,101.045209,559.856906
0.89,1.063545,0.764157,101.047549,559.855381
0.9,1.063543,0.764159,101.050147,559.854759
0.91,1.063541,0.764161,101.052999,559.855048
0.92,1.063539,0.764165,101.0561,559.85625
0.93,1.063537,0.76417,101.059444,559.858367
0.94,1.063534,0.764177,101.063026,559.861394
0.95,1.063532,0.764185,101.066839,559.865327
0.96,1.063529,0.764194,101.070877,559.870157
0.97,1.063527,0.764205,101.075133,559.875872
0.98,1.063524,0.764216,101.079598,559.882459
0.99,1.063521,0.76423,101.084263,559.889901
1,1.063518,0.764244,101.089122,559.898177
1.01,1.063514,0.764259,101.094163,559.907267
1.02,1.063511,0.764276,101.099379,559.917145
1.03,1.063508,0.764294,101.104758,559.927784
1.04,1.063504,0.764313,101.110291,559.939155
1.05,1.063501,0.764332,101.115966,559.951227
1.06,1.063497,0.764353,101.121775,559.963965
1.07,1.063494,0.764375,101.127704,559.977335
1.08,1.06349,0.764398,101.133743,559.9913
1.09,1.063486,0.764421,101.13988,560.005819
1.1,1.063482,0.764445,101.146104,560.020853
1.11,1.063478,0.76447,101.152402,560.03636
1.12,1.063474,0.764496,101.158763,560.052296
1.13,1.06347,0.764522,101.165174,560.068618
1.14,1.063465,0.764548,101.171623,560.085279
1.15,1.063461,0.764575,101.178098,560.102234
1.16,1.063457,0.764603,101.184587,560.119436
1.17,1.063453,0.76463,101.191077,560.136838
1.18,1.063448,0.764658,101.197557,560.154391
1.19,1.063444,0.764686,101.204013,560.172048
1.2,1.063439,0.764715,101.210435,560.189762
1.21,1.063435,0.764743,101.216809,560.207484
1.22,1.06343,0.764771,101.223125,560.225166
1.23,1.063426,0.764799,101.229371,560.242761
1.24,1.063421,0.764827,101.235535,560.260223
1.25,1.063417,0.764854,101.241607,560.277505
1.26,1.063412,0.764881,101.247575,560.294562
1.27,1.063408,0.764908,101.253428,560.31135
1.28,1.063403,0.764935,101.259158,560.327825
1.29,1.063399,0.76496,101.264753,560.343945
1.3,1.063394,0.764986,101.270205,560.35967
1.31,1.06339,0.76501,101.275503,560.374959
1.32,1.063386,0.765034,101.28064,560.389775
1.33,1.063381,0.765057,101.285606,560.404081
1.34,1.063377,0.76508,101.290395,560.417844
1.35,1.063373,0.765101,101.294998,560.431029
1.36,1.063369,0.765122,101.299409,560.443606
1.37,1.063365,0.765142,101.30362,560.455546
1.38,1.063361,0.76516,101.307627,560.466823
1.39,1.063357,0.765178,101.311424,560.47741
1.4,1.063353,0.765195,101.315005,560.487286
1.41,1.06335,0.76521,101.318366,560.49643
1.42,1.063346,0.765225,101.321504,560.504824
1.43,1.063343,0.765238,101.324416,560.512451
1.44,1.063339,0.76525,101.327097,560.519298
1.45,1.063336,0.765261,101.329547,560.525354
1.46,1.063333,0.765271,101.331764,560.530609
1.47,1.06333,0.765279,101.333746,560.535058
1.48,1.063327,0.765286,101.335493,560.538694
1.49,1.063325,0.765292,101.337006,560.541517
1.5,1.063322,0.765297,101.338284,560.543527
1.51,1.06332,0.765301,101.339329,560.544726
1.52,1.063318,0.765303,101.340143,560.545119
1.53,1.063316,0.765304,101.340728,560.544714
1.54,1.063314,0.765304,101.341087,560.543519
1.55,1.063312,0.765303,101.341223,560.541546
1.56,1.06331,0.7653,101.34114,560.538808
1.57,1.063309,0.765296,101.340841,560.535321
1.58,1.063308,0.765292,101.340333,560.531103
1.59,1.063307,0.765286,101.339619,560.526172
1.6,1.063306,0.765279,101.338707,560.520551
1.61,1.063305,0.76527,101.337601,560.514262
1.62,1.063305,0.765261,101.336308,560.507329
1.63,1.063304,0.765251,101.334835,560.49978
1.64,1.063304,0.76524,101.333189,560.49164
1.65,1.063304,0.765228,101.331378,560.482941
1.66,1.063304,0.765215,101.32941,560.473711
1.67,1.063305,0.765202,101.327292,560.463982
1.68,1.063305,0.765187,101.325033,560.453787
1.69,1.063306,0.765172,101.322642,560.44316
1.7,1.063307,0.765156,101.320127,560.432134
1.71,1.063308,0.76514,101.317497,560.420745
1.72,1.063309,0.765123,101.314761,560.409029
