b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.03,0.097465,88.281415,1000
0.01,1.029993,0.097535,88.418394,1000.707581
0.02,1.029993,0.097538,88.416942,1000.739921
0.03,1.029993,0.097541,88.414546,1000.769248
0.04,1.029993,0.097544,88.410796,1000.797705
0.05,1.029993,0.097547,88.405486,1000.826805
0.06,1.029993,0.09755,88.398528,1000.85754
0.07,1.029993,0.097553,88.389921,1000.890596
0.08,1.029993,0.097556,88.379712,1000.926432
0.09,1.029994,0.09756,88.367975,1000.965349
0.1,1.029994,0.097564,88.354798,1001.007543
0.11,1.029995,0.097568,88.340272,1001.053131
0.12,1.029996,0.097572,88.324492,1001.102172
0.13,1.029996,0.097577,88.307549,1001.154686
0.14,1.029997,0.097582,88.289532,1001.210659
0.15,1.029998,0.097588,88.270524,1001.270053
0.16,1.029999,0.097594,88.250605,1001.332812
0.17,1.03,0.0976,88.229852,1001.398863
0.18,1.030001,0.097606,88.208339,1001.468121
0.19,1.030002,0.097613,88.186134,1001.540493
0.2,1.030003,0.09762,88.163305,1001.615874
0.21,1.030005,0.097627,88.139918,1001.694155
0.22,1.030006,0.097635,88.116036,1001.775218
0.23,1.030007,0.097642,88.091721,1001.858944
0.24,1.030008,0.09765,88.067032,1001.945204
0.25,1.03001,0.097659,88.04203,1002.033868
0.26,1.030011,0.097667,88.016772,1002.124803
0.27,1.030012,0.097676,87.991316,1002.217871
0.28,1.030014,0.097685,87.965718,1002.31293
0.29,1.030015,0.097694,87.940032,1002.409839
0.3,1.030017,0.097703,87.914313,1002.50845
0.31,1.030018,0.097712,87.888615,1002.608615
0.32,1.030019,0.097722,87.862989,1002.710184
0.33,1.030021,0.097731,87.837487,1002.813004
0.34,1.030022,0.097741,87.812158,1002.91692
0.35,1.030024,0.097751,87.78705,1003.021776
0.36,1.030025,0.097761,87.762212,1003.127414
0.37,1.030026,0.097771,87.737688,1003.233674
0.38,1.030028,0.097781,87.713523,1003.340396
0.39,1.030029,0.097791,87.68976,1003.447418
0.4,1.03003,0.097801,87.66644,1003.554576
0.41,1.030032,0.097811,87.643602,1003.661708
0.42,1.030033,0.097821,87.621284,1003.768649
0.43,1.030034,0.097831,87.599523,1003.875234
0.44,1.030035,0.097841,87.578351,1003.981299
0.45,1.030036,0.097851,87.557802,1004.086678
0.46,1.030038,0.09786,87.537905,1004.191208
0.47,1.030039,0.09787,87.518689,1004.294724
0.48,1.03004,0.09788,87.500181,1004.397063
0.49,1.030041,0.097889,87.482405,1004.498062
0.5,1.030042,0.097899,87.465383,1004.597561
0.51,1.030043,0.097908,87.449137,1004.695399
0.52,1.030043,0.097917,87.433684,1004.791418
0.53,1.030044,0.097926,87.419042,1004.885463
0.54,1.030045,0.097935,87.405225,1004.977378
0.55,1.030046,0.097943,87.392247,1005.067014
0.56,1.030046,0.097951,87.380117,1005.154221
0.57,1.030047,0.097959,87.368846,1005.238853
0.58,1.030048,0.097967,87.358441,1005.320768
0.59,1.030048,0.097975,87.348907,1005.399829
0.6,1.030049,0.097982,87.340248,1005.475899
0.61,1.030049,0.097989,87.332466,1005.548847
0.62,1.030049,0.097996,87.325563,1005.618549
0.63,1.03005,0.098002,87.319536,1005.684881
0.64,1.03005,0.098008,87.314383,1005.747728
0.65,1.03005,0.098014,87.3101,1005.806977
0.66,1.03005,0.098019,87.306682,1005.862522
0.67,1.03005,0.098024,87.304122,1005.914264
0.68,1.03005,0.098029,87.302412,1005.962106
0.69,1.03005,0.098033,87.301543,1006.005961
0.7,1.03005,0.098037,87.301503,1006.045747
0.71,1.03005,0.09804,87.302282,1006.081388
0.72,1.03005,0.098043,87.303866,1006.112815
0.73,1.03005,0.098046,87.306243,1006.139966
0.74,1.030049,0.098048,87.309398,1006.162787
0.75,1.030049,0.09805,87.313315,1006.181229
0.76,1.030049,0.098051,87.317978,1006.195253
0.77,1.030048,0.098052,87.323371,1006.204825
0.78,1.030048,0.098053,87.329475,1006.209922
0.79,1.030047,0.098053,87.336274,1006.210525
0.8,1.030046,0.098053,87.343748,1006.206625
0.81,1.030046,0.098052,87.351878,1006.198221
0.82,1.030045,0.098051,87.360646,1006.185319
0.83,1.030044,0.09805,87.37003,1006.167933
0.84,1.030044,0.098048,87.380011,1006.146086
0.85,1.030043,0.098045,87.390568,1006.119808
0.86,1.030042,0.098042,87.401681,1006.089137
0.87,1.030041,0.098039,87.413329,1006.05412
0.88,1.03004,0.098036,87.425491,1006.014811
0.89,1.030039,0.098032,87.438146,1005.971271
0.9,1.030038,0.098027,87.451273,1005.92357
0.91,1.030037,0.098022,87.46485,1005.871786
0.92,1.030036,0.098017,87.478857,1005.816003
0.93,1.030035,0.098012,87.493272,1005.756313
0.94,1.030034,0.098006,87.508075,1005.692814
0.95,1.030033,0.098,87.523244,1005.625613
0.96,1.030032,0.097993,87.538759,1005.554823
0.97,1.030031,0.097986,87.554598,1005.480563
0.98,1.030029,0.097979,87.570742,1005.402958
0.99,1.030028,0.097971,87.58717,1005.32214
1,1.030027,0.097963,87.603861,1005.238246
1.01,1.030026,0.097955,87.620795,1005.151419
1.02,1.030024,0.097947,87.637953,1005.061808
1.03,1.030023,0.097938,87.655314,1004.969564
1.04,1.030022,0.097929,87.672859,1004.874846
1.05,1.03002,0.09792,87.690568,1004.777815
1.06,1.030019,0.097911,87.708422,1004.678638
1.07,1.030017,0.097901,87.726403,1004.577482
1.08,1.030016,0.097892,87.74449,1004.474522
1.09,1.030015,0.097882,87.762665,1004.369932
1.1,1.030013,0.097872,87.78091,1004.263891
1.11,1.030012,0.097862,87.799206,1004.156578
1.12,1.03001,0.097852,87.817534,1004.048175
1.13,1.030009,0.097841,87.835877,1003.938865
1.14,1.030007,0.097831,87.854216,1003.828833
1.15,1.030006,0.097821,87.872534,1003.718264
1.16,1.030004,0.09781,87.890812,1003.607342
1.17,1.030003,0.0978,87.909033,1003.496253
1.18,1.030001,0.097789,87.927179,1003.385181
1.19,1.03,0.097779,87.945234,1003.27431
1.2,1.029998,0.097768,87.963178,1003.163822
1.21,1.029997,0.097758,87.980995,1003.053898
1.22,1.029996,0.097748,87.998669,1002.944717
1.23,1.029994,0.097738,88.016181,1002.836455
1.24,1.029993,0.097728,88.033515,1002.729286
1.25,1.029991,0.097718,88.050654,1002.623381
1.26,1.02999,0.097708,88.067582,1002.518908
1.27,1.029988,0.097698,88.084281,1002.41603
1.28,1.029987,0.097689,88.100735,1002.314909
1.29,1.029985,0.097679,88.116928,1002.215698
1.3,1.029984,0.09767,88.132844,1002.118551
1.31,1.029983,0.097661,88.148467,1002.023612
1.32,1.029981,0.097653,88.16378,1001.931025
1.33,1.02998,0.097644,88.178768,1001.840924
1.34,1.029978,0.097636,88.193415,1001.753442
1.35,1.029977,0.097628,88.207707,1001.668702
1.36,1.029976,0.09762,88.221627,1001.586825
1.37,1.029975,0.097613,88.235162,1001.507923
1.38,1.029973,0.097606,88.248297,1001.432102
1.39,1.029972,0.097599,88.261017,1001.359464
1.4,1.029971,0.097592,88.273308,1001.290102
1.41,1.02997,0.097586,88.285158,1001.224103
1.42,1.029968,0.09758,88.296552,1001.161548
1.43,1.029967,0.097575,88.307478,1001.10251
1.44,1.029966,0.09757,88.317923,1001.047056
1.45,1.029965,0.097565,88.327876,1000.995245
1.46,1.029964,0.09756,88.337324,1000.947129
1.47,1.029963,0.097556,88.346257,1000.902755
1.48,1.029962,0.097553,88.354664,1000.862159
1.49,1.029961,0.097549,88.362534,1000.825374
1.5,1.02996,0.097546,88.369859,1000.792423
1.51,1.029959,0.097544,88.37663,1000.763323
1.52,1.029958,0.097541,88.382837,1000.738085
1.53,1.029957,0.097539,88.388474,1000.71671
1.54,1.029956,0.097538,88.393533,1000.699195
1.55,1.029955,0.097536,88.398008,1000.68553
1.56,1.029955,0.097536,88.401893,1000.675696
1.57,1.029954,0.097535,88.405183,1000.669669
1.58,1.029953,0.097535,88.407875,1000.667419
1.59,1.029952,0.097535,88.409963,1000.668908
1.6,1.029952,0.097536,88.411446,1000.674094
1.61,1.029951,0.097537,88.412322,1000.682925
1.62,1.029951,0.097538,88.41259,1000.695348
1.63,1.02995,0.09754,88.412249,1000.7113
