b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.9831,0.866652,205.144371,650
0.01,0.983028,0.866988,205.21294,650.203601
0.02,0.983026,0.866998,205.210512,650.210693
0.03,0.983024,0.867006,205.207912,650.216482
0.04,0.983022,0.867012,205.205029,650.221637
0.05,0.983021,0.867018,205.201826,650.226611
0.06,0.983021,0.867023,205.198296,650.231687
0.07,0.98302,0.867028,205.194458,650.237043
0.08,0.98302,0.867034,205.190337,650.242789
0.09,0.983021,0.867039,205.185959,650.248982
0.1,0.983021,0.867045,205.181351,650.255646
0.11,0.983022,0.867052,205.176538,650.262781
0.12,0.983023,0.867058,205.171542,650.27037
0.13,0.983024,0.867065,205.166382,650.278385
0.14,0.983025,0.867072,205.161077,650.286786
0.15,0.983026,0.867079,205.155641,650.295528
0.16,0.983028,0.867087,205.150091,650.304563
0.17,0.983029,0.867095,205.144439,650.313835
0.18,0.983031,0.867102,205.138698,650.323289
0.19,0.983033,0.86711,205.13288,650.332867
0.2,0.983035,0.867118,205.126997,650.342511
0.21,0.983037,0.867126,205.12106,650.352161
0.22,0.983039,0.867133,205.115082,650.361757
0.23,0.983041,0.867141,205.109074,650.37124
0.24,0.983043,0.867148,205.103047,650.380552
0.25,0.983045,0.867154,205.097012,650.389634
0.26,0.983047,0.867161,205.090983,650.398432
0.27,0.98305,0.867167,205.084969,650.40689
0.28,0.983052,0.867172,205.078983,650.414955
0.29,0.983055,0.867177,205.073036,650.422576
0.3,0.983057,0.867181,205.06714,650.429704
0.31,0.98306,0.867184,205.061307,650.436294
0.32,0.983062,0.867187,205.055548,650.442301
0.33,0.983065,0.867189,205.049874,650.447684
0.34,0.983068,0.867191,205.044296,650.452406
0.35,0.98307,0.867191,205.038825,650.45643
0.36,0.983073,0.86719,205.033472,650.459726
0.37,0.983076,0.867189,205.028246,650.462264
0.38,0.983079,0.867187,205.023158,650.46402
0.39,0.983081,0.867184,205.018217,650.464971
0.4,0.983084,0.867179,205.013433,650.465099
0.41,0.983087,0.867174,205.008813,650.46439
0.42,0.98309,0.867168,205.004366,650.462832
0.43,0.983093,0.867161,205.000099,650.460418
0.44,0.983096,0.867153,204.996021,650.457143
0.45,0.983099,0.867144,204.992136,650.453009
0.46,0.983101,0.867134,204.988453,650.448018
0.47,0.983104,0.867123,204.984975,650.442178
0.48,0.983107,0.867111,204.981708,650.4355
0.49,0.98311,0.867098,204.978656,650.427997
0.5,0.983113,0.867085,204.975823,650.419687
0.51,0.983116,0.86707,204.973212,650.410592
0.52,0.983118,0.867055,204.970826,650.400736
0.53,0.983121,0.867039,204.968667,650.390146
0.54,0.983124,0.867022,204.966736,650.378854
0.55,0.983127,0.867004,204.965034,650.366892
0.56,0.983129,0.866986,204.963562,650.354298
0.57,0.983132,0.866967,204.962318,650.34111
0.58,0.983134,0.866948,204.961303,650.32737
0.59,0.983137,0.866928,204.960514,650.313122
0.6,0.983139,0.866908,204.95995,650.298411
0.61,0.983142,0.866888,204.959608,650.283287
0.62,0.983144,0.866867,204.959485,650.267799
0.63,0.983146,0.866846,204.959578,650.251998
0.64,0.983148,0.866824,204.959884,650.235937
0.65,0.98315,0.866803,204.960396,650.219671
0.66,0.983152,0.866782,204.961112,650.203255
0.67,0.983154,0.86676,204.962025,650.186745
0.68,0.983156,0.866739,204.963131,650.170196
0.69,0.983158,0.866718,204.964422,650.153667
0.7,0.983159,0.866697,204.965894,650.137214
0.71,0.983161,0.866677,204.967538,650.120894
0.72,0.983162,0.866657,204.96935,650.104765
0.73,0.983163,0.866637,204.971321,650.088882
0.74,0.983165,0.866618,204.973444,650.073302
0.75,0.983165,0.8666,204.975711,650.058079
0.76,0.983166,0.866582,204.978116,650.043267
0.77,0.983167,0.866565,204.98065,650.028919
0.78,0.983168,0.866549,204.983304,650.015087
0.79,0.983168,0.866533,204.986072,650.001819
0.8,0.983168,0.866519,204.988945,649.989164
0.81,0.983168,0.866505,204.991915,649.977167
0.82,0.983168,0.866493,204.994973,649.965873
0.83,0.983168,0.866481,204.998111,649.955323
0.84,0.983168,0.866471,205.001322,649.945556
0.85,0.983168,0.866462,205.004596,649.936609
0.86,0.983167,0.866454,205.007926,649.928515
0.87,0.983166,0.866447,205.011304,649.921307
0.88,0.983165,0.866442,205.014721,649.915011
0.89,0.983164,0.866437,205.018171,649.909655
0.9,0.983163,0.866434,205.021645,649.905259
0.91,0.983161,0.866433,205.025135,649.901844
0.92,0.98316,0.866433,205.028635,649.899425
0.93,0.983158,0.866434,205.032138,649.898015
0.94,0.983156,0.866437,205.035636,649.897624
0.95,0.983154,0.866441,205.039122,649.898258
0.96,0.983151,0.866446,205.04259,649.899919
0.97,0.983149,0.866453,205.046034,649.902607
0.98,0.983146,0.866461,205.049447,649.906319
0.99,0.983143,0.86647,205.052824,649.911047
1,0.983141,0.866481,205.056159,649.916781
1.01,0.983137,0.866493,205.059446,649.923507
1.02,0.983134,0.866507,205.062681,649.931209
1.03,0.983131,0.866522,205.065859,649.939867
1.04,0.983127,0.866538,205.068975,649.949458
1.05,0.983123,0.866555,205.072025,649.959955
1.06,0.983119,0.866573,205.075005,649.97133
1.07,0.983115,0.866593,205.07791,649.983552
1.08,0.983111,0.866613,205.080738,649.996586
