b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0123,0.87978,165.763649,508
0.01,1.012231,0.880194,165.846061,508.199016
0.02,1.012227,0.880195,165.841734,508.199327
0.03,1.012224,0.880196,165.837937,508.199516
0.04,1.012221,0.880198,165.834414,508.200001
0.05,1.012219,0.880199,165.831025,508.201031
0.06,1.012218,0.880202,165.827684,508.202736
0.07,1.012217,0.880205,165.824344,508.205179
0.08,1.012216,0.880209,165.820982,508.208378
0.09,1.012215,0.880214,165.817584,508.212318
0.1,1.012215,0.880219,165.814143,508.216967
0.11,1.012216,0.880225,165.81066,508.222275
0.12,1.012216,0.880232,165.807135,508.228188
0.13,1.012217,0.88024,165.803572,508.234643
0.14,1.012218,0.880248,165.799975,508.241572
0.15,1.012219,0.880257,165.79635,508.248907
0.16,1.012221,0.880266,165.792701,508.256577
0.17,1.012222,0.880275,165.789036,508.264511
0.18,1.012224,0.880284,165.78536,508.272637
0.19,1.012226,0.880294,165.78168,508.280884
0.2,1.012228,0.880303,165.778002,508.289182
0.21,1.01223,0.880312,165.774333,508.297464
0.22,1.012232,0.880321,165.770681,508.305661
0.23,1.012234,0.88033,165.767051,508.313708
0.24,1.012237,0.880339,165.76345,508.321544
0.25,1.012239,0.880346,165.759885,508.329107
0.26,1.012242,0.880354,165.756364,508.33634
0.27,1.012244,0.88036,165.752892,508.343188
0.28,1.012247,0.880366,165.749475,508.3496
0.29,1.01225,0.880371,165.746121,508.355525
0.3,1.012253,0.880376,165.742834,508.36092
0.31,1.012256,0.880379,165.739621,508.365741
0.32,1.012259,0.880381,165.736487,508.36995
0.33,1.012262,0.880383,165.733438,508.373512
0.34,1.012265,0.880383,165.730478,508.376396
0.35,1.012268,0.880382,165.727611,508.378573
0.36,1.012271,0.880381,165.724842,508.380019
0.37,1.012274,0.880378,165.722175,508.380715
0.38,1.012277,0.880373,165.719613,508.380643
0.39,1.01228,0.880368,165.717159,508.37979
0.4,1.012284,0.880361,165.714816,508.378147
0.41,1.012287,0.880354,165.712587,508.375709
0.42,1.01229,0.880345,165.710472,508.372472
0.43,1.012293,0.880335,165.708474,508.36844
0.44,1.012296,0.880323,165.706594,508.363615
0.45,1.0123,0.880311,165.704833,508.358008
0.46,1.012303,0.880297,165.703192,508.351629
0.47,1.012306,0.880283,165.701669,508.344492
0.48,1.012309,0.880267,165.700267,508.336617
0.49,1.012312,0.88025,165.698983,508.328023
0.5,1.012315,0.880233,165.697817,508.318735
0.51,1.012318,0.880214,165.696768,508.308778
0.52,1.012321,0.880194,165.695834,508.298181
0.53,1.012324,0.880174,165.695015,508.286975
0.54,1.012326,0.880153,165.694308,508.275194
0.55,1.012329,0.880131,165.693712,508.262873
0.56,1.012331,0.880108,165.693223,508.250051
0.57,1.012334,0.880085,165.69284,508.236765
0.58,1.012336,0.880061,165.69256,508.223057
0.59,1.012339,0.880037,165.692379,508.20897
0.6,1.012341,0.880013,165.692297,508.194547
0.61,1.012343,0.879988,165.692308,508.179834
0.62,1.012345,0.879963,165.69241,508.164875
0.63,1.012347,0.879937,165.6926,508.149718
0.64,1.012349,0.879912,165.692875,508.13441
0.65,1.01235,0.879887,165.69323,508.118999
0.66,1.012352,0.879861,165.693664,508.103533
0.67,1.012353,0.879836,165.694171,508.088062
0.68,1.012355,0.879811,165.69475,508.072633
0.69,1.012356,0.879786,165.695396,508.057295
0.7,1.012357,0.879762,165.696105,508.042097
0.71,1.012358,0.879738,165.696876,508.027087
0.72,1.012359,0.879715,165.697703,508.012311
0.73,1.012359,0.879692,165.698584,507.997818
0.74,1.01236,0.87967,165.699515,507.983653
0.75,1.01236,0.879648,165.700494,507.969861
0.76,1.012361,0.879628,165.701516,507.956487
0.77,1.012361,0.879608,165.702579,507.943574
0.78,1.012361,0.879589,165.703681,507.931164
0.79,1.012361,0.879571,165.704817,507.919297
0.8,1.01236,0.879554,165.705985,507.908013
0.81,1.01236,0.879539,165.707183,507.897349
0.82,1.012359,0.879524,165.708407,507.887341
0.83,1.012358,0.879511,165.709656,507.878023
0.84,1.012358,0.879499,165.710927,507.869428
0.85,1.012357,0.879488,165.712218,507.861586
0.86,1.012355,0.879479,165.713526,507.854525
0.87,1.012354,0.879471,165.71485,507.848272
0.88,1.012353,0.879464,165.716187,507.84285
0.89,1.012351,0.879459,165.717537,507.838281
0.9,1.012349,0.879456,165.718896,507.834585
0.91,1.012347,0.879454,165.720264,507.831779
0.92,1.012345,0.879453,165.72164,507.829878
0.93,1.012343,0.879454,165.723022,507.828894
0.94,1.012341,0.879457,165.724408,507.828836
0.95,1.012339,0.879461,165.725798,507.829711
0.96,1.012336,0.879467,165.727191,507.831525
0.97,1.012333,0.879474,165.728586,507.834278
0.98,1.012331,0.879483,165.729982,507.837971
0.99,1.012328,0.879493,165.731379,507.842599
1,1.012325,0.879505,165.732776,507.848157
1.01,1.012321,0.879519,165.734172,507.854636
1.02,1.012318,0.879534,165.735567,507.862023
1.03,1.012315,0.879551,165.736961,507.870306
1.04,1.012311,0.879569,165.738353,507.879467
1.05,1.012308,0.879588,165.739744,507.889487
1.06,1.012304,0.879609,165.741133,507.900344
1.07,1.0123,0.879632,165.74252,507.912013
1.08,1.012296,0.879655,165.743905,507.924467
1.09,1.012292,0.87968,165.745287,507.937677
1.1,1.012288,0.879706,165.746668,507.951612
1.11,1.012284,0.879733,165.748047,507.966236
1.12,1.01228,0.879762,165.749424,507.981514
1.13,1.012275,0.879791,165.750799,507.997408
1.14,1.012271,0.879821,165.752172,508.013877
1.15,1.012266,0.879853,165.753544,508.030878
1.16,1.012262,0.879885,165.754914,508.048369
1.17,1.012257,0.879917,165.756283,508.066302
1.18,1.012253,0.879951,165.757651,508.084631
1.19,1.012248,0.879985,165.759018,508.103307
1.2,1.012243,0.880019,165.760383,508.122281
1.21,1.012239,0.880054,165.761747,508.1415
1.22,1.012234,0.880089,165.763111,508.160914
1.23,1.012229,0.880125,165.764473,508.180469
1.24,1.012225,0.88016,165.765834,508.200112
1.25,1.01222,0.880196,165.767194,508.219789
1.26,1.012215,0.880231,165.768553,508.239446
1.27,1.01221,0.880267,165.76991,508.259028
1.28,1.012206,0.880302,165.771266,508.278481
1.29,1.012201,0.880337,165.772621,508.297751
1.3,1.012196,0.880371,165.773973,508.316784
1.31,1.012192,0.880405,165.775323,508.335527
1.32,1.012187,0.880439,165.776671,508.353928
1.33,1.012183,0.880471,165.778015,508.371935
1.34,1.012179,0.880503,165.779357,508.389499
1.35,1.012174,0.880535,165.780694,508.406569
1.36,1.01217,0.880565,165.782028,508.423098
1.37,1.012166,0.880594,165.783356,508.43904
1.38,1.012162,0.880622,165.78468,508.454351
1.39,1.012158,0.880649,165.785997,508.468988
1.4,1.012154,0.880675,165.787308,508.482912
1.41,1.012151,0.880699,165.788611,508.496084
1.42,1.012147,0.880722,165.789907,508.508468
1.43,1.012144,0.880744,165.791194,508.520032
1.44,1.01214,0.880764,165.792472,508.530744
1.45,1.012137,0.880783,165.793739,508.540576
1.46,1.012134,0.8808,165.794996,508.549503
1.47,1.012132,0.880816,165.79624,508.557504
1.48,1.012129,0.88083,165.797472,508.564558
1.49,1.012126,0.880842,165.798691,508.570649
1.5,1.012124,0.880853,165.799895,508.575764
1.51,1.012122,0.880862,165.801083,508.579893
1.52,1.01212,0.880869,165.802255,508.583029
1.53,1.012118,0.880875,165.80341,508.585168
1.54,1.012116,0.880879,165.804547,508.586309
1.55,1.012115,0.880881,165.805665,508.586456
1.56,1.012114,0.880881,165.806762,508.585613
1.57,1.012113,0.88088,165.807839,508.58379
1.58,1.012112,0.880877,165.808894,508.580999
1.59,1.012111,0.880872,165.809926,508.577254
1.6,1.012111,0.880865,165.810935,508.572574
1.61,1.01211,0.880857,165.81192,508.566979
1.62,1.01211,0.880848,165.812879,508.560493
1.63,1.01211,0.880837,165.813812,508.553143
1.64,1.012111,0.880824,165.814718,508.544958
1.65,1.012111,0.88081,165.815597,508.535968
1.66,1.012112,0.880795,165.816447,508.526209
1.67,1.012112,0.880778,165.817269,508.515716
1.68,1.012113,0.88076,165.818061,508.504527
1.69,1.012115,0.880741,165.818823,508.492683
1.7,1.012116,0.880721,165.819555,508.480226
1.71,1.012117,0.880699,165.820256,508.467198
1.72,1.012119,0.880677,165.820926,508.453645
1.73,1.012121,0.880654,165.821564,508.439614
1.74,1.012123,0.88063,165.82217,508.425151
1.75,1.012125,0.880605,165.822745,508.410306
1.76,1.012128,0.880579,165.823288,508.395126
1.77,1.01213,0.880553,165.823798,508.379663
1.78,1.012133,0.880526,165.824278,508.363965
1.79,1.012135,0.880499,165.824725,508.348083
1.8,1.012138,0.880472,165.825141,508.332066
1.81,1.012141,0.880445,165.825527,508.315966
1.82,1.012144,0.880417,165.825881,508.299832
1.83,1.012147,0.880389,165.826206,508.283712
1.84,1.012151,0.880361,165.826502,508.267655
1.85,1.012154,0.880333,165.826769,508.251709
