b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0493,0.814622,212.411827,650
0.01,1.049212,0.815068,212.542371,650.290464
0.02,1.049209,0.815073,212.540962,650.293338
0.03,1.049207,0.815077,212.539084,650.295611
0.04,1.049205,0.81508,212.536738,650.297795
0.05,1.049203,0.815083,212.533959,650.300227
0.06,1.049202,0.815085,212.530784,650.303103
0.07,1.049202,0.815088,212.527258,650.306538
0.08,1.049202,0.815092,212.523424,650.310588
0.09,1.049202,0.815095,212.519321,650.315269
0.1,1.049202,0.815099,212.514984,650.320568
0.11,1.049203,0.815104,212.510442,650.326456
0.12,1.049204,0.815108,212.505722,650.332887
0.13,1.049206,0.815113,212.500845,650.339808
0.14,1.049207,0.815119,212.495832,650.347158
0.15,1.049209,0.815124,212.490699,650.354871
0.16,1.049211,0.81513,212.48546,650.36288
0.17,1.049213,0.815135,212.480131,650.371114
0.18,1.049215,0.815141,212.474722,650.3795
0.19,1.049218,0.815147,212.469245,650.387968
0.2,1.04922,0.815152,212.46371,650.396444
0.21,1.049223,0.815158,212.458129,650.404858
0.22,1.049226,0.815163,212.452509,650.413139
0.23,1.049229,0.815168,212.446861,650.421218
0.24,1.049232,0.815172,212.441193,650.429029
0.25,1.049235,0.815176,212.435514,650.436506
0.26,1.049238,0.815179,212.429833,650.443587
0.27,1.049241,0.815182,212.424159,650.450212
0.28,1.049245,0.815184,212.418499,650.456325
0.29,1.049248,0.815186,212.412862,650.46187
0.3,1.049252,0.815187,212.407256,650.466797
0.31,1.049255,0.815187,212.401688,650.471058
0.32,1.049259,0.815186,212.396168,650.474611
0.33,1.049262,0.815184,212.390702,650.477413
0.34,1.049266,0.815182,212.385297,650.479429
0.35,1.04927,0.815178,212.379961,650.480626
0.36,1.049274,0.815174,212.374702,650.480976
0.37,1.049277,0.815168,212.369524,650.480454
0.38,1.049281,0.815162,212.364436,650.479038
0.39,1.049285,0.815155,212.359444,650.476715
0.4,1.049288,0.815146,212.354553,650.473469
0.41,1.049292,0.815137,212.349769,650.469295
0.42,1.049296,0.815126,212.345098,650.464188
0.43,1.0493,0.815115,212.340546,650.458149
0.44,1.049303,0.815103,212.336116,650.451181
0.45,1.049307,0.815089,212.331814,650.443295
0.46,1.04931,0.815075,212.327644,650.434501
0.47,1.049314,0.81506,212.32361,650.424817
0.48,1.049317,0.815044,212.319716,650.414263
0.49,1.049321,0.815027,212.315967,650.402863
0.5,1.049324,0.815009,212.312364,650.390646
0.51,1.049327,0.814991,212.308911,650.377641
0.52,1.049331,0.814971,212.305611,650.363885
0.53,1.049334,0.814951,212.302467,650.349414
0.54,1.049337,0.814931,212.299481,650.33427
0.55,1.04934,0.81491,212.296654,650.318496
0.56,1.049343,0.814888,212.293989,650.302139
0.57,1.049345,0.814866,212.291487,650.285248
0.58,1.049348,0.814843,212.28915,650.267875
0.59,1.04935,0.81482,212.286979,650.250072
0.6,1.049353,0.814797,212.284974,650.231896
0.61,1.049355,0.814774,212.283137,650.213402
0.62,1.049357,0.81475,212.281468,650.194651
0.63,1.049359,0.814727,212.279967,650.175702
0.64,1.049361,0.814703,212.278635,650.156617
0.65,1.049363,0.81468,212.277472,650.137456
0.66,1.049364,0.814656,212.276476,650.118282
0.67,1.049366,0.814633,212.275649,650.099159
0.68,1.049367,0.81461,212.27499,650.08015
0.69,1.049368,0.814588,212.274497,650.061317
0.7,1.049369,0.814566,212.274171,650.042723
0.71,1.04937,0.814545,212.27401,650.024431
0.72,1.049371,0.814524,212.274013,650.006503
0.73,1.049371,0.814504,212.274179,649.988998
0.74,1.049372,0.814484,212.274508,649.971978
0.75,1.049372,0.814465,212.274997,649.955499
0.76,1.049372,0.814448,212.275645,649.939619
0.77,1.049372,0.814431,212.27645,649.924393
0.78,1.049372,0.814415,212.277412,649.909874
0.79,1.049371,0.8144,212.278527,649.896114
0.8,1.049371,0.814386,212.279795,649.88316
0.81,1.04937,0.814374,212.281213,649.871061
0.82,1.049369,0.814362,212.282779,649.859858
0.83,1.049368,0.814352,212.284491,649.849595
0.84,1.049367,0.814343,212.286347,649.840309
0.85,1.049366,0.814336,212.288345,649.832035
0.86,1.049364,0.814329,212.290482,649.824807
0.87,1.049362,0.814325,212.292755,649.818653
0.88,1.04936,0.814321,212.295163,649.813599
0.89,1.049359,0.814319,212.297702,649.809668
0.9,1.049356,0.814319,212.300369,649.806879
0.91,1.049354,0.81432,212.303163,649.805247
0.92,1.049352,0.814322,212.306079,649.804785
0.93,1.049349,0.814326,212.309115,649.805501
0.94,1.049346,0.814331,212.312268,649.8074
0.95,1.049343,0.814338,212.315534,649.810483
0.96,1.04934,0.814347,212.318911,649.814748
0.97,1.049337,0.814357,212.322393,649.820189
0.98,1.049334,0.814368,212.325978,649.826796
0.99,1.049331,0.814381,212.329663,649.834555
1,1.049327,0.814395,212.333443,649.84345
1.01,1.049324,0.814411,212.337313,649.853461
1.02,1.04932,0.814427,212.341271,649.864564
1.03,1.049316,0.814446,212.345311,649.876732
1.04,1.049312,0.814465,212.34943,649.889934
1.05,1.049308,0.814486,212.353622,649.904137
1.06,1.049304,0.814508,212.357883,649.919305
1.07,1.049299,0.814531,212.362208,649.935397
1.08,1.049295,0.814555,212.366591,649.952371
1.09,1.049291,0.814581,212.371028,649.970183
1.1,1.049286,0.814607,212.375513,649.988784
1.11,1.049282,0.814634,212.380041,650.008125
1.12,1.049277,0.814662,212.384605,650.028153
1.13,1.049272,0.814691,212.3892,650.048813
1.14,1.049267,0.81472,212.39382,650.07005
1.15,1.049263,0.81475,212.398459,650.091806
1.16,1.049258,0.814781,212.40311,650.11402
1.17,1.049253,0.814812,212.407767,650.136632
1.18,1.049248,0.814844,212.412423,650.159581
1.19,1.049243,0.814876,212.417072,650.182801
1.2,1.049238,0.814908,212.421707,650.206231
1.21,1.049233,0.81494,212.42632,650.229806
1.22,1.049228,0.814973,212.430905,650.25346
1.23,1.049223,0.815005,212.435455,650.277129
1.24,1.049218,0.815037,212.439962,650.300748
1.25,1.049213,0.815069,212.444419,650.324252
1.26,1.049208,0.815101,212.448819,650.347577
1.27,1.049203,0.815133,212.453154,650.370661
1.28,1.049198,0.815164,212.457418,650.393439
1.29,1.049193,0.815195,212.461603,650.415851
1.3,1.049188,0.815225,212.465702,650.437836
1.31,1.049183,0.815255,212.469706,650.459336
1.32,1.049179,0.815283,212.47361,650.480292
1.33,1.049174,0.815311,212.477407,650.500651
1.34,1.049169,0.815339,212.481088,650.520357
1.35,1.049165,0.815365,212.484647,650.53936
1.36,1.04916,0.81539,212.488078,650.557611
1.37,1.049156,0.815415,212.491374,650.575064
1.38,1.049152,0.815438,212.494528,650.591673
1.39,1.049148,0.81546,212.497534,650.607398
1.4,1.049144,0.815481,212.500387,650.6222
1.41,1.04914,0.815501,212.503079,650.636045
1.42,1.049136,0.815519,212.505607,650.648898
1.43,1.049133,0.815536,212.507964,650.660731
1.44,1.049129,0.815552,212.510146,650.671519
1.45,1.049126,0.815566,212.512148,650.681237
1.46,1.049122,0.815579,212.513966,650.689866
1.47,1.049119,0.815591,212.515595,650.697391
1.48,1.049117,0.815601,212.517032,650.703798
1.49,1.049114,0.815609,212.518273,650.709078
1.5,1.049111,0.815617,212.519317,650.713226
1.51,1.049109,0.815622,212.520159,650.716238
1.52,1.049106,0.815626,212.520798,650.718117
1.53,1.049104,0.815629,212.521233,650.718866
1.54,1.049102,0.81563,212.521461,650.718493
1.55,1.049101,0.81563,212.521482,650.717009
1.56,1.049099,0.815628,212.521296,650.71443
1.57,1.049098,0.815625,212.520902,650.710771
1.58,1.049097,0.81562,212.520301,650.706055
1.59,1.049096,0.815614,212.519493,650.700304
1.6,1.049095,0.815607,212.51848,650.693545
1.61,1.049094,0.815598,212.517264,650.685808
1.62,1.049094,0.815588,212.515846,650.677125
1.63,1.049093,0.815577,212.514229,650.66753
1.64,1.049093,0.815564,212.512416,650.65706
1.65,1.049093,0.815551,212.510411,650.645756
1.66,1.049093,0.815536,212.508217,650.633657
1.67,1.049094,0.81552,212.505838,650.620809
1.68,1.049094,0.815504,212.503279,650.607255
1.69,1.049095,0.815486,212.500545,650.593043
1.7,1.049096,0.815467,212.497641,650.578222
1.71,1.049097,0.815448,212.494574,650.56284
1.72,1.049098,0.815428,212.491348,650.546949
1.73,1.0491,0.815407,212.48797,650.530601
1.74,1.049101,0.815385,212.484448,650.513847
1.75,1.049103,0.815363,212.480787,650.496742
1.76,1.049105,0.815341,212.476996,650.479338
1.77,1.049107,0.815318,212.473082,650.461689
1.78,1.049109,0.815295,212.469052,650.443849
1.79,1.049111,0.815271,212.464915,650.425871
1.8,1.049114,0.815247,212.460679,650.40781
1.81,1.049116,0.815223,212.456353,650.389717
1.82,1.049119,0.815199,212.451944,650.371644
1.83,1.049121,0.815175,212.447462,650.353644
1.84,1.049124,0.815151,212.442916,650.335766
1.85,1.049127,0.815127,212.438314,650.31806
1.86,1.04913,0.815103,212.433665,650.300573
1.87,1.049133,0.815079,212.42898,650.283352
1.88,1.049136,0.815056,212.424266,650.266442
1.89,1.04914,0.815033,212.419533,650.249886
1.9,1.049143,0.81501,212.414791,650.233726
1.91,1.049146,0.814988,212.410048,650.218001
1.92,1.04915,0.814966,212.405314,650.202749
1.93,1.049153,0.814945,212.400598,650.188005
1.94,1.049157,0.814925,212.395908,650.173803
1.95,1.04916,0.814905,212.391254,650.160172
1.96,1.049164,0.814886,212.386644,650.147143
1.97,1.049167,0.814867,212.382087,650.134741
1.98,1.049171,0.814849,212.377591,650.12299
1.99,1.049174,0.814832,212.373165,650.111911
2,1.049178,0.814816,212.368816,650.101522
2.01,1.049182,0.814801,212.364553,650.091842
2.02,1.049185,0.814786,212.360384,650.082882
2.03,1.049189,0.814773,212.356314,650.074654
2.04,1.049192,0.81476,212.352352,650.067167
2.05,1.049196,0.814748,212.348505,650.060427
2.06,1.049199,0.814737,212.344778,650.054437
2.07,1.049203,0.814728,212.341179,650.049199
2.08,1.049206,0.814719,212.337713,650.044711
2.09,1.049209,0.814711,212.334385,650.04097
2.1,1.049213,0.814703,212.331201,650.037971
2.11,1.049216,0.814697,212.328165,650.035704
2.12,1.049219,0.814692,212.325283,650.03416
2.13,1.049222,0.814688,212.322558,650.033326
2.14,1.049225,0.814684,212.319995,650.033188
2.15,1.049228,0.814682,212.317596,650.033731
2.16,1.049231,0.81468,212.315365,650.034935
2.17,1.049233,0.814679,212.313304,650.036781
2.18,1.049236,0.814679,212.311416,650.039248
2.19,1.049239,0.81468,212.309703,650.042313
2.2,1.049241,0.814682,212.308166,650.045951
2.21,1.049244,0.814684,212.306807,650.050139
2.22,1.049246,0.814687,212.305626,650.054849
2.23,1.049248,0.814691,212.304623,650.060053
2.24,1.04925,0.814695,212.3038,650.065723
2.25,1.049252,0.814701,212.303155,650.071831
2.26,1.049254,0.814706,212.302689,650.078346
2.27,1.049256,0.814713,212.302399,650.085238
2.28,1.049257,0.81472,212.302286,650.092476
2.29,1.049259,0.814727,212.302346,650.100029
2.3,1.049261,0.814735,212.302579,650.107867
2.31,1.049262,0.814743,212.302982,650.115958
2.32,1.049263,0.814752,212.303553,650.124271
2.33,1.049264,0.814761,212.304288,650.132776
2.34,1.049265,0.81477,212.305185,650.141441
2.35,1.049266,0.81478,212.306241,650.150237
2.36,1.049267,0.81479,212.307451,650.159134
2.37,1.049268,0.8148,212.308813,650.168103
2.38,1.049268,0.81481,212.310321,650.177116
2.39,1.049269,0.81482,212.311973,650.186145
2.4,1.049269,0.814831,212.313762,650.195164
2.41,1.049269,0.814842,212.315686,650.204147
2.42,1.04927,0.814852,212.317738,650.21307
2.43,1.04927,0.814863,212.319915,650.221908
2.44,1.04927,0.814874,212.322211,650.230641
2.45,1.049269,0.814885,212.32462,650.239246
2.46,1.049269,0.814895,212.327139,650.247704
2.47,1.049269,0.814906,212.32976,650.255996
2.48,1.049269,0.814916,212.332479,650.264105
2.49,1.049268,0.814927,212.335291,650.272015
2.5,1.049268,0.814937,212.338189,650.279711
2.51,1.049267,0.814947,212.341169,650.287182
2.52,1.049266,0.814957,212.344224,650.294414
2.53,1.049265,0.814967,212.347348,650.301399
2.54,1.049265,0.814976,212.350537,650.308126
2.55,1.049264,0.814985,212.353785,650.31459
2.56,1.049263,0.814994,212.357085,650.320783
2.57,1.049262,0.815003,212.360433,650.326702
2.58,1.04926,0.815012,212.363822,650.332343
2.59,1.049259,0.81502,212.367247,650.337705
2.6,1.049258,0.815028,212.370703,650.342787
2.61,1.049257,0.815036,212.374185,650.34759
2.62,1.049255,0.815043,212.377686,650.352116
2.63,1.049254,0.81505,212.381202,650.356369
2.64,1.049252,0.815057,212.384728,650.360351
2.65,1.049251,0.815064,212.388257,650.36407
2.66,1.049249,0.81507,212.391787,650.367531
2.67,1.049248,0.815077,212.395311,650.370742
2.68,1.049246,0.815082,212.398825,650.373711
2.69,1.049245,0.815088,212.402324,650.376447
2.7,1.049243,0.815094,212.405804,650.37896
2.71,1.049241,0.815099,212.40926,650.381261
2.72,1.04924,0.815104,212.412688,650.383361
2.73,1.049238,0.815108,212.416083,650.385272
2.74,1.049236,0.815113,212.419443,650.387005
2.75,1.049234,0.815117,212.422763,650.388574
2.76,1.049233,0.815122,212.426038,650.38999
2.77,1.049231,0.815126,212.429267,650.391269
2.78,1.049229,0.815129,212.432444,650.392422
2.79,1.049227,0.815133,212.435567,650.393463
2.8,1.049226,0.815137,212.438633,650.394406
2.81,1.049224,0.81514,212.441639,650.395263
2.82,1.049222,0.815143,212.444581,650.396049
2.83,1.04922,0.815147,212.447457,650.396776
2.84,1.049219,0.81515,212.450264,650.397457
2.85,1.049217,0.815153,212.453,650.398105
2.86,1.049215,0.815156,212.455663,650.398731
2.87,1.049214,0.815159,212.458249,650.399348
2.88,1.049212,0.815162,212.460758,650.399966
2.89,1.049211,0.815164,212.463187,650.400596
2.9,1.049209,0.815167,212.465535,650.401248
2.91,1.049208,0.81517,212.467799,650.401932
