b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.9972,0.804108,109.905981,632
0.01,0.997127,0.804547,110.036079,632.284874
0.02,0.997124,0.804552,110.036709,632.287682
0.03,0.997122,0.804557,110.035656,632.289536
0.04,0.99712,0.804559,110.03353,632.29069
0.05,0.997118,0.804561,110.030696,632.291395
0.06,0.997117,0.804562,110.027364,632.291844
0.07,0.997116,0.804562,110.023674,632.292194
0.08,0.997116,0.804562,110.019718,632.292563
0.09,0.997116,0.804562,110.015556,632.293036
0.1,0.997116,0.804561,110.011232,632.293674
0.11,0.997117,0.804561,110.006776,632.294519
0.12,0.997118,0.80456,110.002212,632.295595
0.13,0.997119,0.80456,109.997555,632.296918
0.14,0.99712,0.80456,109.992819,632.298492
0.15,0.997122,0.804559,109.988012,632.300312
0.16,0.997124,0.804559,109.983144,632.302369
0.17,0.997126,0.804559,109.978218,632.30465
0.18,0.997128,0.80456,109.973241,632.307135
0.19,0.997131,0.80456,109.968216,632.309801
0.2,0.997133,0.80456,109.963146,632.312626
0.21,0.997136,0.804561,109.958034,632.31558
0.22,0.997139,0.804561,109.952884,632.318635
0.23,0.997142,0.804561,109.947697,632.32176
0.24,0.997145,0.804562,109.942477,632.324922
0.25,0.997148,0.804562,109.937227,632.328088
0.26,0.997151,0.804562,109.931949,632.331222
0.27,0.997154,0.804563,109.926646,632.33429
0.28,0.997157,0.804562,109.921322,632.337255
0.29,0.99716,0.804562,109.91598,632.34008
0.3,0.997164,0.804562,109.910623,632.34273
0.31,0.997167,0.804561,109.905256,632.345166
0.32,0.99717,0.80456,109.899883,632.347354
0.33,0.997174,0.804558,109.894507,632.349256
0.34,0.997177,0.804556,109.889133,632.350837
0.35,0.99718,0.804554,109.883765,632.352063
0.36,0.997184,0.804551,109.878408,632.3529
0.37,0.997187,0.804548,109.873067,632.353315
0.38,0.99719,0.804544,109.867747,632.353277
0.39,0.997194,0.80454,109.862454,632.352758
0.4,0.997197,0.804535,109.857191,632.351729
0.41,0.9972,0.804529,109.851966,632.350166
0.42,0.997203,0.804523,109.846784,632.348044
0.43,0.997206,0.804516,109.841649,632.345344
0.44,0.997209,0.804508,109.836569,632.342048
0.45,0.997212,0.8045,109.83155,632.338139
0.46,0.997215,0.804491,109.826597,632.333605
0.47,0.997218,0.804481,109.821717,632.328437
0.48,0.997221,0.80447,109.816916,632.322628
0.49,0.997224,0.804459,109.812202,632.316176
0.5,0.997226,0.804447,109.807579,632.309081
0.51,0.997229,0.804435,109.803056,632.301345
0.52,0.997231,0.804422,109.798638,632.292978
0.53,0.997234,0.804408,109.794333,632.283988
0.54,0.997236,0.804393,109.790147,632.274391
0.55,0.997238,0.804378,109.786088,632.264203
0.56,0.99724,0.804362,109.782161,632.253447
0.57,0.997242,0.804346,109.778375,632.242146
0.58,0.997244,0.804329,109.774735,632.230328
0.59,0.997246,0.804312,109.771249,632.218025
