b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0475,0.276458,146.158178,250
0.01,1.047457,0.277052,146.305083,250.620573
0.02,1.047457,0.277019,146.308118,250.579071
0.03,1.047456,0.276997,146.308082,250.552698
0.04,1.047456,0.276982,146.305569,250.536214
0.05,1.047457,0.276972,146.301026,250.526085
0.06,1.047457,0.276964,146.294758,250.52
0.07,1.047458,0.276957,146.287001,250.516477
0.08,1.047459,0.276951,146.277934,250.514549
0.09,1.047461,0.276944,146.267705,250.513583
0.1,1.047463,0.276938,146.256432,250.513158
0.11,1.047465,0.276931,146.244221,250.512991
0.12,1.047468,0.276924,146.231162,250.512885
0.13,1.047471,0.276917,146.217337,250.512697
0.14,1.047474,0.276909,146.202822,250.512321
0.15,1.047478,0.2769,146.187686,250.511674
0.16,1.047482,0.276891,146.171996,250.510686
0.17,1.047485,0.276881,146.155812,250.509299
0.18,1.04749,0.27687,146.139196,250.50746
0.19,1.047494,0.276859,146.122205,250.505122
0.2,1.047498,0.276847,146.104895,250.502244
0.21,1.047503,0.276834,146.087321,250.498786
0.22,1.047508,0.276821,146.069536,250.494715
0.23,1.047512,0.276807,146.051592,250.49
0.24,1.047517,0.276793,146.033541,250.484614
0.25,1.047522,0.276778,146.015433,250.478535
0.26,1.047527,0.276762,145.997318,250.471746
0.27,1.047532,0.276746,145.979244,250.464231
0.28,1.047537,0.276729,145.961259,250.455983
0.29,1.047542,0.276712,145.943408,250.446997
0.3,1.047547,0.276694,145.925737,250.437273
0.31,1.047552,0.276676,145.908291,250.426816
0.32,1.047557,0.276657,145.89111,250.415636
0.33,1.047562,0.276638,145.874238,250.403749
0.34,1.047567,0.276618,145.857712,250.391173
0.35,1.047571,0.276598,145.841571,250.377932
0.36,1.047576,0.276578,145.825852,250.364056
0.37,1.04758,0.276558,145.810588,250.349576
0.38,1.047585,0.276537,145.795811,250.334531
0.39,1.047589,0.276516,145.781553,250.318962
0.4,1.047593,0.276495,145.767841,250.302912
0.41,1.047597,0.276474,145.754702,250.286432
0.42,1.047601,0.276454,145.74216,250.269573
0.43,1.047604,0.276433,145.730236,250.25239
0.44,1.047608,0.276412,145.718951,250.234941
0.45,1.047611,0.276391,145.70832,250.217286
0.46,1.047614,0.276371,145.698361,250.199486
0.47,1.047617,0.276351,145.689084,250.181607
0.48,1.047619,0.276332,145.680501,250.163714
0.49,1.047622,0.276313,145.672619,250.145872
0.5,1.047624,0.276294,145.665444,250.128151
0.51,1.047626,0.276276,145.658981,250.110616
0.52,1.047628,0.276258,145.653229,250.093336
0.53,1.04763,0.276241,145.648189,250.076379
0.54,1.047631,0.276225,145.643856,250.059811
0.55,1.047632,0.27621,145.640227,250.043698
0.56,1.047633,0.276195,145.637293,250.028104
0.57,1.047634,0.276182,145.635047,250.013091
0.58,1.047635,0.276169,145.633475,249.998721
0.59,1.047635,0.276157,145.632567,249.985051
0.6,1.047635,0.276146,145.632307,249.972137
0.61,1.047635,0.276137,145.632679,249.960032
0.62,1.047635,0.276128,145.633665,249.948784
0.63,1.047634,0.27612,145.635246,249.938441
0.64,1.047634,0.276114,145.637401,249.929045
0.65,1.047633,0.276108,145.640109,249.920633
0.66,1.047632,0.276104,145.643346,249.913241
0.67,1.047631,0.276101,145.647089,249.906898
0.68,1.04763,0.276099,145.651313,249.901631
0.69,1.047628,0.276098,145.655991,249.89746
0.7,1.047627,0.276098,145.661098,249.894403
0.71,1.047625,0.2761,145.666606,249.892472
0.72,1.047623,0.276102,145.672487,249.891673
0.73,1.047621,0.276106,145.678714,249.89201
0.74,1.047619,0.276111,145.685258,249.893481
0.75,1.047617,0.276117,145.692092,249.896079
0.76,1.047614,0.276124,145.699186,249.899793
0.77,1.047612,0.276132,145.706512,249.904607
0.78,1.047609,0.276142,145.714043,249.910499
0.79,1.047606,0.276152,145.721749,249.917446
0.8,1.047604,0.276163,145.729604,249.925419
0.81,1.047601,0.276175,145.73758,249.934385
0.82,1.047598,0.276188,145.745651,249.944305
0.83,1.047595,0.276201,145.753791,249.955141
0.84,1.047592,0.276216,145.761975,249.966847
0.85,1.047589,0.276231,145.770177,249.979377
0.86,1.047586,0.276247,145.778376,249.992679
0.87,1.047583,0.276263,145.786547,250.006701
0.88,1.047579,0.27628,145.794669,250.021386
0.89,1.047576,0.276297,145.802722,250.036677
0.9,1.047573,0.276315,145.810686,250.052515
0.91,1.04757,0.276333,145.818542,250.068836
0.92,1.047567,0.276351,145.826274,250.085578
