b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0265,0.808879,22.841625,830
0.01,1.026047,0.811566,22.794024,832.393144
0.02,1.026035,0.811505,22.760641,832.322092
0.03,1.026027,0.811442,22.731434,832.250625
0.04,1.026023,0.811374,22.705827,832.178288
0.05,1.026022,0.811302,22.6833,832.104622
0.06,1.026024,0.811227,22.6635,832.029365
0.07,1.026029,0.811147,22.646084,831.952241
0.08,1.026037,0.811063,22.630773,831.87307
0.09,1.026047,0.810975,22.617336,831.791743
0.1,1.02606,0.810884,22.605575,831.708219
0.11,1.026075,0.810788,22.595326,831.622519
0.12,1.026092,0.810689,22.58645,831.534717
0.13,1.02611,0.810587,22.578829,831.444931
0.14,1.026131,0.810481,22.572362,831.35332
0.15,1.026152,0.810373,22.566963,831.260076
0.16,1.026175,0.810263,22.562555,831.165418
0.17,1.0262,0.81015,22.559074,831.069588
0.18,1.026225,0.810036,22.55646,830.972846
0.19,1.026251,0.80992,22.55466,830.875465
0.2,1.026278,0.809804,22.553627,830.777731
0.21,1.026306,0.809686,22.553317,830.679936
0.22,1.026334,0.809569,22.553687,830.582377
0.23,1.026363,0.809452,22.554698,830.485355
0.24,1.026392,0.809335,22.556312,830.38917
0.25,1.026421,0.80922,22.558493,830.294119
0.26,1.026451,0.809106,22.561204,830.200497
0.27,1.02648,0.808993,22.56441,830.108592
0.28,1.026509,0.808882,22.568077,830.018688
0.29,1.026539,0.808774,22.572169,829.931056
0.3,1.026567,0.808669,22.576651,829.845963
0.31,1.026596,0.808566,22.58149,829.763659
0.32,1.026624,0.808467,22.58665,829.684387
0.33,1.026651,0.808372,22.592096,829.608375
0.34,1.026678,0.808281,22.597796,829.535837
0.35,1.026704,0.808193,22.603713,829.466973
0.36,1.026729,0.80811,22.609814,829.401968
0.37,1.026753,0.808032,22.616064,829.34099
0.38,1.026776,0.807959,22.62243,829.284192
0.39,1.026798,0.80789,22.628879,829.23171
0.4,1.026819,0.807827,22.635377,829.183661
0.41,1.026839,0.807769,22.641892,829.140147
0.42,1.026858,0.807717,22.648392,829.10125
0.43,1.026875,0.80767,22.654846,829.067035
0.44,1.026891,0.807629,22.661224,829.03755
0.45,1.026906,0.807594,22.667496,829.012825
0.46,1.026919,0.807564,22.673635,828.992869
0.47,1.026931,0.80754,22.679612,828.977678
0.48,1.026942,0.807521,22.685402,828.967228
0.49,1.026951,0.807509,22.69098,828.961478
0.5,1.026959,0.807502,22.696322,828.96037
0.51,1.026965,0.8075,22.701407,828.963831
0.52,1.02697,0.807504,22.706213,828.971772
0.53,1.026974,0.807514,22.710721,828.984087
0.54,1.026976,0.807528,22.714914,829.000656
0.55,1.026976,0.807548,22.718776,829.021347
0.56,1.026975,0.807573,22.722292,829.046012
0.57,1.026973,0.807602,22.72545,829.074491
0.58,1.02697,0.807636,22.728239,829.106613
0.59,1.026965,0.807675,22.730649,829.142196
0.6,1.026959,0.807717,22.732673,829.181047
0.61,1.026952,0.807764,22.734306,829.222963
0.62,1.026943,0.807814,22.735542,829.267736
0.63,1.026934,0.807868,22.736381,829.315148
0.64,1.026923,0.807925,22.73682,829.364973
0.65,1.026911,0.807985,22.736862,829.416983
0.66,1.026899,0.808047,22.736508,829.470944
0.67,1.026885,0.808112,22.735764,829.526617
0.68,1.026871,0.808179,22.734635,829.583762
0.69,1.026856,0.808247,22.733129,829.642137
0.7,1.02684,0.808318,22.731255,829.701501
0.71,1.026823,0.808389,22.729023,829.761609
0.72,1.026806,0.808461,22.726445,829.822221
0.73,1.026789,0.808534,22.723534,829.883098
0.74,1.026771,0.808608,22.720304,829.944003
0.75,1.026752,0.808681,22.716771,830.004706
0.76,1.026734,0.808755,22.712952,830.064977
0.77,1.026715,0.808827,22.708864,830.124596
0.78,1.026696,0.808899,22.704525,830.183348
0.79,1.026677,0.808971,22.699956,830.241022
0.8,1.026658,0.80904,22.695176,830.29742
0.81,1.026638,0.809109,22.690206,830.352349
0.82,1.026619,0.809176,22.685067,830.405625
0.83,1.026601,0.80924,22.679782,830.457076
0.84,1.026582,0.809303,22.674373,830.506538
0.85,1.026564,0.809363,22.668861,830.553859
0.86,1.026546,0.809421,22.663271,830.598897
0.87,1.026528,0.809477,22.657625,830.641522
0.88,1.026511,0.809529,22.651945,830.681616
0.89,1.026494,0.809578,22.646255,830.719073
0.9,1.026478,0.809625,22.640577,830.7538
0.91,1.026463,0.809668,22.634934,830.785714
0.92,1.026448,0.809708,22.629348,830.814748
0.93,1.026434,0.809744,22.62384,830.840845
0.94,1.02642,0.809777,22.618431,830.863962
0.95,1.026407,0.809807,22.613143,830.884069
0.96,1.026395,0.809833,22.607994,830.901148
0.97,1.026384,0.809856,22.603005,830.915193
0.98,1.026373,0.809875,22.598193,830.926211
0.99,1.026363,0.80989,22.593575,830.934221
1,1.026354,0.809902,22.589169,830.939255
1.01,1.026346,0.80991,22.58499,830.941353
1.02,1.026339,0.809915,22.581052,830.940571
1.03,1.026332,0.809917,22.577368,830.936973
1.04,1.026326,0.809915,22.573951,830.930632
1.05,1.026321,0.80991,22.570812,830.921635
1.06,1.026317,0.809902,22.56796,830.910075
1.07,1.026314,0.809891,22.565404,830.896055
1.08,1.026311,0.809877,22.563151,830.879686
1.09,1.026309,0.809861,22.561208,830.861089
1.1,1.026308,0.809841,22.559579,830.840389
1.11,1.026307,0.80982,22.558267,830.81772
1.12,1.026307,0.809796,22.557274,830.79322
1.13,1.026308,0.80977,22.556601,830.767035
1.14,1.02631,0.809742,22.556248,830.739313
1.15,1.026311,0.809712,22.556213,830.710207
1.16,1.026314,0.80968,22.556492,830.679873
1.17,1.026317,0.809647,22.557081,830.648472
1.18,1.02632,0.809613,22.557974,830.616162
1.19,1.026324,0.809578,22.559166,830.583108
1.2,1.026328,0.809542,22.560647,830.549472
1.21,1.026333,0.809505,22.56241,830.515415
1.22,1.026337,0.809468,22.564443,830.481102
1.23,1.026342,0.809431,22.566736,830.446691
1.24,1.026348,0.809393,22.569276,830.412343
1.25,1.026353,0.809356,22.572052,830.378212
1.26,1.026359,0.809319,22.575048,830.344451
1.27,1.026364,0.809282,22.578251,830.311211
1.28,1.02637,0.809246,22.581645,830.278634
1.29,1.026375,0.809211,22.585215,830.246862
1.3,1.026381,0.809176,22.588944,830.216027
1.31,1.026386,0.809143,22.592815,830.186259
1.32,1.026392,0.809111,22.596811,830.15768
1.33,1.026397,0.809081,22.600914,830.130404
1.34,1.026402,0.809052,22.605107,830.10454
1.35,1.026407,0.809024,22.60937,830.080188
1.36,1.026411,0.808999,22.613687,830.057442
1.37,1.026416,0.808975,22.618038,830.036386
