k,Cluster,Frequency,Damping,Size
1,1,0.6325828248502658,-0.3938102391489648,309
2,1,0.5199173720800272,-0.33638061938277874,232
2,2,0.9720423708592967,-0.5668449376652657,77
3,1,0.9784406010327552,-0.5755524684142461,72
3,2,0.654472605722071,-0.33520714669210505,177
3,3,0.15297863985945337,-0.3485986867783635,60
4,1,0.6505376308186588,-0.3348717357892187,175
4,2,0.9940215290283891,-0.5642847936949241,72
4,3,0.14899722659127362,-0.22795938268334107,41
4,4,0.18788433834193397,-0.6242842998983491,21
5,1,0.1428410275290728,-0.2266696653309921,40
5,2,1.0382405410697182,-0.7058344856987735,29
5,3,0.18788433834193397,-0.6242842998983491,21
5,4,0.637224937067115,-0.3406810555459391,174
5,5,0.9960614651486395,-0.43917562745927263,45
6,1,0.1737805343206021,-0.6825211604522501,15
6,2,0.6353771577940397,-0.33935312420946434,168
6,3,1.0058373230255104,-0.37649979966414127,31
6,4,0.14931613684290052,-0.2518452167073221,46
6,5,1.22026176951624,-0.975987834298738,5
6,6,0.9538003226904317,-0.5977706521235792,44
7,1,0.6377545613301673,-0.3733018921370121,129
7,2,0.1438510467932026,-0.2512295975946559,45
7,3,0.1737805343206021,-0.6825211604522501,15
7,4,0.9761159538205938,-0.6015927373854434,41
7,5,0.6357066808463652,-0.24716799065152986,45
7,6,1.0134098535974287,-0.390361018248158,29
7,7,1.22026176951624,-0.975987834298738,5
8,1,0.14087598657308087,-0.15917461392917073,24
8,2,0.9937174292203104,-0.4462453993074227,44
8,3,0.14549137288875297,-0.36265996600067035,22
8,4,0.6384118277909464,-0.3064836501776262,128
8,5,0.1784408027997602,-0.6960313794448871,14
8,6,1.0261778518546243,-0.680663337216199,28
8,7,1.3759958390923448,-1.4106266432108652,1
8,8,0.6424756505056743,-0.43354811918665975,48
9,1,0.9937174292203104,-0.4462453993074227,44
9,2,0.6291832734648293,-0.3358563723567901,108
9,3,0.14809432164924924,-0.16319207414721568,25
9,4,0.1784408027997602,-0.6960313794448871,14
9,5,1.3759958390923448,-1.4106266432108652,1
9,6,1.0261778518546243,-0.680663337216199,28
9,7,0.13711789714644174,-0.367567053934974,21
9,8,0.6751595663973655,-0.20856425482408517,27
9,9,0.6432791062093436,-0.4423535085100535,41
10,1,0.6424976527602403,-0.43845924162289185,43
10,2,0.14809432164924924,-0.16319207414721568,25
10,3,1.0705047483284378,-0.7782901733569787,11
10,4,0.1784408027997602,-0.6960313794448871,14
10,5,1.0103459538689397,-0.39972728082342535,28
10,6,0.7114419297565304,-0.1806431849297685,17
10,7,0.6277490056887124,-0.3276267492911524,116
10,8,1.3759958390923448,-1.4106266432108652,1
10,9,0.13711789714644174,-0.367567053934974,21
10,10,0.9815547817478791,-0.5739337951999239,33
