k,Cluster,Frequency,Damping,Size
1,1,0.6382358448269387,-0.339064510319185,114
2,1,0.642048631971243,-0.3463221108316274,87
2,2,0.13647594757619091,-0.1943097701809387,27
3,1,0.13647594757619091,-0.1943097701809387,27
3,2,0.6390831410886683,-0.3354165371830629,58
3,3,0.9819924273534626,-0.4417835739848001,29
4,1,0.13647594757619091,-0.1943097701809387,27
4,2,0.6390831410886683,-0.3354165371830629,53
4,3,0.1639526586673531,-0.5784505943712007,7
4,4,0.9901805919237604,-0.4415824749296548,27
5,1,0.6373593470621671,-0.3297177118115678,49
5,2,0.13647594757619091,-0.1943097701809387,27
5,3,0.6761720828908593,-0.4602503808114631,6
5,4,0.1639526586673531,-0.5784505943712007,7
5,5,0.9901805919237604,-0.4415824749296548,25
6,1,0.6373593470621671,-0.3297177118115678,49
6,2,0.15197878150787392,-0.1213779793435121,11
6,3,0.6761720828908593,-0.4602503808114631,6
6,4,0.1639526586673531,-0.5784505943712007,7
6,5,0.9901805919237604,-0.4415824749296548,25
6,6,0.13296356302001788,-0.2218011964135848,16
7,1,0.6373593470621671,-0.3297177118115678,49
7,2,0.15197878150787392,-0.1213779793435121,11
7,3,1.3598845687149974,-0.9353285492610875,1
7,4,0.6761720828908593,-0.4602503808114631,6
7,5,0.1639526586673531,-0.5784505943712007,7
7,6,0.9901805919237604,-0.4415824749296548,24
7,7,0.13296356302001788,-0.2218011964135848,16
8,1,0.15197878150787392,-0.1213779793435121,10
8,2,0.6697936456531165,-0.2408140845150294,7
8,3,1.3598845687149974,-0.9353285492610875,1
8,4,0.6390831410886683,-0.3354165371830629,43
8,5,0.6761720828908593,-0.4602503808114631,6
8,6,0.1639526586673531,-0.5784505943712007,7
8,7,0.9901805919237604,-0.4415824749296548,24
8,8,0.13296356302001788,-0.2218011964135848,16
9,1,0.15197878150787392,-0.1213779793435121,10
9,2,0.6697936456531165,-0.2408140845150294,7
9,3,1.3598845687149974,-0.9353285492610875,1
9,4,0.6390831410886683,-0.3354165371830629,43
9,5,0.6761720828908593,-0.4602503808114631,6
9,6,0.1639526586673531,-0.5784505943712007,7
9,7,0.9794725385995742,-0.5303569740427804,5
9,8,0.9802123901707054,-0.4361061361414915,19
9,9,0.13296356302001788,-0.2218011964135848,16
10,1,0.15197878150787392,-0.1213779793435121,10
10,2,0.6697936456531165,-0.2408140845150294,7
10,3,1.3598845687149974,-0.9353285492610875,1
10,4,0.6390831410886683,-0.3354165371830629,43
10,5,0.6761720828908593,-0.4602503808114631,6
10,6,0.1639526586673531,-0.5784505943712007,7
10,7,0.9794725385995742,-0.5303569740427804,5
10,8,0.163081127252237,-0.3534612367005895,3
10,9,0.9802123901707054,-0.4361061361414915,19
10,10,0.1211958330420691,-0.2151095033833112,13
