k,Cluster,Frequency,Damping,Size
1,1,0.6385365610139592,-0.3575254212231371,358
2,1,0.6222534847225464,-0.3437550282112145,257
2,2,0.9677804385778616,-0.5070390442548086,101
3,1,0.6373068421148207,-0.3477587052390239,181
3,2,0.1726630347762369,-0.3577380258460553,88
3,3,0.973956959767356,-0.5074948832607167,89
4,1,0.6373068421148207,-0.3477587052390239,181
4,2,0.18587343063961287,-0.632317604425596,44
4,3,0.9789482405729988,-0.5038697090950568,86
4,4,0.14137047177200218,-0.206885148376769,47
5,1,0.6373068421148207,-0.3477587052390239,180
5,2,0.9789482405729988,-0.5038697090950568,85
5,3,0.2773672888585693,-0.8156936023202617,20
5,4,0.14994645736437,-0.4950174399919959,31
5,5,0.14118369783093931,-0.19549179649046353,42
6,1,0.6373068421148207,-0.3477587052390239,178
6,2,0.2655829685066685,-0.7907365831417779,20
6,3,0.9700860456752806,-0.5175360532751959,70
6,4,0.14994645736437,-0.4950174399919959,30
6,5,0.14118369783093931,-0.19549179649046353,42
6,6,1.1046149307200237,-0.3240128438156002,18
7,1,0.6370008029574494,-0.3561911400325756,125
7,2,0.2655829685066685,-0.7907365831417779,20
7,3,0.9700860456752806,-0.5175360532751959,70
7,4,0.14994645736437,-0.4950174399919959,30
7,5,0.14118369783093931,-0.19549179649046353,42
7,6,0.6419919273825007,-0.2981718476550243,53
7,7,1.1046149307200237,-0.3240128438156002,18
8,1,0.25199341366125444,-0.8978338804613667,11
8,2,0.18587343063961287,-0.632317604425596,19
8,3,0.6370008029574494,-0.3561911400325756,125
8,4,0.9700860456752806,-0.5175360532751959,70
8,5,0.17917336050413912,-0.4660570165208866,21
8,6,0.14118369783093931,-0.19549179649046353,41
8,7,0.6419919273825007,-0.2981718476550243,53
8,8,1.1046149307200237,-0.3240128438156002,18
9,1,0.9697493133888836,-0.4734672834406074,39
9,2,0.25199341366125444,-0.8978338804613667,11
9,3,0.21160230937790941,-0.621179608222488,22
9,4,0.6370008029574494,-0.3561911400325756,123
9,5,0.1161654601395466,-0.4522737051332425,18
9,6,0.9740980694499938,-0.5503341816793004,38
9,7,0.14118369783093931,-0.19549179649046353,41
9,8,1.0773336820448949,-0.2846842297489235,13
9,9,0.6419919273825007,-0.2981718476550243,53
10,1,0.6239295142604586,-0.4128452705852566,36
10,2,0.9697493133888836,-0.4734672834406074,37
10,3,0.25199341366125444,-0.8978338804613667,11
10,4,0.18587343063961287,-0.632317604425596,19
10,5,0.6408041674771031,-0.2966757647308959,51
10,6,0.1161654601395466,-0.4522737051332425,18
10,7,0.9740980694499938,-0.5503341816793004,38
10,8,0.14118369783093931,-0.19549179649046353,41
10,9,1.0773336820448949,-0.2846842297489235,13
10,10,0.6369111043305765,-0.349893034513643,94
