k,Cluster,Frequency,Damping,Size
1,1,0.6357511291695939,-0.3475909109770841,280
2,1,0.13259348887851097,-0.2271982196376653,55
2,2,0.6473777468236734,-0.3509859090336946,225
3,1,0.9899445192229728,-0.4974059083377773,55
3,2,0.6381669360262204,-0.3419262874060475,170
3,3,0.13259348887851097,-0.2271982196376653,55
4,1,0.9899445192229728,-0.4974059083377773,52
4,2,0.123966158333701,-0.508778754692621,23
4,3,0.6378286874052082,-0.3398780316501226,164
4,4,0.137611933273667,-0.20192137115822742,41
5,1,0.9801344002118115,-0.4378862457934018,41
5,2,0.123966158333701,-0.508778754692621,23
5,3,0.9931007542795044,-0.6979865196807206,17
5,4,0.6378286874052082,-0.3398780316501226,158
5,5,0.137611933273667,-0.20192137115822742,41
6,1,0.6350686331607205,-0.4343080043747405,38
6,2,0.9801344002118115,-0.4378862457934018,39
6,3,0.6373666112985059,-0.3306996563614491,123
6,4,0.123966158333701,-0.508778754692621,23
6,5,0.9931007542795044,-0.6979865196807206,16
6,6,0.137611933273667,-0.20192137115822742,41
7,1,0.63740117117558,-0.2946087769831988,35
7,2,0.6350686331607205,-0.4343080043747405,37
7,3,0.123966158333701,-0.508778754692621,23
7,4,0.9931007542795044,-0.6979865196807206,16
7,5,0.6378286874052082,-0.3398780316501226,92
7,6,0.137611933273667,-0.20192137115822742,40
7,7,0.9808444854160776,-0.4406162218330555,37
8,1,0.6350686331607205,-0.4343080043747405,38
8,2,0.9801344002118115,-0.4378862457934018,39
8,3,0.6373666112985059,-0.3306996563614491,123
8,4,0.123966158333701,-0.508778754692621,16
8,5,0.9931007542795044,-0.6979865196807206,16
8,6,0.14778184732335925,-0.2434515330070634,23
8,7,0.2262334188553728,-0.7062766711307314,6
8,8,0.1474106198116969,-0.1569396866094558,19
9,1,0.14013235436429117,-0.1964117385651171,35
9,2,0.63740117117558,-0.2946087769831988,35
9,3,0.6350686331607205,-0.4343080043747405,37
9,4,0.123966158333701,-0.508778754692621,13
9,5,0.9931007542795044,-0.6979865196807206,16
9,6,0.6378286874052082,-0.3398780316501226,92
9,7,0.2262334188553728,-0.7062766711307314,6
9,8,0.9808444854160776,-0.4406162218330555,37
9,9,0.163081127252237,-0.3534612367005895,9
10,1,0.63740117117558,-0.2946087769831988,32
10,2,0.6350686331607205,-0.4343080043747405,37
10,3,1.1041279690733647,-0.1759869731177615,3
10,4,0.123966158333701,-0.508778754692621,16
10,5,0.9931007542795044,-0.6979865196807206,16
10,6,0.6378286874052082,-0.3398780316501226,92
10,7,0.13259348887851097,-0.2271982196376653,29
10,8,0.15197878150787392,-0.12137797934351208,13
10,9,0.2262334188553728,-0.7062766711307314,6
10,10,0.9808444854160776,-0.4406162218330555,36
