k,Cluster,Frequency,Damping,Size
1,1,0.6355587762092273,-0.3517694661722518,125
2,1,0.6367182677718706,-0.341863158369235,99
2,2,0.9881985590630578,-0.6270240889114383,26
3,1,0.1601292266669761,-0.7255166861640965,17
3,2,0.6392376808486934,-0.3393196302893019,85
3,3,0.997423277343782,-0.6205053078690305,23
4,1,0.13710823665910427,-0.2760441079391952,11
4,2,0.16595067531918617,-0.7904665955369279,14
4,3,0.6491610523863925,-0.3363774874341589,79
4,4,0.9881985590630578,-0.6270240889114383,21
5,1,0.6392376808486934,-0.3393196302893019,74
5,2,0.13710823665910427,-0.2760441079391952,11
5,3,0.16595067531918617,-0.7904665955369279,14
5,4,0.9881985590630578,-0.6270240889114383,20
5,5,1.1113959874969888,-0.3078462856312389,6
6,1,0.16503318167763698,-0.5882612916391506,6
6,2,0.6392376808486934,-0.3393196302893019,74
6,3,0.13710823665910427,-0.2760441079391952,10
6,4,0.16595067531918617,-0.7904665955369279,9
6,5,0.9881985590630578,-0.6270240889114383,20
6,6,1.1113959874969888,-0.3078462856312389,6
7,1,1.3504803909172187,-1.3027255904156292,1
7,2,0.16503318167763698,-0.5882612916391506,6
7,3,0.6392376808486934,-0.3393196302893019,74
7,4,0.13710823665910427,-0.2760441079391952,10
7,5,0.16595067531918617,-0.7904665955369279,9
7,6,0.9881985590630578,-0.6270240889114383,19
7,7,1.1113959874969888,-0.3078462856312389,6
8,1,1.3504803909172187,-1.3027255904156292,1
8,2,0.16503318167763698,-0.5882612916391506,6
8,3,0.13710823665910427,-0.2760441079391952,10
8,4,0.6381281586948997,-0.344478734507718,64
8,5,0.6403676925003449,-0.2514231401318176,10
8,6,0.16595067531918617,-0.7904665955369279,9
8,7,0.9881985590630578,-0.6270240889114383,19
8,8,1.1113959874969888,-0.3078462856312389,6
9,1,0.14623512251683096,-0.1759385675159319,7
9,2,1.3504803909172187,-1.3027255904156292,1
9,3,0.16503318167763698,-0.5882612916391506,5
9,4,0.1307054144990581,-0.3924664822583646,4
9,5,0.6381281586948997,-0.344478734507718,64
9,6,0.6403676925003449,-0.2514231401318176,10
9,7,0.16595067531918617,-0.7904665955369279,9
9,8,0.9881985590630578,-0.6270240889114383,19
9,9,1.1113959874969888,-0.3078462856312389,6
10,1,0.6369976813617744,-0.319339560049268,34
10,2,0.14623512251683096,-0.1759385675159319,7
10,3,1.3504803909172187,-1.3027255904156292,1
10,4,0.16503318167763698,-0.5882612916391506,5
10,5,0.1307054144990581,-0.3924664822583646,4
10,6,0.6445251365086153,-0.3578087881034288,40
10,7,0.16595067531918617,-0.7904665955369279,5
10,8,0.1470449264753662,-0.9409382594671803,4
10,9,0.9881985590630578,-0.6270240889114383,19
10,10,1.1113959874969888,-0.3078462856312389,6
