k,Cluster,Frequency,Damping,Size
1,1,0.603477022823929,-0.36231387380250174,113
2,1,0.731306903125494,-0.3927126124662078,88
2,2,0.1535158441624208,-0.2553103137062564,25
3,1,0.9148332267355559,-0.4931553460014806,30
3,2,0.14711245134598327,-0.2505199328850786,24
3,3,0.6308001346565035,-0.341259813057566,59
4,1,0.9652782361162621,-0.47857473896920194,28
4,2,0.1535158441624208,-0.2553103137062564,25
4,3,0.6530721819583079,-0.33265696742995515,56
4,4,0.18879366853072221,-0.6324567574527856,4
5,1,0.1535158441624208,-0.2553103137062564,25
5,2,0.9529618155266406,-0.43282944196809225,22
5,3,0.6473802564623999,-0.3303781147485221,54
5,4,0.18879366853072221,-0.6324567574527856,4
5,5,0.9595173762956106,-0.5832771184371153,8
6,1,0.9286867939050094,-0.4538615238599683,29
6,2,0.18889815969733842,-0.3623121501757309,7
6,3,0.6477278644078253,-0.3280943850926539,53
6,4,1.169169482030283,-0.7389481326827033,2
6,5,0.13975605478773034,-0.2136984884125719,18
6,6,0.18879366853072221,-0.6324567574527856,4
7,1,0.9975017080891834,-0.45831837617554744,22
7,2,0.1668444358435529,-0.3123126910069355,14
7,3,0.656857161826801,-0.35947428823325955,46
7,4,0.26284662361625427,-0.6088501284185386,5
7,5,1.169169482030283,-0.7389481326827033,2
7,6,0.13655218202279779,-0.18276183350539218,11
7,7,0.65707449006975,-0.2629031888443234,13
8,1,0.656857161826801,-0.35947428823325955,46
8,2,0.13975605478773034,-0.2136984884125719,18
8,3,0.18879366853072221,-0.6324567574527856,4
8,4,1.011386245460306,-0.43186778210230214,16
8,5,1.169169482030283,-0.7389481326827033,2
8,6,0.18889815969733842,-0.3623121501757309,7
8,7,0.65707449006975,-0.2629031888443234,13
8,8,0.9031308706507888,-0.5267919106438228,7
9,1,0.9650856641477297,-0.5065217469517148,10
9,2,0.6451646308207315,-0.3437292929362315,41
9,3,0.13975605478773034,-0.2136984884125719,18
9,4,0.18879366853072221,-0.6324567574527856,4
9,5,1.0245150780403947,-0.4181489005287413,12
9,6,0.18889815969733842,-0.3623121501757309,7
9,7,0.7014273119534653,-0.4314832241135471,9
9,8,1.169169482030283,-0.7389481326827033,2
9,9,0.6551860587666798,-0.24917322985802776,10
10,1,0.7014273119534653,-0.4314832241135471,9
10,2,0.13945715136936238,-0.2442031478658046,12
10,3,0.6551860587666798,-0.24917322985802776,10
10,4,0.9650856641477297,-0.5065217469517148,10
10,5,0.18879366853072221,-0.6324567574527856,4
10,6,0.6451646308207315,-0.3437292929362315,41
10,7,0.18889815969733842,-0.3623121501757309,7
10,8,1.0245150780403947,-0.4181489005287413,12
10,9,1.169169482030283,-0.7389481326827033,2
10,10,0.14035386162446645,-0.15268916950610661,6
