Gen,Signal,Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
g1,Active Power,Mode 1,0.6062,-0.08,5,0.2733628565862607,0.2782381235263904,0.33676191155849355
g1,Current,Mode 1,0.6062,-0.08,5,0.2666545991016757,0.2661520447375595,0.2903814167540784
g1,Reactive Power,Mode 1,0.6062,-0.08,5,0.2799667740544749,0.2831934546507576,0.474180581875349
g1,Reactive Power,Mode 4,1.1211,-0.3373,1,0.13389628216277863,0.13389628216277863,0.13389628216277863
g1,Voltage,Mode 1,0.6062,-0.08,3,0.2559035005928795,0.2559035005928795,0.2559035005928795
g10,Active Power,Mode 1,0.6062,-0.08,2,0.23987763380420016,0.23987763380420016,0.24885698104269052
g10,Active Power,Mode 2,0.9497,-0.1065,1,0.08676488271254923,0.08676488271254923,0.08676488271254923
g10,Active Power,Mode 4,1.1211,-0.3373,1,0.06966608055934631,0.06966608055934631,0.06966608055934631
g10,Current,Mode 1,0.6062,-0.08,5,0.2262718089821637,0.24766307651606287,0.5069190185586689
g10,Current,Mode 3,1.0312,-0.2558,1,0.01197142919836525,0.01197142919836525,0.01197142919836525
g10,Current,Mode 4,1.1211,-0.3373,2,0.06779415638594624,0.06779415638594624,0.07959444910815218
g10,Reactive Power,Mode 1,0.6062,-0.08,8,0.375888074027945,0.36510688083589704,0.50109150484815
g10,Reactive Power,Mode 4,1.1211,-0.3373,1,0.1976794002478853,0.1976794002478853,0.1976794002478853
g10,Voltage,Mode 1,0.6062,-0.08,11,0.4309399048274401,0.38604618178424843,0.5191733623520777
g10,Voltage,Mode 4,1.1211,-0.3373,3,0.23840715865312037,0.2475728553612249,0.26590424877743396
g2,Active Power,Mode 1,0.6062,-0.08,4,0.2639814247688179,0.28350340718591205,0.37202948604468977
g2,Active Power,Mode 3,1.0312,-0.2558,1,0.14467105154807058,0.14467105154807058,0.14467105154807058
g2,Active Power,Mode 4,1.1211,-0.3373,3,0.17766471097995662,0.19583319746772343,0.24045772392281237
g2,Current,Mode 1,0.6062,-0.08,4,0.25872668982981856,0.28217620322562026,0.3818769133408078
g2,Current,Mode 4,1.1211,-0.3373,3,0.1772693759852757,0.20187785088329102,0.2510948006793216
g2,Reactive Power,Mode 1,0.6062,-0.08,3,0.3140502526520483,0.3053686659791426,0.3140502526520483
g2,Voltage,Mode 1,0.6062,-0.08,11,0.43510436651575835,0.4156571177013687,0.6870730414957392
g2,Voltage,Mode 3,1.0312,-0.2558,1,0.10019854059783126,0.10019854059783126,0.10019854059783126
g3,Active Power,Mode 1,0.6062,-0.08,4,0.31324639006273924,0.350063565102334,0.5029769240417407
g3,Active Power,Mode 4,1.1211,-0.3373,2,0.18050043647666567,0.18050043647666567,0.18050043647666567
g3,Current,Mode 1,0.6062,-0.08,5,0.26891036406274615,0.2927102253640836,0.354223886961312
g3,Current,Mode 4,1.1211,-0.3373,2,0.18064885864319039,0.18064885864319039,0.18064885864319039
g3,Reactive Power,Mode 1,0.6062,-0.08,6,0.2841063085542826,0.37534423021369756,0.7357764952215832
