Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g4,Voltage,Order 4,0.6208999706774694,-0.3933559745773142,8.23560615305779e-05,1.833531843960696
load03,g4,Voltage,Order 6,0.6418617817709769,-0.3310514912443871,7.06936604571743e-05,1.646610060770204
load03,g4,Voltage,Tau 1,0.6412168069216123,-0.3352589306793444,7.165532680309034e-05,1.655837116724861
load03,g4,Voltage,Tau 0.1,0.6412168069216123,-0.3352589306793444,7.165532680309034e-05,1.655837116724861
load03,g4,Voltage,Tau 0.01,0.6412168069216123,-0.3352589306793444,7.165532680309034e-05,1.655837116724861
load03,g4,Current,Order 4,0.4574563502988653,-0.3024618119861928,0.000187632715298,0.1692085383493325
load03,g4,Current,Order 6,0.6294577767219488,-0.36253992141814,0.0003015049538846,-0.8348600452765033
load03,g4,Current,Tau 1,0.6267257118293994,-0.4183777198754387,0.0003510014532503,-0.8337480019709917
load03,g4,Current,Tau 0.1,0.6387009155505831,-0.3342965124980103,0.0002819733706067,-1.058377549958555
load03,g4,Current,Tau 0.1,0.9801035459498624,-0.7146536427719127,0.0001212776112465,-1.0912436488080468
load03,g4,Current,Tau 0.01,0.6387009155505831,-0.3342965124980103,0.0002819733706067,-1.058377549958555
load03,g4,Current,Tau 0.01,0.9801035459498624,-0.7146536427719127,0.0001212776112465,-1.0912436488080468
load03,g4,Active Power,Order 4,0.2150792325184691,-0.3439742982340487,0.1438526825000187,1.163384827330891
load03,g4,Active Power,Order 6,0.6276123627966058,-0.3884970066293581,0.1956361701757808,-0.6991630454820874
load03,g4,Active Power,Tau 1,0.6252593823610615,-0.4423749781286611,0.2240350225063995,-0.7095417294919124
load03,g4,Active Power,Tau 0.1,0.6385233357440442,-0.3410427682614905,0.1740967888731717,-0.9763236946112164
load03,g4,Active Power,Tau 0.1,0.9715312415739008,-0.6798690212816859,0.0942557790035223,-1.0444983376053432
load03,g4,Active Power,Tau 0.01,0.6385233357440442,-0.3410427682614905,0.1740967888731717,-0.9763236946112164
load03,g4,Active Power,Tau 0.01,0.9715312415739008,-0.6798690212816859,0.0942557790035223,-1.0444983376053432
