Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase,Reference_Mode,Reference_Frequency,Reference_Damping,Distance_to_Reference
load03,g4,Voltage,Order 4,0.6332498962520994,-0.3634847987246951,7.41340504508653e-05,2.5045300403965127,Mode 1,0.6062,-0.08,0.28477241438599743
load03,g4,Voltage,Order 6,0.6391392959430011,-0.3310392008275213,6.460667637415571e-05,2.5077434311827624,Mode 1,0.6062,-0.08,0.25319099030048675
load03,g4,Voltage,Tau 1,0.641496006264535,-0.3232703072575255,6.667499057629737e-05,2.464315062903389,Mode 1,0.6062,-0.08,0.24581751453343786
load03,g4,Voltage,Tau 0.1,0.641496006264535,-0.3232703072575255,6.667499057629737e-05,2.464315062903389,Mode 1,0.6062,-0.08,0.24581751453343786
load03,g4,Voltage,Tau 0.01,0.641496006264535,-0.3232703072575255,6.667499057629737e-05,2.464315062903389,Mode 1,0.6062,-0.08,0.24581751453343786
load03,g4,Current,Order 4,0.4337928068508244,-0.3769518838262345,0.0001838876510501,0.8505105204160512,Mode 1,0.6062,-0.08,0.34337248223689476
load03,g4,Current,Order 6,0.6268131740877593,-0.3130743954189385,0.0002520440424736,-0.0005067924988532,Mode 1,0.6062,-0.08,0.23398413780826247
load03,g4,Current,Tau 1,0.6340021737100849,-0.3634666582893134,0.000293629618604,-0.1693585981964157,Mode 1,0.6062,-0.08,0.28482680215302086
load03,g4,Current,Tau 0.1,0.9724217603746254,-0.6639880203541232,9.825743466722853e-05,0.2410285903929928,Mode 4,1.1211,-0.3373,0.35892935458248093
load03,g4,Current,Tau 0.1,0.638263444493925,-0.3379153620727925,0.0002665235645481,-0.2367727692750341,Mode 1,0.6062,-0.08,0.2599007473362758
load03,g4,Current,Tau 0.01,0.9724217603746254,-0.6639880203541232,9.825743466722853e-05,0.2410285903929928,Mode 4,1.1211,-0.3373,0.35892935458248093
load03,g4,Current,Tau 0.01,0.638263444493925,-0.3379153620727925,0.0002665235645481,-0.2367727692750341,Mode 1,0.6062,-0.08,0.2599007473362758
load03,g4,Active Power,Order 4,0.2293056044785114,-0.4436389120407401,0.1760372996062421,1.5209997076968682,Mode 1,0.6062,-0.08,0.5237200050844739
load03,g4,Active Power,Order 6,0.6227108064021476,-0.3315275812238003,0.1569788067469444,0.1858477510318281,Mode 1,0.6062,-0.08,0.2520689009861087
load03,g4,Active Power,Tau 1,0.6290752091833913,-0.4182629037908941,0.1900569397173955,0.0937540719587251,Mode 1,0.6062,-0.08,0.3390354955992537
load03,g4,Active Power,Tau 0.1,0.9649092909323054,-0.7645247779039328,0.1008376656956246,0.011693854649974,Mode 4,1.1211,-0.3373,0.45488080686497856
load03,g4,Active Power,Tau 0.1,0.6408657490275507,-0.3374387555016528,0.162344825360686,-0.2987488895969613,Mode 1,0.6062,-0.08,0.2597622508946997
load03,g4,Active Power,Tau 0.01,0.9679331451303654,-0.6495454275854791,0.0800025523648187,0.186602802551306,Mode 4,1.1211,-0.3373,0.34778914945508915
