Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase,Reference_Mode,Reference_Frequency,Reference_Damping,Distance_to_Reference
load03,g4,Voltage,Order 4,0.6189643840777957,-0.379675068329518,8.328852679506812e-05,1.4554920841074377,Mode 1,0.6062,-0.08,0.2999467887462487
load03,g4,Voltage,Order 6,0.6439871112757375,-0.363050548972374,7.841810686500185e-05,1.213073429509807,Mode 1,0.6062,-0.08,0.2855616904490644
load03,g4,Voltage,Tau 1,0.6368030601290073,-0.3274041937676563,7.456858285035179e-05,1.289731639495073,Mode 1,0.6062,-0.08,0.24928975587272664
load03,g4,Voltage,Tau 0.1,0.6368030601290073,-0.3274041937676563,7.456858285035179e-05,1.289731639495073,Mode 1,0.6062,-0.08,0.24928975587272664
load03,g4,Voltage,Tau 0.01,0.6368030601290073,-0.3274041937676563,7.456858285035179e-05,1.289731639495073,Mode 1,0.6062,-0.08,0.24928975587272664
load03,g4,Current,Order 4,0.4867165137961062,-0.2574090505772844,0.0001688824854987,-0.2372710528088725,Mode 1,0.6062,-0.08,0.21389313851119565
load03,g4,Current,Order 6,0.6318428241057985,-0.3781017294329153,0.0003363621785518,-1.2927149844936412,Mode 1,0.6062,-0.08,0.29920259945230415
load03,g4,Current,Tau 1,0.6317546331532297,-0.4241406008764065,0.0003742189034398,-1.295172605327635,Mode 1,0.6062,-0.08,0.345088093748785
load03,g4,Current,Tau 0.1,0.9821840999494804,-0.7678074666767692,0.0001357394139097,-1.7942238138797602,Mode 4,1.1211,-0.3373,0.4523652353478277
load03,g4,Current,Tau 0.1,0.6392843022410306,-0.3396270338704837,0.0002870173059523,-1.4777311069538093,Mode 1,0.6062,-0.08,0.2617265133133461
load03,g4,Current,Tau 0.01,0.9821840999494804,-0.7678074666767692,0.0001357394139097,-1.7942238138797602,Mode 4,1.1211,-0.3373,0.4523652353478277
load03,g4,Current,Tau 0.01,0.6392843022410306,-0.3396270338704837,0.0002870173059523,-1.4777311069538093,Mode 1,0.6062,-0.08,0.2617265133133461
load03,g4,Active Power,Order 4,0.1977697857194062,-0.2536156588335682,0.1121716833767725,1.2525390596900774,Mode 1,0.6062,-0.08,0.4437990952328606
load03,g4,Active Power,Order 6,0.6318423952959482,-0.4290550619520134,0.2217995216860518,-1.188304052961232,Mode 1,0.6062,-0.08,0.3499956695601212
load03,g4,Active Power,Tau 1,0.6302442648011041,-0.4451332017401447,0.221771621991141,-1.1674022977109302,Mode 1,0.6062,-0.08,0.3659240108039302
load03,g4,Active Power,Tau 0.1,0.6302442648011041,-0.4451332017401447,0.221771621991141,-1.1674022977109302,Mode 1,0.6062,-0.08,0.3659240108039302
load03,g4,Active Power,Tau 0.01,0.9710713332091764,-0.7109331471131785,0.1037342577881799,-1.7473934978814134,Mode 4,1.1211,-0.3373,0.40262927052156805
load03,g4,Active Power,Tau 0.01,0.6361635894891475,-0.3250596107921113,0.1706824427439004,-1.3586164731745454,Mode 1,0.6062,-0.08,0.2468846482401351
load03,g4,Reactive Power,Order 6,0.6339471774219954,-0.3533825843414997,0.0959112708378955,-1.1339802087767423,Mode 1,0.6062,-0.08,0.2747870871713678
load03,g4,Reactive Power,Tau 1,0.6339471774219954,-0.3533825843414997,0.0959112708378955,-1.1339802087767423,Mode 1,0.6062,-0.08,0.2747870871713678
load03,g4,Reactive Power,Tau 0.1,0.6339471774219954,-0.3533825843414997,0.0959112708378955,-1.1339802087767423,Mode 1,0.6062,-0.08,0.2747870871713678
load03,g4,Reactive Power,Tau 0.01,0.635731229418115,-0.3367589440187047,0.0909691017535569,-1.1662314932605289,Mode 1,0.6062,-0.08,0.25845163734158405
load03,g5,Voltage,Order 2,0.6086924885944134,-0.4506937231754508,0.0001079087222149,1.642974238068433,Mode 1,0.6062,-0.08,0.3707021026391286
load03,g5,Voltage,Order 4,0.6304430867356501,-0.4466981194869736,9.357295076673592e-05,1.40769334313887,Mode 1,0.6062,-0.08,0.3674986232487885
load03,g5,Voltage,Order 4,0.1153932794609937,-0.561815206579708,7.251923972933038e-05,-2.2709661613930976,Mode 1,0.6062,-0.08,0.6877769480127266
load03,g5,Voltage,Order 6,0.6381669360262204,-0.3419262874060475,8.037500295787066e-05,1.3735326308498412,Mode 1,0.6062,-0.08,0.26386978802663236
load03,g5,Voltage,Order 6,0.1580017725306791,-0.5389928555486995,5.880185731156494e-05,-2.819746917974485,Mode 1,0.6062,-0.08,0.6415263771283223
load03,g5,Voltage,Tau 1,0.6304430867356501,-0.4466981194869736,9.357295076673592e-05,1.40769334313887,Mode 1,0.6062,-0.08,0.3674986232487885
load03,g5,Voltage,Tau 1,0.1153932794609937,-0.561815206579708,7.251923972933038e-05,-2.2709661613930976,Mode 1,0.6062,-0.08,0.6877769480127266
load03,g5,Voltage,Tau 0.1,0.6517562109293108,-0.4656209258685722,9.40870338709744e-05,1.2681968816760734,Mode 1,0.6062,-0.08,0.388302545474493
load03,g5,Voltage,Tau 0.1,0.1807782678525498,-0.6524705241906281,6.06185748255597e-05,-3.0757632988067374,Mode 1,0.6062,-0.08,0.7132363922644647
load03,g5,Voltage,Tau 0.01,1.1165200120285894,-0.4863508532173881,6.437349331157591e-06,1.0660771632388373,Mode 4,1.1211,-0.3373,0.1491212028339687
load03,g5,Voltage,Tau 0.01,0.6388652624440846,-0.3491396520867152,8.092108718391606e-05,1.380018592680455,Mode 1,0.6062,-0.08,0.27111468365969965
load03,g5,Voltage,Tau 0.01,0.2792114679075747,-0.8568622044675975,2.82106242384668e-05,2.219811983170784,Mode 1,0.6062,-0.08,0.8428738843090433
load03,g5,Voltage,Tau 0.01,0.3376479977172032,0.0011904396392484,5.6188561006133654e-08,0.92967429404488,Mode 1,0.6062,-0.08,0.2805567062447692
load03,g5,Voltage,Tau 0.01,0.134669787936329,-0.2040893367568731,1.202710610072949e-05,-1.525203752957683,Mode 1,0.6062,-0.08,0.4875847663592159
load03,g5,Current,Order 4,0.6239882682686482,-0.3722004005621439,0.000412613493001,-1.2343156254792795,Mode 1,0.6062,-0.08,0.2927413475692744
load03,g5,Current,Order 6,0.6301306953198684,-0.3989995604167934,0.0004479694177343,-1.2944623643442863,Mode 1,0.6062,-0.08,0.3198959170177072
load03,g5,Current,Tau 0.1,1.003516504010727,-0.7100769706698224,0.0002056627019668,-2.06170245337738,Mode 4,1.1211,-0.3373,0.390881757556974
load03,g5,Current,Tau 0.1,0.6373666112985059,-0.3306996563614491,0.0003646234780732,-1.4365731093483778,Mode 1,0.6062,-0.08,0.2526295219478136
load03,g5,Current,Tau 0.01,1.124602343320407,-0.6738344984110561,8.654242371234638e-05,-2.765653526717018,Mode 5,1.3155,-0.4033,0.3311054668172687
load03,g5,Current,Tau 0.01,0.9600504114017198,-0.5141849571687682,0.000100829015904,-1.7558024700914694,Mode 4,1.1211,-0.3373,0.23921801366174808
load03,g5,Current,Tau 0.01,0.6349779988421336,-0.3436839878919818,0.0003766209215104,-1.3964902317385268,Mode 1,0.6062,-0.08,0.2652497289121643
load03,g5,Active Power,Order 4,0.6094262019945365,-0.3741048290113665,0.2115805739236119,-1.0278839707847904,Mode 1,0.6062,-0.08,0.2941225234950813
load03,g5,Active Power,Order 6,0.6405932380211433,-0.4304268061390586,0.2392277515855497,-1.2966193664138672,Mode 1,0.6062,-0.08,0.3521105526427749
load03,g5,Active Power,Tau 1,0.6355878458625959,-0.463106643452147,0.2504071018747873,-1.262357207976908,Mode 1,0.6062,-0.08,0.38423215084322937
load03,g5,Active Power,Tau 0.1,0.6355878458625959,-0.463106643452147,0.2504071018747873,-1.262357207976908,Mode 1,0.6062,-0.08,0.38423215084322937
load03,g5,Active Power,Tau 0.01,1.1358304398997618,-0.7175102857942358,0.0414794856840464,-2.913365061660895,Mode 7,1.4953,-0.7033,0.3597503257274587
load03,g5,Active Power,Tau 0.01,0.960452559538319,-0.5335182560042853,0.0809391417667987,-1.6735245882823009,Mode 4,1.1211,-0.3373,0.25359259475831025
load03,g5,Active Power,Tau 0.01,0.6395736187184242,-0.3561651377580091,0.1974669884497688,-1.394448114255017,Mode 1,0.6062,-0.08,0.2781743729017159
load03,g5,Reactive Power,Order 4,0.1105996129830176,-0.3608486288382287,0.1212850327193525,-1.5792977979341756,Mode 1,0.6062,-0.08,0.5696452369077581
load03,g5,Reactive Power,Order 6,0.6162371576005833,-0.3124486664777002,0.0305055600195607,-0.8894722351415967,Mode 1,0.6062,-0.08,0.2326652683147187
load03,g5,Reactive Power,Order 6,0.123966158333701,-0.508778754692621,0.1814222941577945,-1.76578948294055,Mode 1,0.6062,-0.08,0.6452911734434247
load03,g5,Reactive Power,Tau 1,0.6162371576005833,-0.3124486664777002,0.0305055600195607,-0.8894722351415967,Mode 1,0.6062,-0.08,0.2326652683147187
load03,g5,Reactive Power,Tau 1,0.123966158333701,-0.508778754692621,0.1814222941577945,-1.76578948294055,Mode 1,0.6062,-0.08,0.6452911734434247
load03,g5,Reactive Power,Tau 0.1,0.6162371576005833,-0.3124486664777002,0.0305055600195607,-0.8894722351415967,Mode 1,0.6062,-0.08,0.2326652683147187
load03,g5,Reactive Power,Tau 0.1,0.123966158333701,-0.508778754692621,0.1814222941577945,-1.76578948294055,Mode 1,0.6062,-0.08,0.6452911734434247
load03,g5,Reactive Power,Tau 0.01,1.0049075002999508,-0.5004529910162139,0.0079071239817233,0.6126916913312848,Mode 4,1.1211,-0.3373,0.2002987655081346
load03,g5,Reactive Power,Tau 0.01,0.6305257252862647,-0.3628431684151059,0.0340558224638673,-1.0589071885746295,Mode 1,0.6062,-0.08,0.2838872995218327
load03,g5,Reactive Power,Tau 0.01,0.1377408168656252,-0.4232639610815524,0.1465633199078907,-1.5617503722768915,Mode 1,0.6062,-0.08,0.5807617009069409
load03,g5,Reactive Power,Tau 0.01,0.1027146133394785,-0.1729024193341763,0.0349251580779913,-2.684431059456305,Mode 1,0.6062,-0.08,0.5119847596353215
load03,g6,Voltage,Order 4,0.6167905832059858,-0.34377847931015,7.750596696029497e-05,1.5514285102375,Mode 1,0.6062,-0.08,0.26399099719463565
load03,g6,Voltage,Order 6,0.6394460112742439,-0.3190133970636839,7.850530618745138e-05,1.3646546782538038,Mode 1,0.6062,-0.08,0.24131452762229086
load03,g6,Voltage,Tau 0.01,1.10916741693234,-0.396739350322677,5.61751168394283e-06,1.1962574272083175,Mode 4,1.1211,-0.3373,0.06062526622991876
load03,g6,Voltage,Tau 0.01,0.6408208011783784,-0.3300877383361026,8.002924268735921e-05,1.3494485819016837,Mode 1,0.6062,-0.08,0.2524727247452677
load03,g6,Voltage,Tau 0.01,0.1030175731297177,-0.1962344603201888,4.3775599268213225e-05,-0.257337716521825,Mode 1,0.6062,-0.08,0.5164329622293609
load03,g6,Current,Order 4,0.6095436309910867,-0.3638992493601404,0.0003854953372605,-1.082952924083535,Mode 1,0.6062,-0.08,0.2839189385290381
load03,g6,Current,Order 6,0.6342553588278081,-0.38838992031075,0.0004067880724631,-1.3077669277268316,Mode 1,0.6062,-0.08,0.30966344005747237
load03,g6,Current,Tau 1,0.6328983376479611,-0.3958936126907135,0.0004231511511864,-1.2914823821669672,Mode 1,0.6062,-0.08,0.3170198349819062
load03,g6,Current,Tau 0.1,0.9931007542795044,-0.6979865196807206,0.0001553720131866,-1.9054336167904105,Mode 4,1.1211,-0.3373,0.3827251917295315
load03,g6,Current,Tau 0.1,0.6389488545679157,-0.328486551689103,0.0003487185829663,-1.4381197732661977,Mode 1,0.6062,-0.08,0.250635300478308
load03,g6,Current,Tau 0.01,0.9931007542795044,-0.6979865196807206,0.0001553720131866,-1.9054336167904105,Mode 4,1.1211,-0.3373,0.3827251917295315
load03,g6,Current,Tau 0.01,0.6389488545679157,-0.328486551689103,0.0003487185829663,-1.4381197732661977,Mode 1,0.6062,-0.08,0.250635300478308
load03,g6,Active Power,Order 4,0.5764196673122103,-0.3402538761290474,0.2224954219080596,-0.7039881264976606,Mode 1,0.6062,-0.08,0.2619521869639362
load03,g6,Active Power,Order 6,0.6349508411393051,-0.4119835535378306,0.2799378909360948,-1.2247819809602776,Mode 1,0.6062,-0.08,0.33322618547440597
load03,g6,Active Power,Tau 1,0.6359123640325098,-0.4177904273811676,0.289358260037093,-1.2326526575403614,Mode 1,0.6062,-0.08,0.3390946732208459
load03,g6,Active Power,Tau 0.1,0.9823707791211784,-0.6540309115256022,0.1238197648363284,-1.916938095342222,Mode 4,1.1211,-0.3373,0.34578066319776146
