Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g4,Voltage,Order 4,0.6208999706778465,-0.3933559745765747,8.235606153048411e-05,1.8335318439579011
load03,g4,Voltage,Order 6,0.6418617817709844,-0.3310514912441846,7.069366045715241e-05,1.646610060770154
load03,g4,Voltage,Tau 1,0.6412168069216081,-0.3352589306792563,7.165532680308252e-05,1.655837116724855
load03,g4,Voltage,Tau 0.1,0.6412168069216081,-0.3352589306792563,7.165532680308252e-05,1.655837116724855
load03,g4,Voltage,Tau 0.01,0.6412168069216081,-0.3352589306792563,7.165532680308252e-05,1.655837116724855
load03,g4,Current,Order 4,0.4574563502970526,-0.3024618119856513,0.0001876327152968,0.1692085383547942
load03,g4,Current,Order 6,0.6294577767219285,-0.3625399214180112,0.0003015049538847,-0.8348600452763301
load03,g4,Current,Tau 1,0.6267257118294134,-0.4183777198753907,0.0003510014532503,-0.8337480019711774
load03,g4,Current,Tau 0.1,0.6387009155505995,-0.334296512498151,0.0002819733706069,-1.0583775499589492
load03,g4,Current,Tau 0.1,0.9801035459498691,-0.7146536427718542,0.0001212776112466,-1.0912436488075954
load03,g4,Current,Tau 0.01,0.6387009155505995,-0.334296512498151,0.0002819733706069,-1.0583775499589492
load03,g4,Current,Tau 0.01,0.9801035459498691,-0.7146536427718542,0.0001212776112466,-1.0912436488075954
load03,g4,Active Power,Order 4,0.2150792325180812,-0.3439742982342598,0.1438526825006308,1.1633848273344405
load03,g4,Active Power,Order 6,0.6276123627965944,-0.3884970066292382,0.1956361701757757,-0.6991630454820664
load03,g4,Active Power,Tau 1,0.6252593823610497,-0.4423749781287533,0.224035022506443,-0.7095417294918971
load03,g4,Active Power,Tau 0.1,0.6385233357440401,-0.3410427682618149,0.1740967888732942,-0.9763236946112598
load03,g4,Active Power,Tau 0.1,0.9715312415739116,-0.6798690212818944,0.0942557790035422,-1.044498337604959
load03,g4,Active Power,Tau 0.01,0.6385233357440401,-0.3410427682618149,0.1740967888732942,-0.9763236946112598
load03,g4,Active Power,Tau 0.01,0.9715312415739116,-0.6798690212818944,0.0942557790035422,-1.044498337604959
load03,g4,Reactive Power,Order 6,0.6334896132753536,-0.3368973492875139,0.090917652032591,-0.7117943093770706
load03,g4,Reactive Power,Tau 1,0.6334896132753536,-0.3368973492875139,0.090917652032591,-0.7117943093770706
load03,g4,Reactive Power,Tau 0.1,0.6334896132753536,-0.3368973492875139,0.090917652032591,-0.7117943093770706
load03,g4,Reactive Power,Tau 0.01,0.6334896132753536,-0.3368973492875139,0.090917652032591,-0.7117943093770706
load03,g5,Voltage,Order 2,0.6073390634755133,-0.4512407525578491,0.0001028448200184,2.0114426383417627
load03,g5,Voltage,Order 4,0.6394237223698217,-0.3329636676661886,7.481390125895178e-05,1.7559222838452535
load03,g5,Voltage,Order 4,0.1242332557503432,-0.5729178157771888,7.731681492024381e-05,-2.301175483490668
load03,g5,Voltage,Order 6,0.6388589529860266,-0.3339493272172006,7.501511247534486e-05,1.7673410511051029
load03,g5,Voltage,Order 6,0.1416425908825974,-0.5628502282959513,6.701267226877248e-05,-2.4669504164032228
load03,g5,Voltage,Tau 1,0.6394237223698217,-0.3329636676661886,7.481390125895178e-05,1.7559222838452535
load03,g5,Voltage,Tau 1,0.1242332557503432,-0.5729178157771888,7.731681492024381e-05,-2.301175483490668
load03,g5,Voltage,Tau 0.1,0.6394237223698217,-0.3329636676661886,7.481390125895178e-05,1.7559222838452535
load03,g5,Voltage,Tau 0.1,0.1242332557503432,-0.5729178157771888,7.731681492024381e-05,-2.301175483490668
load03,g5,Voltage,Tau 0.01,0.6379360436177839,-0.3357147366629803,7.635394107647382e-05,1.7885753867216112
load03,g5,Voltage,Tau 0.01,1.1156669856229051,-0.4818038151416858,6.073014467756119e-06,1.6494487463130945
load03,g5,Voltage,Tau 0.01,0.2875361684259248,-0.781732026345358,2.0770494216175135e-05,2.3784017164536926
load03,g5,Voltage,Tau 0.01,0.1336094040202141,-0.2199702812758474,1.4710963574034376e-05,-1.1838349080438484
load03,g5,Voltage,Tau 0.01,0.3379602599427449,-0.0008543634831531,4.3177357650874154e-08,1.2063943814816047
load03,g5,Current,Order 4,0.625618183404873,-0.3929568186540371,0.0004204983556364,-0.8064767522872899
load03,g5,Current,Order 6,0.6322312309744297,-0.3873349561493136,0.0004093460642426,-0.8605365613033886
load03,g5,Current,Tau 1,0.63121039379764,-0.4095270446484622,0.0004360918153739,-0.8642665479025219
load03,g5,Current,Tau 0.1,0.6397872789198211,-0.332760809088802,0.0003555241388659,-1.0854893558574803
load03,g5,Current,Tau 0.1,0.9970663711945258,-0.7733182657393949,0.0002158617154874,-1.3865463903258173
load03,g5,Current,Tau 0.01,0.6388714389414722,-0.3295513406173609,0.0003511808828822,-1.0624440466125584
load03,g5,Current,Tau 0.01,1.0044313607876685,-0.7513501111875605,0.0002060280804444,-1.4362484098221255
load03,g5,Active Power,Order 4,0.5868337089461656,-0.3829049526605228,0.20743307890797,-0.3932029505364538
load03,g5,Active Power,Order 6,0.6326441315318836,-0.416602917777411,0.222389771804748,-0.7785289761666074
load03,g5,Active Power,Tau 1,0.6309695891492914,-0.4448114851633875,0.2395288412430412,-0.7817334248857067
load03,g5,Active Power,Tau 0.1,0.990181854241936,-0.7573739683628039,0.1371048830400699,-1.346264231481753
load03,g5,Active Power,Tau 0.1,0.640580847195129,-0.3382678248867877,0.1823949328328537,-1.0451963304814895
load03,g5,Active Power,Tau 0.01,0.9959272459000298,-0.7376205122277728,0.1313838783982245,-1.3889309421927905
load03,g5,Active Power,Tau 0.01,0.6395424434394889,-0.3340768085810288,0.1795878100057649,-1.0192972149739072
load03,g5,Reactive Power,Order 4,0.1077003532621908,-0.3312078866691222,0.1075639794236515,-1.467469988354441
load03,g5,Reactive Power,Order 6,0.1098986409606549,-0.5095569363658253,0.1865950493122984,-1.638081268212887
load03,g5,Reactive Power,Order 6,0.6218380095798103,-0.32834902518322,0.0283035041431918,-0.5826186460929877
load03,g5,Reactive Power,Tau 1,0.1098986409606549,-0.5095569363658253,0.1865950493122984,-1.638081268212887
load03,g5,Reactive Power,Tau 1,0.6218380095798103,-0.32834902518322,0.0283035041431918,-0.5826186460929877
load03,g5,Reactive Power,Tau 0.1,0.1098986409606549,-0.5095569363658253,0.1865950493122984,-1.638081268212887
load03,g5,Reactive Power,Tau 0.1,0.6218380095798103,-0.32834902518322,0.0283035041431918,-0.5826186460929877
load03,g5,Reactive Power,Tau 0.01,0.6337241836875488,-0.3599932882788251,0.0308867323576662,-0.7037337964871673
load03,g5,Reactive Power,Tau 0.01,0.1341508305814211,-0.3741312843397886,0.1337298005397392,-1.396449312853236
load03,g5,Reactive Power,Tau 0.01,1.0093016789498936,-0.470919138394143,0.0066621782212779,1.3569072271366271
load03,g5,Reactive Power,Tau 0.01,0.1004717077808864,-0.1747513723530109,0.0392779580637583,-2.6924725728651167
load03,g6,Voltage,Order 4,0.618514528368885,-0.3283426293354322,7.31719091892103e-05,1.9746336574761365
load03,g6,Voltage,Order 6,0.6385388626963169,-0.3300356948798528,7.62581210930556e-05,1.7831710114376866
load03,g6,Voltage,Tau 0.1,0.6398657205032617,-0.3222072703639237,7.417695860765688e-05,1.7634211560580928
load03,g6,Voltage,Tau 0.01,0.6391274751308698,-0.32685321801912,7.543903344242034e-05,1.7788884527783204
load03,g6,Voltage,Tau 0.01,0.101936464151152,-0.1106107647585323,9.251819764956583e-06,0.3319833361700189
load03,g6,Current,Order 4,0.5903716803873686,-0.361841798329243,0.0003667694676584,-0.4909547825018266
load03,g6,Current,Order 6,0.6313587388282181,-0.3730284183288814,0.0003765740820975,-0.8496880746578528
load03,g6,Current,Tau 1,0.6293878784194408,-0.4158157995987545,0.0004230511189298,-0.8514692302275617
load03,g6,Current,Tau 0.1,0.6385744338308007,-0.3309675121236679,0.0003368813269656,-1.0329919276318469
load03,g6,Current,Tau 0.1,0.9945721263889544,-0.7084579698428307,0.000144919477689,-1.308026068082142
load03,g6,Current,Tau 0.01,0.6385744338308007,-0.3309675121236679,0.0003368813269656,-1.0329919276318469
load03,g6,Current,Tau 0.01,0.9945721263889544,-0.7084579698428307,0.000144919477689,-1.308026068082142
load03,g6,Active Power,Order 4,0.5520828041338743,-0.349569287471884,0.217569053664498,-0.1175004948903073
load03,g6,Active Power,Order 6,0.6307124882961622,-0.3966264589877806,0.2585098039767773,-0.7440846643729032
load03,g6,Active Power,Tau 1,0.629372605215298,-0.4283949473601722,0.2808608682319904,-0.7516420716777708
load03,g6,Active Power,Tau 0.1,0.6406100925549327,-0.3435475099073778,0.2272053599482751,-1.0200885997607254
load03,g6,Active Power,Tau 0.1,0.9729676506905576,-0.7235349797035735,0.1362814405919234,-1.1683542527709871
load03,g6,Active Power,Tau 0.01,0.6387963243713374,-0.33607065674699,0.2209599142519767,-0.9755122073479584
load03,g6,Active Power,Tau 0.01,0.9847061559978256,-0.6815935951615923,0.1242585307209912,-1.2550508660345197
load03,g6,Reactive Power,Order 6,0.6363152985826532,-0.3426376380411565,0.0997499139854036,-0.9108233197771726
load03,g6,Reactive Power,Tau 0.01,0.638899705441229,-0.3361405764361376,0.0973030818625231,-0.944688075868876
load03,g7,Voltage,Order 2,0.4813084854216164,-0.3145149890040262,5.52124048170071e-05,2.6874242564438235
load03,g7,Voltage,Order 4,0.6255395041933931,-0.428379403298453,0.0001017186524218,1.869073642609253
load03,g7,Voltage,Order 6,0.6406389134360557,-0.3351470364753813,7.839994855494045e-05,1.7336340684286513
load03,g7,Voltage,Tau 1,0.6408967069843577,-0.3348749498268517,7.833149858849478e-05,1.727989313632715
load03,g7,Voltage,Tau 0.1,0.6406389134360557,-0.3351470364753813,7.839994855494045e-05,1.7336340684286513
load03,g7,Voltage,Tau 0.01,0.6400458654410603,-0.3363496764616088,7.876816606734874e-05,1.7463608411784115
load03,g7,Voltage,Tau 0.01,0.126114466593611,-0.2845244940487026,2.7648558737909503e-05,-1.27819341763482
load03,g7,Current,Order 4,0.5920054027082781,-0.352032021722253,0.0003064317373136,-0.4788494423247655
load03,g7,Current,Order 6,0.6306605096393237,-0.3675238323304099,0.000318344747779,-0.8281439918132191
load03,g7,Current,Tau 1,0.6294449079089207,-0.4029204842196268,0.0003507307746065,-0.8346181207590352
load03,g7,Current,Tau 0.1,0.6388114793362524,-0.3335248091767075,0.0002918876447762,-1.0313014712541864
load03,g7,Current,Tau 0.1,0.9929896731874628,-0.7229844059863149,0.00012583722569,-1.1891228522496713
load03,g7,Current,Tau 0.01,0.6388114793362524,-0.3335248091767075,0.0002918876447762,-1.0313014712541864
load03,g7,Current,Tau 0.01,0.9929896731874628,-0.7229844059863149,0.00012583722569,-1.1891228522496713
load03,g7,Active Power,Order 4,0.3294951502369169,-0.3120087173798787,0.0994821637126502,0.6544795670232502
load03,g7,Active Power,Order 6,0.6297307914550659,-0.3882749267534093,0.1935325684239702,-0.7127230017843403
load03,g7,Active Power,Tau 1,0.628295948505169,-0.4281329859892477,0.214421104479186,-0.7237697536253824
load03,g7,Active Power,Tau 0.1,0.6416579318713199,-0.346186981773565,0.17584235082699,-1.0228401908135407
load03,g7,Active Power,Tau 0.1,0.963933610101998,-0.7678046008027366,0.1048030383375917,-1.023729279408628
load03,g7,Active Power,Tau 0.01,0.6387943652523254,-0.3363206037386844,0.1691557763927716,-0.9526301833320248
load03,g7,Active Power,Tau 0.01,0.9853881437989712,-0.6940479323133447,0.089770126872951,-1.161863596985334
load03,g7,Reactive Power,Order 4,0.542533797229613,-0.1987329291030155,0.038584811496631,0.2923400394477695
load03,g7,Reactive Power,Order 6,0.62818417829,-0.302329572660446,0.0688106884943833,-0.735687818761796
load03,g7,Reactive Power,Tau 1,0.62818417829,-0.302329572660446,0.0688106884943833,-0.735687818761796
load03,g7,Reactive Power,Tau 0.1,0.6316419931612519,-0.3241074862084072,0.0736087646754891,-0.7905636438380353
load03,g7,Reactive Power,Tau 0.1,0.1560666514455684,-0.2205487609062527,0.0227146036876287,-1.5769158789391078
load03,g7,Reactive Power,Tau 0.01,0.6371433867217835,-0.3316937278720955,0.0762441167745245,-0.9160602099226104
load03,g7,Reactive Power,Tau 0.01,1.0438227547612997,-0.689549647482672,0.0183196135767064,-0.8955866163355819
load03,g7,Reactive Power,Tau 0.01,0.1337921474518973,-0.2194684350242386,0.0331445544442985,-0.5002894889644781
