Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load29,g4,Voltage,Order 4,0.5923993006305934,-0.4829367713489581,8.779733478104445e-05,-2.0576391079132192
load29,g4,Voltage,Order 6,0.6106985637217089,-0.3656482919653623,7.094228301363344e-05,-2.414798475744496
load29,g4,Voltage,Order 6,0.1175028338011305,-0.6093273671556054,0.0001144821577111,1.226868502755547
load29,g4,Voltage,Tau 1,0.6106985637217089,-0.3656482919653623,7.094228301363344e-05,-2.414798475744496
load29,g4,Voltage,Tau 1,0.1175028338011305,-0.6093273671556054,0.0001144821577111,1.226868502755547
load29,g4,Voltage,Tau 0.1,0.6496716744799832,-0.3106287205375722,6.186332906949533e-05,-2.927803266030985
load29,g4,Voltage,Tau 0.1,0.2942115598099735,-1.582935498276679,0.0001156600372574,-0.5891465699324975
load29,g4,Voltage,Tau 0.1,0.1418612493568137,-0.1155383094034237,7.800116012332746e-06,1.873160758518404
load29,g4,Voltage,Tau 0.01,1.0370988412892856,-0.7164818560325847,1.2650796793061395e-05,-0.7686353999197721
load29,g4,Voltage,Tau 0.01,0.6286064842905696,-0.3352229956141681,6.493986787140027e-05,-2.566769964590646
load29,g4,Voltage,Tau 0.01,0.2519934136612545,-0.8978338804613667,0.0001003249713509,-0.3936037812483079
load29,g4,Voltage,Tau 0.01,0.1400886669158485,-0.0707822972733316,3.548759334017497e-07,-0.1622835091548127
load29,g4,Current,Order 4,0.6569890967517191,-0.3543320465449591,0.0002844903143738,0.4984184342005696
load29,g4,Current,Order 6,0.7014605768538287,-0.3841755075461034,0.0002824564683543,0.0120950860158376
load29,g4,Current,Tau 1,0.6685214727117436,-0.2908643069820998,0.0002480794926028,0.3426979659484024
load29,g4,Current,Tau 0.1,0.992738825557592,-0.51295336298787,0.0001682712791023,-2.117042582803164
load29,g4,Current,Tau 0.1,0.6388239256886852,-0.3648931814817471,0.0002810200781461,0.8062372996114647
load29,g4,Current,Tau 0.01,0.9906179266770846,-0.5417823047611383,0.0001798894422909,-2.0583504847818954
load29,g4,Current,Tau 0.01,0.6367404645319855,-0.3335908253343995,0.0002573543891831,0.823493096247308
load29,g4,Current,Tau 0.01,0.3323256976275425,-0.9938488407288936,6.952174126030353e-05,2.4771053046631537
load29,g4,Active Power,Order 4,0.6772730276672903,-0.3591625574546383,0.1731059986365926,0.3005986388362112
load29,g4,Active Power,Order 6,0.7408807209905156,-0.431255611149235,0.1859258018365195,-0.2880270847182697
load29,g4,Active Power,Tau 1,0.695526027953914,-0.3134948127381133,0.1540295881431298,0.1127335497697554
load29,g4,Active Power,Tau 0.1,0.9878557249373268,-0.5460990323282041,0.1456371982758058,-2.0091501167654826
load29,g4,Active Power,Tau 0.1,0.6357336149784089,-0.3419020476388981,0.159077461600639,0.9099515962746828
load29,g4,Active Power,Tau 0.01,0.9878557249373268,-0.5460990323282041,0.1456371982758058,-2.0091501167654826
