Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g2,Voltage,Order 2,0.4987851986147034,-0.23370854090149,5.448313440994544e-05,-0.2632919744080726
load03,g2,Voltage,Order 4,0.64372098829538,-0.5134835466294163,0.0001411307352735,-1.3796378768287236
load03,g2,Voltage,Order 6,0.6405682919759732,-0.2189572855683992,7.485772818848047e-05,-1.3893777874846878
load03,g2,Voltage,Order 6,0.1245331495427862,-0.5699657228019465,0.0001145251880172,1.3393472938930426
load03,g2,Voltage,Tau 1,0.6405682919759732,-0.2189572855683992,7.485772818848047e-05,-1.3893777874846878
load03,g2,Voltage,Tau 1,0.1245331495427862,-0.5699657228019465,0.0001145251880172,1.3393472938930426
load03,g2,Voltage,Tau 0.1,0.6405682919759732,-0.2189572855683992,7.485772818848047e-05,-1.3893777874846878
load03,g2,Voltage,Tau 0.1,0.1245331495427862,-0.5699657228019465,0.0001145251880172,1.3393472938930426
load03,g2,Voltage,Tau 0.01,0.9411447414136842,-0.2997294654973977,1.7993076020178615e-06,2.591147595561591
load03,g2,Voltage,Tau 0.01,0.6405816700785536,-0.4057996207955042,0.0001114195642258,-1.3850806555782964
load03,g2,Voltage,Tau 0.01,0.108536775612388,-0.4933780945553302,9.45281399350025e-05,1.5557244135445762
load03,g2,Voltage,Tau 0.01,0.1220283471239863,-0.0655533350476687,1.8766838645764568e-06,-2.074760781958473
load03,g2,Current,Order 6,0.6623605491136925,-0.457724727368955,0.0004440711726752,1.758339874685861
load03,g2,Current,Tau 1,0.9619536380417166,-0.5315190371813003,0.0001923196847718,-0.0522166048133418
load03,g2,Current,Tau 1,0.630797959916198,-0.3080517720787336,0.0002789842950048,2.203972912517146
load03,g2,Current,Tau 0.1,0.9744873406800166,-0.4369451694229657,0.0001547868641981,-0.0738758877726813
load03,g2,Current,Tau 0.1,0.6373045771681299,-0.3368501612019876,0.0003113191410931,2.084696343381332
load03,g2,Current,Tau 0.01,0.9744873406800166,-0.4369451694229657,0.0001547868641981,-0.0738758877726813
load03,g2,Current,Tau 0.01,0.6373045771681299,-0.3368501612019876,0.0003113191410931,2.084696343381332
load03,g2,Active Power,Order 6,0.701533657761643,-0.439607330548839,0.215447861714176,1.4952664798422006
load03,g2,Active Power,Tau 1,0.971369198048915,-0.5254504821711186,0.1361582754320321,-0.133284553178025
load03,g2,Active Power,Tau 1,0.6316929414432106,-0.3126286216042015,0.1362175314981012,2.2807398448685463
load03,g2,Active Power,Tau 0.1,0.974023078436422,-0.436965082506225,0.110228649663655,-0.0584141807958622
load03,g2,Active Power,Tau 0.1,0.636258723114783,-0.3311497074592373,0.1550023679114271,2.1461225183213597
load03,g2,Active Power,Tau 0.01,1.099199045995126,-0.1281056661406732,0.0041956738718556,0.7952838208102405
load03,g2,Active Power,Tau 0.01,0.978321862143824,-0.4284209352083183,0.1060335959787185,-0.1217961136526897
load03,g2,Active Power,Tau 0.01,0.6358776051758968,-0.3534148062894375,0.1676191630591074,2.147320491869075
load03,g2,Reactive Power,Order 6,0.6273030318250499,-0.3933404270735047,0.0656914570831967,2.5741960248195817
load03,g2,Reactive Power,Tau 0.1,0.6273030318250499,-0.3933404270735047,0.0656914570831967,2.5741960248195817
load03,g2,Reactive Power,Tau 0.01,0.6322153001970224,-0.3668281156766654,0.0594838209274896,2.522713020560716
load03,g3,Voltage,Order 2,0.6180245635496345,-0.4144163889415653,0.0001257780204526,-1.199605324792718
load03,g3,Voltage,Order 4,0.6091252953440449,-0.3839186838993317,0.000117378040343,-1.1155101544555144
load03,g3,Voltage,Order 6,0.6696861625566063,-0.3794160276031023,0.0001066374882758,-1.63074306025281
load03,g3,Voltage,Order 6,0.1606236951089296,-0.4456551675339428,4.706594146779583e-05,1.0292771106855272
load03,g3,Voltage,Tau 1,0.6180245635496345,-0.4144163889415653,0.0001257780204526,-1.199605324792718
load03,g3,Voltage,Tau 0.1,0.6186550914730691,-0.3178405453070188,9.662074817038236e-05,-1.177679425620627
load03,g3,Voltage,Tau 0.1,0.1443178860258166,-0.4631238460157245,4.492706430296128e-05,1.3438995177498798
load03,g3,Voltage,Tau 0.01,0.9640698714407075,-0.543005008121008,8.943096633096165e-06,2.961524552013467
load03,g3,Voltage,Tau 0.01,0.636949979295265,-0.3424731746651847,9.951670620015584e-05,-1.367523241156363
load03,g3,Voltage,Tau 0.01,0.1378253022050681,-0.1134446594296343,4.218046601673695e-06,2.657841362203297
load03,g3,Current,Order 4,0.6454433685104067,-0.3851644318879767,0.0003975524687536,1.8920393056562197
load03,g3,Current,Order 6,0.6597290976681699,-0.430155962103763,0.0004712577575044,1.7880467482410205
load03,g3,Current,Tau 1,0.6581283218201918,-0.3438488834414451,0.0003953753441828,1.781589237357065
load03,g3,Current,Tau 0.1,0.9729984337872116,-0.4407404960081227,0.0001313435146416,0.0175752895736425
load03,g3,Current,Tau 0.1,0.6384764063947386,-0.3444070256080375,0.0003678622629337,2.043048243081406
load03,g3,Current,Tau 0.01,0.9729984337872116,-0.4407404960081227,0.0001313435146416,0.0175752895736425
load03,g3,Current,Tau 0.01,0.6384764063947386,-0.3444070256080375,0.0003678622629337,2.043048243081406
load03,g3,Active Power,Order 4,0.1152955327001203,-0.189538076044416,0.0338883379953564,-2.6748903587364867
load03,g3,Active Power,Order 6,0.6739757071964848,-0.429191629413238,0.268626957635608,1.6883172357661596
load03,g3,Active Power,Tau 0.1,0.9720046021041676,-0.4390397164068695,0.1058802272793273,0.0150885717490777
load03,g3,Active Power,Tau 0.1,0.6383735325546674,-0.3488663974954734,0.2133650609908276,2.104701945089156
load03,g3,Active Power,Tau 0.01,0.9720046021041676,-0.4390397164068695,0.1058802272793273,0.0150885717490777
load03,g3,Active Power,Tau 0.01,0.6383735325546674,-0.3488663974954734,0.2133650609908276,2.104701945089156
load03,g3,Reactive Power,Order 4,0.5753074970862538,-0.2584060844827512,0.0537105343499282,-3.0186455385660325
