2
-0.0100	308.6001	-92.2000
0.0000	308.6006	-92.1998
0.0100	308.6024	-92.1992
0.0200	308.6068	-92.1981
0.0300	308.6145	-92.1963
0.0400	308.6254	-92.1941
0.0500	308.6382	-92.1915
0.0600	308.6518	-92.1886
0.0700	308.6661	-92.1857
0.0800	308.6812	-92.1830
0.0900	308.6965	-92.1809
0.1000	308.7108	-92.1797
0.1100	308.7232	-92.1795
0.1200	308.7327	-92.1805
0.1300	308.7385	-92.1822
0.1400	308.7396	-92.1845
0.1500	308.7345	-92.1871
0.1600	308.7224	-92.1895
0.1700	308.7039	-92.1914
0.1800	308.6812	-92.1930
0.1900	308.6561	-92.1944
0.2000	308.6295	-92.1958
0.2100	308.6021	-92.1974
0.2200	308.5756	-92.1992
0.2300	308.5522	-92.2010
0.2400	308.5330	-92.2029
0.2500	308.5182	-92.2050
0.2600	308.5075	-92.2076
0.2700	308.5013	-92.2109
0.2800	308.4999	-92.2148
0.2900	308.5033	-92.2191
0.3000	308.5108	-92.2232
0.3100	308.5215	-92.2268
0.3200	308.5352	-92.2296
0.3300	308.5516	-92.2318
0.3400	308.5703	-92.2330
0.3500	308.5898	-92.2332
0.3600	308.6082	-92.2322
0.3700	308.6243	-92.2295
0.3800	308.6379	-92.2252
0.3900	308.6490	-92.2195
0.4000	308.6583	-92.2129
0.4100	308.6667	-92.2061
0.4200	308.6752	-92.1995
0.4300	308.6841	-92.1936
0.4400	308.6932	-92.1886
0.4500	308.7026	-92.1849
0.4600	308.7125	-92.1824
0.4700	308.7230	-92.1808
0.4800	308.7335	-92.1796
0.4900	308.7430	-92.1790
0.5000	308.7505	-92.1790
0.5100	308.7554	-92.1802
0.5200	308.7570	-92.1829
0.5300	308.7545	-92.1868
0.5400	308.7474	-92.1911
0.5500	308.7359	-92.1953
0.5600	308.7209	-92.1989
0.5700	308.7039	-92.2018
0.5800	308.6862	-92.2036
0.5900	308.6698	-92.2042
0.6000	308.6561	-92.2032
0.6100	308.6450	-92.2008
0.6200	308.6352	-92.1975
0.6300	308.6255	-92.1941
0.6400	308.6149	-92.1911
0.6500	308.6031	-92.1885
0.6600	308.5909	-92.1861
0.6700	308.5805	-92.1835
0.6800	308.5740	-92.1806
0.6900	308.5731	-92.1779
0.7000	308.5790	-92.1758
0.7100	308.5914	-92.1747
0.7200	308.6082	-92.1751
0.7300	308.6253	-92.1768
