Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase,Reference_Mode,Reference_Frequency,Reference_Damping,Distance_to_Reference
load29,g2,Voltage,Order 2,0.5609294391175322,-0.3710138835419342,7.320242666989367e-05,-1.820254670569011,Mode 1,0.6062,-0.08,0.29451401341323585
load29,g2,Voltage,Order 4,0.6330069662174393,-0.2544267561796519,5.875516529574288e-05,-2.593021881611954,Mode 1,0.6062,-0.08,0.1764746630798276
load29,g2,Voltage,Order 4,0.132789230156797,-0.5763721136330089,9.299832879183023e-05,0.8393751316946075,Mode 1,0.6062,-0.08,0.6859322358630149
load29,g2,Voltage,Order 6,0.6583561522985949,-0.3054195043629765,6.57869001177331e-05,-2.9046677207073874,Mode 1,0.6062,-0.08,0.23137462516413548
load29,g2,Voltage,Tau 1,0.6330069662174393,-0.2544267561796519,5.875516529574288e-05,-2.593021881611954,Mode 1,0.6062,-0.08,0.1764746630798276
load29,g2,Voltage,Tau 1,0.132789230156797,-0.5763721136330089,9.299832879183023e-05,0.8393751316946075,Mode 1,0.6062,-0.08,0.6859322358630149
load29,g2,Voltage,Tau 0.1,0.6404287980260586,-0.2187302865775794,5.34183503046109e-05,-2.700950611114424,Mode 1,0.6062,-0.08,0.14289052812627584
load29,g2,Voltage,Tau 0.1,0.1520088308489578,-0.6116446297733975,9.192970396385774e-05,0.7256753477250082,Mode 1,0.6062,-0.08,0.6992393227655919
load29,g2,Voltage,Tau 0.01,1.0318213644141143,-0.4064159835860396,1.3212804742623474e-05,-0.0567378503994553,Mode 4,1.1211,-0.3373,0.11290568612405252
load29,g2,Voltage,Tau 0.01,0.6279116923237686,-0.3292645316579819,6.959793280162575e-05,-2.39907600562434,Mode 1,0.6062,-0.08,0.25020832185647834
load29,g2,Voltage,Tau 0.01,0.4947505853329324,-0.418009187786421,1.0252854400380972e-05,-2.8526836072182893,Mode 1,0.6062,-0.08,0.3559089533260831
load29,g2,Voltage,Tau 0.01,0.2473296728136524,-0.3002238437371378,4.774910212069847e-06,0.7595327688843893,Mode 1,0.6062,-0.08,0.4210539788259879
load29,g2,Voltage,Tau 0.01,0.1232385930687343,-0.4426300285620759,7.083042924087015e-05,0.8263124650923508,Mode 1,0.6062,-0.08,0.6039472313041592
load29,g2,Voltage,Tau 0.01,0.1316160154185552,-0.0981660971509489,2.906656137328358e-06,2.5697225158479413,Mode 1,0.6062,-0.08,0.47493153770506624
load29,g2,Current,Order 4,0.7204288225557358,-0.2652727555298955,0.0001876183405232,-0.1257006926771104,Mode 1,0.6062,-0.08,0.21765619183499052
load29,g2,Current,Order 6,0.7995249848859415,-0.4262189441514594,0.0002573901971475,-0.6341132888093396,Mode 3,1.0312,-0.2558,0.28760377110496554
load29,g2,Current,Tau 1,0.9910288325931318,-0.3977656572362933,0.0002028736699451,-2.109357532706273,Mode 4,1.1211,-0.3373,0.14343850353235857
load29,g2,Current,Tau 1,0.6385509891761018,-0.3633977738150939,0.0002375319887399,0.7978025467177582,Mode 1,0.6062,-0.08,0.28523829459598055
load29,g2,Current,Tau 0.1,0.994634594504276,-0.3845718396590441,0.000196792454894,-2.1634873783330906,Mode 3,1.0312,-0.2558,0.1338626742906374
load29,g2,Current,Tau 0.1,0.6387768196495583,-0.3635138737556672,0.0002433475112345,0.8111172041169408,Mode 1,0.6062,-0.08,0.28537933665636034
load29,g2,Current,Tau 0.01,0.994634594504276,-0.3845718396590441,0.000196792454894,-2.1634873783330906,Mode 3,1.0312,-0.2558,0.1338626742906374
