k,Cluster,Frequency,Damping,Size
1,1,0.6349023379979924,-0.3387129183150782,126
2,1,0.626207850904887,-0.3321553322031588,89
2,2,0.9783411705899985,-0.4679225153614724,37
3,1,0.9783411705899985,-0.4679225153614724,37
3,2,0.15738357554139665,-0.2080427154814877,25
3,3,0.6343510997297154,-0.3337545710188503,64
4,1,0.2172694388513033,-0.6296462409933875,12
4,2,0.9783411705899985,-0.4679225153614724,34
4,3,0.6343510997297154,-0.3337545710188503,59
4,4,0.13628748959548354,-0.19894064984336624,21
5,1,1.0021087807475788,-0.3399325437028673,10
5,2,0.2172694388513033,-0.6296462409933875,12
5,3,0.9727691078631592,-0.4885932055234004,24
5,4,0.6343510997297154,-0.3337545710188503,59
5,5,0.13628748959548354,-0.19894064984336624,21
6,1,1.0021087807475788,-0.3399325437028673,10
6,2,1.041452934699094,-0.6772017886115311,7
6,3,0.98057410395529,-0.475447609882933,18
6,4,0.2172694388513033,-0.6296462409933875,11
6,5,0.6343510997297154,-0.3337545710188503,59
6,6,0.13628748959548354,-0.19894064984336624,21
7,1,1.0021087807475788,-0.3399325437028673,10
7,2,0.12452180849700017,-0.476181607506736,7
7,3,0.14117114867691327,-0.18949160136176502,18
7,4,1.041452934699094,-0.6772017886115311,6
7,5,0.98057410395529,-0.475447609882933,18
7,6,0.6343510997297154,-0.3337545710188503,59
7,7,0.25612769427708604,-0.7198663953051463,8
8,1,1.0021087807475788,-0.3399325437028673,10
8,2,0.12452180849700017,-0.476181607506736,7
8,3,0.5720940480543931,-0.9392290820138433,2
8,4,0.14117114867691327,-0.18949160136176502,18
8,5,1.041452934699094,-0.6772017886115311,6
8,6,0.98057410395529,-0.475447609882933,18
8,7,0.217412911029842,-0.6534452390766154,6
8,8,0.6343510997297154,-0.3337545710188503,59
9,1,0.6349023379979924,-0.3387129183150782,45
9,2,1.0021087807475788,-0.3399325437028673,10
9,3,0.12452180849700017,-0.476181607506736,7
9,4,0.5720940480543931,-0.9392290820138433,2
9,5,0.14117114867691327,-0.18949160136176502,18
9,6,1.041452934699094,-0.6772017886115311,6
9,7,0.98057410395529,-0.475447609882933,18
9,8,0.629549476672001,-0.2884151687892053,14
9,9,0.217412911029842,-0.6534452390766154,6
10,1,0.6349023379979924,-0.3387129183150782,45
10,2,1.0021087807475788,-0.3399325437028673,10
10,3,0.12452180849700017,-0.476181607506736,7
10,4,0.5720940480543931,-0.9392290820138433,2
10,5,0.14117114867691327,-0.18949160136176502,18
10,6,1.3764824326233511,-0.8474548418404311,2
10,7,0.98057410395529,-0.475447609882933,18
10,8,0.629549476672001,-0.2884151687892053,14
10,9,0.217412911029842,-0.6534452390766154,6
10,10,0.959226530726038,-0.6424633316241071,4
