k,Cluster,Frequency,Damping,Size
1,1,0.6069664060433574,-0.4034596146165363,358
2,1,0.17478694603314676,-0.4311343918421001,91
2,2,0.7542635253726802,-0.3940273871726176,267
3,1,0.7514638335032306,-0.39059124440494863,266
3,2,0.2643412872286432,-0.7560071301840035,33
3,3,0.1471412063240234,-0.2642887411005347,59
4,1,0.6420123659109147,-0.3474807726173674,182
4,2,0.22482337936857716,-0.7505779245035735,31
4,3,0.9860100794673513,-0.4922801166490327,86
4,4,0.1471412063240234,-0.2642887411005347,59
5,1,0.6427803699926222,-0.3445288261614991,178
5,2,0.9818294358314033,-0.48627570396678865,87
5,3,0.14581980698557345,-0.20337260150433317,45
5,4,0.19417555179649326,-0.5471478346507097,33
5,5,0.2993481375912017,-0.9065852746462757,15
6,1,0.6384579152653631,-0.3471734768318481,179
6,2,0.18309861588431187,-0.5704455232028056,33
6,3,0.9624792410912318,-0.5351092348302986,67
6,4,0.1461728446723542,-0.20736985735017438,46
6,5,0.2546604042811089,-0.9509927635625455,11
6,6,1.0434739887139386,-0.34625158378184434,22
7,1,1.0345259773944102,-0.3451097949713607,23
7,2,0.14581980698557345,-0.20337260150433317,45
7,3,0.2326374389690558,-0.8153028177561312,17
7,4,0.6390291222673539,-0.34698004721535364,177
7,5,0.9624792410912318,-0.5351092348302986,67
7,6,0.29421155980997354,-1.582935498276679,1
7,7,0.1819525982993438,-0.5227992567787573,28
8,1,0.6388472432025216,-0.34554840175486745,176
8,2,0.9635984793966947,-0.5147914041559842,68
8,3,0.2326374389690558,-0.8153028177561312,17
8,4,0.14457128476275194,-0.19619281432564845,43
8,5,0.18133329406447002,-0.5117951747165771,30
8,6,0.29421155980997354,-1.582935498276679,1
8,7,0.8496085978209179,-0.7656743631573107,4
8,8,1.0541113410843619,-0.33264635426295,19
9,1,1.0541113410843619,-0.33264635426295,19
9,2,0.6275132880923475,-0.44873105068711927,31
9,3,0.975852224123311,-0.5290463830405641,67
9,4,0.29421155980997354,-1.582935498276679,1
9,5,0.1425710638787498,-0.18904501206286767,41
9,6,0.1837958202106229,-0.6450224657050012,18
9,7,0.6407078212771464,-0.332673918699332,152
9,8,0.16253975114505642,-0.440678165681653,19
9,9,0.25070528872822245,-0.887798490091132,10
10,1,0.6277483887457206,-0.4158084268614143,45
10,2,0.17501235946237753,-0.4446207767414082,20
10,3,0.9755151491887681,-0.5154879588890604,65
10,4,0.24994721826510374,-0.8545034237170255,13
10,5,0.1425710638787498,-0.18904501206286767,41
10,6,0.6426297131973951,-0.32683615926858056,135
10,7,0.29421155980997354,-1.582935498276679,1
10,8,1.0541113410843619,-0.33264635426295,19
10,9,0.17107092090847237,-0.6253229850186672,15
10,10,0.8496085978209179,-0.7656743631573107,4
