Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g4,Voltage,Order 4,0.6141742161235305,-0.3224441585105972,0.0001035727690883,-2.274267385852732
load03,g4,Voltage,Order 6,0.6382176656397416,-0.3244718206509989,0.0001056105755088,-2.6740464022243704
load03,g4,Voltage,Tau 1,0.6382176656397416,-0.3244718206509989,0.0001056105755088,-2.6740464022243704
load03,g4,Voltage,Tau 0.1,0.6483418342390989,-0.3204023748549738,0.0001037134239102,-2.8034094583873346
load03,g4,Voltage,Tau 0.1,0.112851261690007,-0.9045349345621352,0.0002243223969935,1.3276268482113955
load03,g4,Voltage,Tau 0.01,1.1058533115128943,-0.126347061519933,1.7293677761078867e-06,0.6736795849270928
load03,g4,Voltage,Tau 0.01,0.6369976813617744,-0.319339560049268,0.0001010863784513,-2.673539056129113
load03,g4,Voltage,Tau 0.01,0.2586473585440829,-0.9843730522009144,7.043586013494933e-05,0.2825813537132677
load03,g4,Voltage,Tau 0.01,0.146235122516831,-0.1759385675159319,9.229802435325436e-06,2.2806627311855654
load03,g4,Current,Order 4,0.6221366296777596,-0.3356793942603653,0.0004441967034537,0.9316160329614904
load03,g4,Current,Order 6,0.658911952197589,-0.3245364068197256,0.0004110327059096,0.5292440987985256
load03,g4,Current,Tau 1,0.6580497255920983,-0.3209533888061161,0.0004047214799014,0.5019808862430081
load03,g4,Current,Tau 0.1,1.0267306844344273,-0.6499920515534373,0.0002361725187253,-2.1752748610255157
load03,g4,Current,Tau 0.1,0.6355587762092273,-0.3517694661722518,0.0004334616775797,0.8880724416420807
load03,g4,Current,Tau 0.01,1.0267306844344273,-0.6499920515534373,0.0002361725187253,-2.1752748610255157
load03,g4,Current,Tau 0.01,0.6355587762092273,-0.3517694661722518,0.0004334616775797,0.8880724416420807
load03,g4,Active Power,Order 4,0.4895211191903416,-0.3570195080197598,0.1242349901467512,1.613338739293927
load03,g4,Active Power,Order 6,0.6751071512461179,-0.2941136661960384,0.2308947905294712,0.385824622259502
load03,g4,Active Power,Tau 0.1,1.0218479198368529,-0.6400885453011156,0.1857065817195946,-2.1310019223687435
load03,g4,Active Power,Tau 0.1,0.6341631792458663,-0.349722971442949,0.2600492107088184,0.9728926364233192
load03,g4,Active Power,Tau 0.01,1.3504803909172187,-1.3027255904156292,0.0898157519497856,2.141410043905899
load03,g4,Active Power,Tau 0.01,0.9847122684328684,-0.6168477516736857,0.1571025664388573,-1.749401264133951
load03,g4,Active Power,Tau 0.01,0.6378429548542917,-0.3461264241060724,0.2580275306524246,0.9252603006212496
load03,g4,Reactive Power,Order 6,0.6361538651290298,-0.3438398083044395,0.1376488957192251,1.100488900354463
load03,g4,Reactive Power,Tau 0.01,1.0392946633167195,-0.6107248184976823,0.0304330499859343,-1.6783648302474334
load03,g4,Reactive Power,Tau 0.01,0.6324116777592562,-0.3477700593879375,0.1360983273347477,1.1738350248400045
load03,g5,Voltage,Order 2,0.6225366830209393,-0.2350695779813257,8.460433270212469e-05,-2.430809615020668
load03,g5,Voltage,Order 4,0.6282468587061104,-0.2737871943215637,9.968750006412175e-05,-2.431721736747514
load03,g5,Voltage,Order 4,0.160528872136973,-0.2832615147049152,4.046185536338015e-05,2.370500165857872
load03,g5,Voltage,Order 6,0.6334740012991738,-0.3731475605574676,0.0001242711073529,-2.587212514583198
load03,g5,Voltage,Order 6,0.1601292266669761,-0.7255166861640965,0.0001857473570259,2.197389799066469
load03,g5,Voltage,Tau 1,0.6292769017646148,-0.4677215529243479,0.0001364182743548,-2.5326743822927584
load03,g5,Voltage,Tau 1,0.1728426677106976,-0.5831929175619008,0.0001292980937627,2.028711821106344
load03,g5,Voltage,Tau 0.1,0.6292769017646148,-0.4677215529243479,0.0001364182743548,-2.5326743822927584
load03,g5,Voltage,Tau 0.1,0.1728426677106976,-0.5831929175619008,0.0001292980937627,2.028711821106344
load03,g5,Voltage,Tau 0.01,1.071732575105239,-0.3264188134090404,8.769280177216146e-06,1.5890473630241653
