k,Cluster,Frequency,Damping,Size
1,1,0.6365656709235348,-0.3640156367731767,145
2,1,0.6416787340753872,-0.3480037642014671,122
2,2,0.19786694700009733,-0.6949718394405928,23
3,1,0.6357336149784089,-0.3419020476388981,95
3,2,0.988969442667916,-0.5147732777209533,27
3,3,0.19786694700009733,-0.6949718394405928,23
4,1,0.6416787340753872,-0.3480037642014671,77
4,2,0.13593652277219848,-0.200265220762097,19
4,3,0.988969442667916,-0.5147732777209533,27
4,4,0.19786694700009733,-0.6949718394405928,22
5,1,0.17346629063091223,-0.5811618345666673,13
5,2,0.6416787340753872,-0.3480037642014671,76
5,3,0.13593652277219848,-0.200265220762097,19
5,4,0.988969442667916,-0.5147732777209533,27
5,5,0.25957090577950614,-0.865739697310212,10
6,1,0.17346629063091223,-0.5811618345666673,12
6,2,0.13593652277219848,-0.200265220762097,19
6,3,0.6335362484155774,-0.3980792797835433,24
6,4,0.988969442667916,-0.5147732777209533,27
6,5,0.642947962633245,-0.3361380259159868,53
6,6,0.25957090577950614,-0.865739697310212,10
7,1,0.6496716744799832,-0.3106287205375722,29
7,2,0.2942115598099735,-1.582935498276679,1
7,3,0.6388239256886852,-0.3648931814817471,47
7,4,0.17346629063091223,-0.5811618345666673,13
7,5,0.13593652277219848,-0.200265220762097,19
7,6,0.988969442667916,-0.5147732777209533,27
7,7,0.25957090577950614,-0.865739697310212,9
8,1,0.6496716744799832,-0.3106287205375722,29
8,2,0.2942115598099735,-1.582935498276679,1
8,3,0.6388239256886852,-0.3648931814817471,47
8,4,0.1377397106995948,-0.2951174880545326,8
8,5,0.17346629063091223,-0.5811618345666673,12
8,6,0.988969442667916,-0.5147732777209533,27
8,7,0.1216988241001768,-0.1374888940651876,12
8,8,0.25957090577950614,-0.865739697310212,9
9,1,0.2942115598099735,-1.582935498276679,1
9,2,0.2519934136612545,-0.8978338804613667,7
9,3,0.18587343063961287,-0.632317604425596,11
9,4,0.6408041674771031,-0.2966757647308959,17
9,5,0.6381254008818141,-0.3457314677345955,38
9,6,0.13593652277219848,-0.200265220762097,17
9,7,0.6335362484155774,-0.3980792797835433,21
9,8,0.988969442667916,-0.5147732777209533,27
9,9,0.11616546013954665,-0.4522737051332425,6
10,1,0.2942115598099735,-1.582935498276679,1
10,2,0.2519934136612545,-0.8978338804613667,7
10,3,0.18587343063961287,-0.632317604425596,11
10,4,0.6408041674771031,-0.2966757647308959,17
10,5,0.6381254008818141,-0.3457314677345955,38
10,6,0.6335362484155774,-0.3980792797835433,21
10,7,0.988969442667916,-0.5147732777209533,27
10,8,0.1216988241001768,-0.1374888940651876,8
10,9,0.11616546013954665,-0.4522737051332425,5
10,10,0.1250041536207776,-0.2234829436695791,10
