Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g2,Voltage,Order 4,0.6376800846117958,-0.3207585593349393,6.952471354960739e-05,1.8396480206787758
load03,g2,Voltage,Order 6,0.63805803581276,-0.3430308684075159,7.485763197650134e-05,1.858611146823411
load03,g2,Voltage,Order 6,0.10785971614517692,-0.4837324532869294,5.806831979758881e-05,2.212191054809974
load03,g2,Voltage,Order 6,0.007785171986844779,0.012175336222003836,4.69222511714382e-06,-0.11731918553347565
load03,g2,Voltage,Tau 1,0.63805803581276,-0.3430308684075159,7.485763197650134e-05,1.858611146823411
load03,g2,Voltage,Tau 1,0.10785971614517692,-0.4837324532869294,5.806831979758881e-05,2.212191054809974
load03,g2,Voltage,Tau 1,0.007785171986844779,0.012175336222003836,4.69222511714382e-06,-0.11731918553347565
load03,g2,Voltage,Tau 0.1,0.63805803581276,-0.3430308684075159,7.485763197650134e-05,1.858611146823411
load03,g2,Voltage,Tau 0.1,0.10785971614517692,-0.4837324532869294,5.806831979758881e-05,2.212191054809974
load03,g2,Voltage,Tau 0.1,0.007785171986844779,0.012175336222003836,4.69222511714382e-06,-0.11731918553347565
load03,g2,Voltage,Tau 0.01,0.6389879592700964,-0.3290371329242033,7.158331604347692e-05,1.8332645762962896
load03,g2,Voltage,Tau 0.01,1.004222330458157,-0.4936137757900746,7.917654874082432e-06,0.526765933635163
load03,g2,Voltage,Tau 0.01,1.0980154686260328,-0.29674706806877493,3.872986838734121e-06,2.5498526704025517
load03,g2,Voltage,Tau 0.01,0.09669180055166983,-0.2805953659052075,3.561032102064684e-05,2.163357889085276
load03,g2,Voltage,Tau 0.01,0.13566112601258803,-0.1697555970017406,1.1424434622374219e-05,-2.920434210030392
load03,g2,Current,Order 2,0.020762721749090333,-0.09432826088866232,0.00044403282320569466,-2.388486729424427
load03,g2,Current,Order 4,0.23112843413391465,-0.3076331640553797,0.00015425678507985624,1.0008292944122694
load03,g2,Current,Order 4,0.021273701346907686,-0.07281796730114483,0.00033898367826440466,-2.4479418355997726
load03,g2,Current,Order 6,0.6329963278455588,-0.4171758735093985,0.0002949332545204116,-0.8461238365937154
load03,g2,Current,Order 6,0.031065481046448393,-0.2590919839227163,0.0005450958482726838,2.6899292718127694
load03,g2,Current,Order 6,0.007763045430657106,-0.006251535698181008,0.0001052748948884362,-0.027749261002220967
load03,g2,Current,Tau 1,0.020762721749090333,-0.09432826088866232,0.00044403282320569466,-2.388486729424427
load03,g2,Current,Tau 0.1,0.6379371887484635,-0.33753024167370477,0.000240264681889983,-1.0055878424945828
load03,g2,Current,Tau 0.1,0.9742095976641256,-0.42967445585506914,0.00010386521039791646,-1.437849336869304
load03,g2,Current,Tau 0.1,0.004332480746811773,-0.011902188184479185,0.0002260097869003407,0.685361256614211
load03,g2,Current,Tau 0.01,0.637944459807399,-0.33204187415931474,0.00023569710697747567,-1.008969455192364
load03,g2,Current,Tau 0.01,0.9845789537657657,-0.43212278663717035,0.00011447768313492474,-1.618096364446967
load03,g2,Current,Tau 0.01,1.0992013609126947,-0.2042250265803038,1.478437321147912e-05,-0.17712998637118413
load03,g2,Current,Tau 0.01,0.004272259023849555,-0.011994011861666331,0.00022988171026597066,0.6977744004191547
load03,g2,Active Power,Order 2,0.02024914381563254,-0.09393612954983388,0.26105668456002634,-2.3744621668819517
load03,g2,Active Power,Order 4,0.17710417338468945,-0.3754319170787763,0.14613058392474404,1.407583827815375
load03,g2,Active Power,Order 4,0.020963138802527342,-0.0533877251840573,0.14434997962095197,-2.4625842348070353
load03,g2,Active Power,Order 6,0.6384247118404973,-0.4729228379582876,0.1657195188362292,-0.7860721090402095
load03,g2,Active Power,Order 6,0.028157351171161967,-0.22744741883978092,0.27780317199695126,2.9934943355419774
load03,g2,Active Power,Order 6,0.009361288954775135,-0.003885916533713137,0.04936204833367807,-0.36979214108877456
load03,g2,Active Power,Tau 1,0.02024914381563254,-0.09393612954983388,0.26105668456002634,-2.3744621668819517
load03,g2,Active Power,Tau 0.1,0.6364099364753459,-0.4917287427184724,0.17331210246876472,-0.7822523137697905
load03,g2,Active Power,Tau 0.1,0.007206702129918949,-0.12819361487725667,0.9434927548071903,-1.824508856097929
load03,g2,Active Power,Tau 0.01,0.9826185405096164,-0.43915018447562776,0.08356013095927449,-1.578123714046834
load03,g2,Active Power,Tau 0.01,0.6376748774923487,-0.3360673642484523,0.11828385580110655,-0.9453508538634892
load03,g2,Active Power,Tau 0.01,1.096363002867969,-0.1852970022529376,0.008280555007462416,-0.01608601851772806
