Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g1,Voltage,Order 6,0.6407230602220587,-0.3287422675432347,2.5339092632797587e-05,1.48193165777116
load03,g1,Voltage,Tau 0.1,0.6407230602220587,-0.3287422675432347,2.5339092632797587e-05,1.48193165777116
load03,g1,Voltage,Tau 0.01,0.6407230602220587,-0.3287422675432347,2.5339092632797587e-05,1.48193165777116
load03,g1,Current,Order 4,0.2871668837394123,-0.1563943039934667,3.932274130744844e-05,-2.447552046609992
load03,g1,Current,Order 6,0.6367286647944832,-0.3299266497825402,0.0001740369236428,1.6481402113650916
load03,g1,Current,Tau 0.1,0.6367286647944832,-0.3299266497825402,0.0001740369236428,1.6481402113650916
load03,g1,Current,Tau 0.01,0.6367286647944832,-0.3299266497825402,0.0001740369236428,1.6481402113650916
load03,g1,Active Power,Order 4,0.2798641081462775,-0.1398947093804912,0.3498012574205118,-2.60743542767938
load03,g1,Active Power,Order 6,0.6373593470621671,-0.3297177118115678,1.8309803075971864,1.633476869067633
load03,g1,Active Power,Tau 0.1,0.6373593470621671,-0.3297177118115678,1.8309803075971864,1.633476869067633
load03,g1,Active Power,Tau 0.01,0.6373593470621671,-0.3297177118115678,1.8309803075971864,1.633476869067633
load03,g1,Reactive Power,Order 4,0.5924024611122264,-0.3855184404144031,0.4190257296353941,-1.232586981440059
load03,g1,Reactive Power,Order 6,0.6277953932251306,-0.3201421634560671,0.3482976580180317,-1.4980038661006756
load03,g1,Reactive Power,Tau 1,0.6277953932251306,-0.3201421634560671,0.3482976580180317,-1.4980038661006756
load03,g1,Reactive Power,Tau 0.1,0.6479071120222948,-0.3670386976078493,0.3882728855621154,-1.680990195453148
load03,g1,Reactive Power,Tau 0.1,0.1401323543642912,-0.1964117385651171,0.051511031212867,-0.6287196585850011
load03,g1,Reactive Power,Tau 0.01,0.9711889925383036,-0.3845335866015617,0.0225846009494375,1.2700483649517995
load03,g1,Reactive Power,Tau 0.01,0.642048631971243,-0.3463221108316274,0.3757603628470221,-1.6123923139003435
load03,g1,Reactive Power,Tau 0.01,0.136475947576191,-0.1943097701809387,0.0449664098875178,-0.3944813397810003
load03,g8,Voltage,Order 6,0.6473526138106982,-0.293196556574279,4.767424999230991e-05,1.0496928988557432
load03,g8,Voltage,Tau 0.1,0.6473526138106982,-0.293196556574279,4.767424999230991e-05,1.0496928988557432
load03,g8,Voltage,Tau 0.01,0.9882738636218164,-0.5087909874037253,1.8731210592754377e-05,-2.3249751881424223
load03,g8,Voltage,Tau 0.01,0.6362188923625793,-0.3417632394236116,5.675702274012109e-05,1.3556581418218714
load03,g8,Voltage,Tau 0.01,0.269701283929226,-0.8512248080230064,2.141508437351305e-05,1.9692239446475568
load03,g8,Voltage,Tau 0.01,0.137611933273667,-0.2019213711582274,2.8152667162568583e-05,2.4310908591931777
load03,g8,Current,Order 4,0.1519787815078739,-0.1213779793435121,4.603086310947567e-05,1.5427827770254705
load03,g8,Current,Order 6,0.6697936456531165,-0.2408140845150294,0.000123852643815,-1.9494619093910428
load03,g8,Current,Tau 0.01,1.1555524343995185,-0.4643933609249153,7.362163100487855e-05,0.2461180226152448
load03,g8,Current,Tau 0.01,0.6494157720772421,-0.3669151444354194,0.0001738807841879,-1.648000564069016
load03,g8,Active Power,Order 6,0.6767064658859924,-0.2438506784497925,0.0707098587896963,-1.8459137085467283
load03,g8,Active Power,Tau 1,0.6461394415340089,-0.3301228603545563,0.0833475069881384,-1.4769643118670746
load03,g8,Active Power,Tau 0.1,0.6461394415340089,-0.3301228603545563,0.0833475069881384,-1.4769643118670746
load03,g8,Active Power,Tau 0.01,1.3598845687149974,-0.9353285492610875,0.0610075102481794,-1.7170128198577812
load03,g8,Active Power,Tau 0.01,1.052456441157445,-0.6773103794219155,0.0652095069404183,1.462407979310045
load03,g8,Active Power,Tau 0.01,0.6390831410886683,-0.3354165371830629,0.0943435034209308,-1.36068195861888
load03,g8,Reactive Power,Order 6,0.6416799919748222,-0.3089289041269893,0.0508537490673753,-1.4634996350245082
load03,g8,Reactive Power,Tau 0.01,0.986126480847776,-0.4181429615436548,0.0178935234794084,1.3416356677558154
load03,g8,Reactive Power,Tau 0.01,0.6393394268863293,-0.3423773371016934,0.050883372065843,-1.3980913164723192
load03,g8,Reactive Power,Tau 0.01,0.1271647127666488,-0.3331325989536612,0.070270381806868,2.44581252729694
load03,g9,Voltage,Order 2,0.6761720828908593,-0.4602503808114631,0.0001550035739432,0.941848869052694
load03,g9,Voltage,Order 4,0.8607805124038631,-0.5227381096907819,0.0001173609901244,-1.257423385786903
load03,g9,Voltage,Order 4,0.5815312990977993,-0.3902096371219303,0.00014430422531,2.099255601039847
load03,g9,Voltage,Order 6,0.9750082511669856,-0.3781018184861051,9.45747640704834e-05,-2.2554683212964663
load03,g9,Voltage,Order 6,0.6444320704562829,-0.4667451201589057,0.0001688558771875,1.2865836020096657
load03,g9,Voltage,Order 6,0.1463182718130971,-0.4937877772137484,6.597069126146444e-05,-2.119472099700813
load03,g9,Voltage,Tau 1,0.6761720828908593,-0.4602503808114631,0.0001550035739432,0.941848869052694
load03,g9,Voltage,Tau 0.1,0.9750082511669856,-0.3781018184861051,9.45747640704834e-05,-2.2554683212964663
load03,g9,Voltage,Tau 0.1,0.6444320704562829,-0.4667451201589057,0.0001688558771875,1.2865836020096657
load03,g9,Voltage,Tau 0.1,0.1463182718130971,-0.4937877772137484,6.597069126146444e-05,-2.119472099700813
load03,g9,Voltage,Tau 0.01,0.9741689667115504,-0.4760822271832957,0.0001010095425322,-2.174412727863868
load03,g9,Voltage,Tau 0.01,0.6468699070642135,-0.2924304339574662,0.0001258521837587,1.2808601209079846
load03,g9,Voltage,Tau 0.01,0.2262334188553728,-0.7062766711307314,7.806916563602879e-05,3.093636394267868
load03,g9,Current,Order 4,0.7395007188423596,-0.2375102734730109,0.000224529564603,-2.800723096225545
load03,g9,Current,Order 6,0.8196119638602712,-0.3209067038878871,0.0002915465257438,2.660540874292405
load03,g9,Current,Order 6,0.2724234951313748,-0.5491774036411906,0.00030058532996,0.876572310535751
load03,g9,Current,Tau 0.1,0.9808444854160776,-0.4406162218330555,0.0003963607765222,1.093097108295713
load03,g9,Current,Tau 0.1,0.6414152221541068,-0.3631651337941565,0.000378957552649,-1.5657413795869022
load03,g9,Current,Tau 0.01,1.1020652092149406,-0.4096247180020457,6.849445147184602e-05,-1.5820436006677192
load03,g9,Current,Tau 0.01,0.9757238910069732,-0.5606657468655676,0.0004890103484832,1.2926514365120243
load03,g9,Current,Tau 0.01,0.6382358448269387,-0.339064510319185,0.0003506368823879,-1.5075637548866692
load03,g9,Active Power,Order 4,0.7778213023145096,-0.1861028450302746,0.1288296579340091,-3.129711745663727
load03,g9,Active Power,Order 6,0.8522512754366562,-0.2989096416801568,0.2272966610615962,2.453326056400304
load03,g9,Active Power,Order 6,0.1639526586673531,-0.5784505943712007,0.4500725313046322,1.515254325331549
load03,g9,Active Power,Tau 0.1,0.9825187857195634,-0.4607666076201184,0.3389086532813049,1.144194622284666
load03,g9,Active Power,Tau 0.1,0.6407102311593683,-0.3479191468833541,0.2634270205033547,-1.445878436942773
load03,g9,Active Power,Tau 0.01,1.1177601398453243,-0.3452046711843996,0.0341987479751364,-1.8057840639405849
