b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0493,0.814622,212.411827,650
0.01,1.049128,0.815403,212.680104,650.483335
0.02,1.049123,0.8154,212.674255,650.479785
0.03,1.049119,0.815396,212.668412,650.474933
0.04,1.049116,0.81539,212.662711,650.469486
0.05,1.049114,0.815383,212.657225,650.463912
0.06,1.049112,0.815377,212.651988,650.458488
0.07,1.04911,0.81537,212.647012,650.453369
0.08,1.049109,0.815364,212.642293,650.448628
0.09,1.049108,0.815358,212.637822,650.444285
0.1,1.049108,0.815353,212.633581,650.440327
0.11,1.049107,0.815347,212.62955,650.436721
0.12,1.049107,0.815342,212.625709,650.433424
0.13,1.049107,0.815338,212.622035,650.430383
0.14,1.049107,0.815333,212.618503,650.427545
0.15,1.049107,0.815329,212.615093,650.424854
0.16,1.049107,0.815325,212.611783,650.422255
0.17,1.049107,0.81532,212.608551,650.419698
0.18,1.049107,0.815316,212.605379,650.417131
0.19,1.049108,0.815312,212.602247,650.414507
0.2,1.049108,0.815307,212.59914,650.411782
0.21,1.049109,0.815302,212.596042,650.408914
0.22,1.049109,0.815297,212.59294,650.405867
0.23,1.04911,0.815292,212.589822,650.402605
0.24,1.049111,0.815286,212.586675,650.399098
0.25,1.049112,0.81528,212.583492,650.395317
0.26,1.049113,0.815273,212.580264,650.391237
0.27,1.049114,0.815266,212.576985,650.386839
0.28,1.049115,0.815258,212.573648,650.382104
0.29,1.049117,0.81525,212.57025,650.377017
0.3,1.049118,0.815242,212.566788,650.371568
0.31,1.049119,0.815233,212.563258,650.365748
0.32,1.049121,0.815223,212.559661,650.359553
0.33,1.049123,0.815213,212.555995,650.35298
0.34,1.049125,0.815202,212.552262,650.346032
0.35,1.049127,0.815191,212.548462,650.338712
0.36,1.049129,0.815179,212.544599,650.331028
0.37,1.049131,0.815167,212.540675,650.322991
0.38,1.049133,0.815154,212.536694,650.314612
0.39,1.049136,0.815141,212.532661,650.305908
0.4,1.049138,0.815128,212.52858,650.296895
0.41,1.049141,0.815114,212.524457,650.287596
0.42,1.049143,0.815099,212.520298,650.278032
0.43,1.049146,0.815084,212.516109,650.268227
0.44,1.049149,0.815069,212.511898,650.258209
0.45,1.049152,0.815054,212.507672,650.248005
0.46,1.049155,0.815038,212.503439,650.237645
0.47,1.049158,0.815022,212.499206,650.227161
0.48,1.049161,0.815007,212.494983,650.216585
0.49,1.049164,0.814991,212.490777,650.20595
0.5,1.049167,0.814974,212.486597,650.195291
0.51,1.04917,0.814958,212.482454,650.184643
0.52,1.049173,0.814942,212.478354,650.17404
0.53,1.049177,0.814926,212.474308,650.16352
0.54,1.04918,0.814911,212.470325,650.153117
0.55,1.049183,0.814895,212.466415,650.142868
0.56,1.049186,0.81488,212.462585,650.132807
0.57,1.04919,0.814865,212.458846,650.12297
0.58,1.049193,0.81485,212.455205,650.113391
0.59,1.049196,0.814836,212.451673,650.104104
