b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0278,0.750563,0.439926,540
0.01,1.027652,0.751594,0.600554,540.663421
0.02,1.027649,0.751593,0.596628,540.661832
0.03,1.027647,0.751582,0.593325,540.652307
0.04,1.027646,0.751562,0.590385,540.637222
0.05,1.027644,0.751536,0.587676,540.618209
0.06,1.027643,0.751507,0.585141,540.596331
0.07,1.027643,0.751474,0.582758,540.572302
0.08,1.027642,0.751438,0.580519,540.546615
0.09,1.027642,0.751401,0.578421,540.51963
0.1,1.027642,0.751362,0.576455,540.491625
0.11,1.027643,0.751322,0.574611,540.462827
0.12,1.027643,0.75128,0.572876,540.433437
0.13,1.027644,0.751239,0.571233,540.403639
0.14,1.027645,0.751196,0.569663,540.373605
0.15,1.027645,0.751154,0.568149,540.343506
0.16,1.027646,0.751111,0.566672,540.313505
0.17,1.027647,0.751069,0.565213,540.283764
0.18,1.027648,0.751028,0.563755,540.254441
0.19,1.027649,0.750987,0.562282,540.22569
0.2,1.02765,0.750947,0.560779,540.197659
0.21,1.027651,0.750909,0.559234,540.170492
0.22,1.027652,0.750872,0.557636,540.144325
0.23,1.027654,0.750836,0.555973,540.119284
0.24,1.027655,0.750802,0.554239,540.095489
0.25,1.027656,0.75077,0.552426,540.073049
0.26,1.027657,0.75074,0.55053,540.052061
0.27,1.027658,0.750712,0.548546,540.032612
0.28,1.027659,0.750687,0.546474,540.014778
0.29,1.02766,0.750663,0.54431,539.998621
0.3,1.027661,0.750643,0.542057,539.984193
0.31,1.027663,0.750624,0.539714,539.971529
0.32,1.027664,0.750608,0.537284,539.960656
0.33,1.027665,0.750595,0.534772,539.951586
0.34,1.027666,0.750584,0.53218,539.944318
0.35,1.027667,0.750575,0.529513,539.938838
0.36,1.027668,0.750569,0.526778,539.935124
0.37,1.02767,0.750566,0.523981,539.933137
0.38,1.027671,0.750564,0.521128,539.932831
0.39,1.027672,0.750565,0.518227,539.934148
0.4,1.027673,0.750568,0.515285,539.93702
0.41,1.027674,0.750574,0.512311,539.94137
0.42,1.027676,0.750581,0.509314,539.947113
0.43,1.027677,0.750589,0.506301,539.954156
0.44,1.027678,0.7506,0.503282,539.9624
0.45,1.02768,0.750612,0.500265,539.971741
0.46,1.027681,0.750625,0.49726,539.982068
0.47,1.027682,0.75064,0.494274,539.993268
0.48,1.027684,0.750656,0.491318,540.005224
0.49,1.027685,0.750672,0.4884,540.017818
0.5,1.027686,0.750689,0.485527,540.03093
0.51,1.027688,0.750707,0.48271,540.044441
0.52,1.027689,0.750725,0.479954,540.058232
0.53,1.027691,0.750743,0.477269,540.072186
0.54,1.027692,0.750762,0.47466,540.086188
0.55,1.027694,0.75078,0.472137,540.100128
0.56,1.027695,0.750798,0.469704,540.113898
0.57,1.027697,0.750815,0.467368,540.127396
0.58,1.027699,0.750833,0.465135,540.140525
0.59,1.0277,0.750849,0.46301,540.153196
0.6,1.027702,0.750865,0.460997,540.165322
0.61,1.027703,0.75088,0.459101,540.176829
0.62,1.027705,0.750893,0.457325,540.187646
0.63,1.027707,0.750906,0.455672,540.197711
0.64,1.027708,0.750918,0.454146,540.206972
0.65,1.02771,0.750928,0.452747,540.215382
0.66,1.027711,0.750938,0.451479,540.222906
0.67,1.027713,0.750946,0.450341,540.229515
0.68,1.027715,0.750953,0.449334,540.235188
0.69,1.027716,0.750958,0.448458,540.239915
0.7,1.027718,0.750962,0.447714,540.243693
0.71,1.027719,0.750965,0.447099,540.246526
0.72,1.02772,0.750967,0.446613,540.248427
0.73,1.027722,0.750967,0.446254,540.249416
0.74,1.027723,0.750966,0.446019,540.24952
0.75,1.027724,0.750964,0.445907,540.248775
0.76,1.027726,0.750961,0.445914,540.247219
0.77,1.027727,0.750957,0.446037,540.244898
0.78,1.027728,0.750952,0.446273,540.241865
0.79,1.027729,0.750946,0.446618,540.238175
0.8,1.02773,0.750939,0.447067,540.233888
0.81,1.027731,0.750932,0.447617,540.229067
0.82,1.027732,0.750924,0.448263,540.223779
0.83,1.027732,0.750916,0.449001,540.218092
0.84,1.027733,0.750907,0.449826,540.212077
0.85,1.027734,0.750898,0.450733,540.205805
0.86,1.027734,0.750888,0.451718,540.199348
0.87,1.027734,0.750879,0.452775,540.192776
0.88,1.027735,0.75087,0.453899,540.186161
0.89,1.027735,0.75086,0.455086,540.179572
0.9,1.027735,0.750851,0.456331,540.173076
0.91,1.027735,0.750842,0.457628,540.166738
0.92,1.027735,0.750834,0.458974,540.16062
0.93,1.027735,0.750826,0.460362,540.154782
0.94,1.027734,0.750819,0.46179,540.149278
0.95,1.027734,0.750812,0.463251,540.144158
0.96,1.027734,0.750806,0.464742,540.139471
0.97,1.027733,0.7508,0.466259,540.135256
0.98,1.027732,0.750795,0.467796,540.131551
0.99,1.027732,0.750792,0.469351,540.128389
1,1.027731,0.750789,0.470919,540.125794
1.01,1.02773,0.750787,0.472497,540.123789
1.02,1.027729,0.750785,0.474081,540.122389
1.03,1.027728,0.750785,0.475667,540.121604
1.04,1.027727,0.750786,0.477253,540.121439
1.05,1.027725,0.750787,0.478836,540.121895
1.06,1.027724,0.75079,0.480412,540.122964
1.07,1.027723,0.750793,0.481978,540.124637
1.08,1.027721,0.750797,0.483533,540.126899
1.09,1.02772,0.750802,0.485073,540.129729
1.1,1.027718,0.750808,0.486597,540.133104
1.11,1.027717,0.750814,0.488101,540.136995
1.12,1.027715,0.750822,0.489585,540.141371
1.13,1.027714,0.750829,0.491045,540.146197
1.14,1.027712,0.750838,0.492481,540.151435
1.15,1.027711,0.750847,0.49389,540.157043
1.16,1.027709,0.750856,0.495271,540.162981
1.17,1.027707,0.750866,0.496622,540.169203
1.18,1.027706,0.750876,0.497942,540.175663
1.19,1.027704,0.750887,0.499229,540.182316
1.2,1.027702,0.750897,0.500482,540.189113
1.21,1.027701,0.750908,0.5017,540.196008
1.22,1.027699,0.750919,0.50288,540.202954
1.23,1.027698,0.75093,0.504023,540.209904
1.24,1.027696,0.750941,0.505127,540.216814
1.25,1.027695,0.750951,0.506191,540.22364
1.26,1.027693,0.750961,0.507214,540.230339
1.27,1.027692,0.750972,0.508195,540.236871
1.28,1.02769,0.750981,0.509132,540.2432
1.29,1.027689,0.750991,0.510025,540.24929
1.3,1.027688,0.751,0.510872,540.255108
1.31,1.027687,0.751008,0.511674,540.260625
1.32,1.027686,0.751016,0.512428,540.265816
1.33,1.027684,0.751024,0.513135,540.270658
1.34,1.027683,0.751031,0.513793,540.275131
1.35,1.027682,0.751037,0.514401,540.27922
1.36,1.027682,0.751043,0.514959,540.282912
1.37,1.027681,0.751048,0.515466,540.2862
1.38,1.02768,0.751053,0.515921,540.289078
1.39,1.027679,0.751057,0.516323,540.291545
1.4,1.027679,0.75106,0.516673,540.293602
1.41,1.027678,0.751063,0.516969,540.295255
1.42,1.027678,0.751065,0.517211,540.296513
1.43,1.027678,0.751066,0.517399,540.297387
1.44,1.027677,0.751067,0.517533,540.297892
1.45,1.027677,0.751067,0.517611,540.298044
1.46,1.027677,0.751067,0.517635,540.297863
1.47,1.027677,0.751067,0.517604,540.297371
1.48,1.027677,0.751066,0.517518,540.296591
1.49,1.027677,0.751064,0.517377,540.29555
1.5,1.027677,0.751062,0.517182,540.294273
1.51,1.027677,0.75106,0.516933,540.292789
1.52,1.027677,0.751058,0.51663,540.291126
1.53,1.027678,0.751055,0.516275,540.289313
1.54,1.027678,0.751052,0.515867,540.287381
1.55,1.027678,0.751049,0.515408,540.285359
1.56,1.027679,0.751045,0.514899,540.283276
1.57,1.027679,0.751042,0.514341,540.28116
1.58,1.02768,0.751039,0.513735,540.279041
1.59,1.027681,0.751035,0.513082,540.276944
1.6,1.027681,0.751032,0.512385,540.274895
1.61,1.027682,0.751029,0.511644,540.272918
1.62,1.027683,0.751026,0.510861,540.271036
1.63,1.027684,0.751022,0.510039,540.269269
1.64,1.027685,0.75102,0.509179,540.267635
1.65,1.027686,0.751017,0.508283,540.266151
1.66,1.027686,0.751014,0.507354,540.264829
1.67,1.027687,0.751012,0.506393,540.263683
1.68,1.027688,0.75101,0.505403,540.26272
1.69,1.027689,0.751008,0.504386,540.261948
1.7,1.027691,0.751007,0.503346,540.26137
1.71,1.027692,0.751005,0.502283,540.260987
1.72,1.027693,0.751004,0.501202,540.260798
1.73,1.027694,0.751003,0.500104,540.260801
1.74,1.027695,0.751003,0.498992,540.260987
1.75,1.027696,0.751002,0.497869,540.261351
1.76,1.027697,0.751002,0.496737,540.261879
1.77,1.027699,0.751002,0.4956,540.262562
1.78,1.0277,0.751002,0.494459,540.263382
1.79,1.027701,0.751003,0.493317,540.264325
1.8,1.027703,0.751003,0.492178,540.265372
1.81,1.027704,0.751004,0.491043,540.266505
1.82,1.027705,0.751005,0.489915,540.267702
1.83,1.027706,0.751005,0.488796,540.268942
1.84,1.027708,0.751006,0.487689,540.270204
1.85,1.027709,0.751007,0.486597,540.271463
1.86,1.027711,0.751008,0.48552,540.272698
1.87,1.027712,0.751008,0.484462,540.273885
1.88,1.027713,0.751009,0.483424,540.275002
1.89,1.027715,0.751009,0.482408,540.276025
1.9,1.027716,0.751009,0.481416,540.276933
1.91,1.027718,0.751009,0.480451,540.277704
1.92,1.027719,0.751009,0.479512,540.278319
1.93,1.027721,0.751009,0.478602,540.278759
1.94,1.027722,0.751008,0.477722,540.279006
1.95,1.027724,0.751007,0.476873,540.279044
1.96,1.027725,0.751006,0.476056,540.278859
1.97,1.027727,0.751004,0.475273,540.27844
1.98,1.027728,0.751002,0.474523,540.277775
1.99,1.02773,0.750999,0.473808,540.276857
2,1.027731,0.750997,0.473129,540.27568
2.01,1.027733,0.750994,0.472485,540.27424
2.02,1.027734,0.75099,0.471877,540.272536
2.03,1.027736,0.750986,0.471305,540.27057
2.04,1.027737,0.750982,0.47077,540.268344
