b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.03,0.097465,88.281415,1000
0.01,1.02998,0.097623,88.721644,1001.573314
0.02,1.029979,0.097626,88.71739,1001.60478
0.03,1.029978,0.097628,88.713568,1001.630366
0.04,1.029977,0.097631,88.709525,1001.653783
0.05,1.029977,0.097633,88.704907,1001.677482
0.06,1.029976,0.097635,88.699557,1001.702997
0.07,1.029976,0.097638,88.693432,1001.731267
0.08,1.029976,0.097641,88.686553,1001.762842
0.09,1.029976,0.097645,88.678969,1001.798019
0.1,1.029976,0.097648,88.670747,1001.836925
0.11,1.029976,0.097652,88.661951,1001.879577
0.12,1.029976,0.097657,88.652644,1001.925915
0.13,1.029976,0.097661,88.642881,1001.975828
0.14,1.029976,0.097666,88.632713,1002.029171
0.15,1.029977,0.097672,88.622179,1002.085774
0.16,1.029977,0.097677,88.611316,1002.14545
0.17,1.029977,0.097683,88.600153,1002.208002
0.18,1.029978,0.09769,88.588715,1002.273225
0.19,1.029978,0.097696,88.577022,1002.340908
0.2,1.029978,0.097703,88.565094,1002.410838
0.21,1.029979,0.097709,88.552946,1002.482802
0.22,1.029979,0.097716,88.540594,1002.556584
0.23,1.02998,0.097724,88.52805,1002.631972
0.24,1.02998,0.097731,88.515329,1002.708754
0.25,1.029981,0.097738,88.502443,1002.786721
0.26,1.029981,0.097746,88.489405,1002.865667
0.27,1.029982,0.097753,88.476228,1002.945389
0.28,1.029983,0.097761,88.462924,1003.025689
0.29,1.029983,0.097768,88.449507,1003.106372
0.3,1.029984,0.097776,88.435991,1003.18725
0.31,1.029984,0.097784,88.42239,1003.268138
0.32,1.029985,0.097791,88.408717,1003.348857
0.33,1.029985,0.097799,88.394988,1003.429233
0.34,1.029986,0.097807,88.381217,1003.509098
0.35,1.029987,0.097814,88.367419,1003.588291
0.36,1.029987,0.097821,88.353611,1003.666657
0.37,1.029988,0.097829,88.339806,1003.744044
0.38,1.029988,0.097836,88.326022,1003.820312
0.39,1.029989,0.097843,88.312274,1003.895322
0.4,1.029989,0.09785,88.298577,1003.968946
0.41,1.02999,0.097857,88.284948,1004.04106
0.42,1.029991,0.097863,88.271402,1004.111547
0.43,1.029991,0.09787,88.257957,1004.180298
0.44,1.029992,0.097876,88.244627,1004.24721
0.45,1.029992,0.097882,88.231429,1004.312186
0.46,1.029993,0.097888,88.218378,1004.375137
0.47,1.029993,0.097894,88.205491,1004.435981
0.48,1.029994,0.097899,88.192783,1004.49464
0.49,1.029994,0.097905,88.18027,1004.551044
0.5,1.029995,0.09791,88.167967,1004.605132
0.51,1.029995,0.097915,88.15589,1004.656845
0.52,1.029996,0.097919,88.144055,1004.706133
0.53,1.029996,0.097924,88.132475,1004.75295
0.54,1.029997,0.097928,88.121168,1004.797259
0.55,1.029997,0.097932,88.110146,1004.839026
0.56,1.029998,0.097935,88.099424,1004.878223
0.57,1.029998,0.097939,88.089018,1004.914829
0.58,1.029998,0.097942,88.078941,1004.948827
0.59,1.029999,0.097945,88.069206,1004.980205
0.6,1.029999,0.097948,88.059828,1005.008957
0.61,1.029999,0.09795,88.05082,1005.03508
0.62,1.03,0.097952,88.042194,1005.058577
0.63,1.03,0.097954,88.033962,1005.079454
0.64,1.03,0.097956,88.026138,1005.097723
0.65,1.03,0.097957,88.018731,1005.113399
0.66,1.03,0.097958,88.011755,1005.126499
0.67,1.03,0.097959,88.005218,1005.137047
