b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0265,0.808879,22.841625,830
0.01,1.026303,0.809422,23.057975,830.391528
0.02,1.026294,0.809428,23.047133,830.391011
0.03,1.026286,0.809431,23.037758,830.388582
0.04,1.02628,0.809432,23.029549,830.385401
0.05,1.026276,0.809433,23.02227,830.382207
0.06,1.026271,0.809433,23.015743,830.379435
0.07,1.026268,0.809434,23.009833,830.377328
0.08,1.026265,0.809435,23.004438,830.375999
0.09,1.026262,0.809436,22.999476,830.375477
0.1,1.02626,0.809438,22.994883,830.375741
0.11,1.026258,0.809441,22.990608,830.376736
0.12,1.026256,0.809444,22.986607,830.378387
0.13,1.026254,0.809447,22.982845,830.380609
0.14,1.026252,0.809451,22.979292,830.38331
0.15,1.026251,0.809455,22.975923,830.386397
0.16,1.026249,0.80946,22.972716,830.389777
0.17,1.026248,0.809464,22.969653,830.39336
0.18,1.026247,0.809469,22.966716,830.397059
0.19,1.026246,0.809473,22.963894,830.400788
0.2,1.026245,0.809477,22.961173,830.404468
0.21,1.026244,0.809481,22.958544,830.408024
0.22,1.026243,0.809485,22.955999,830.411384
0.23,1.026243,0.809488,22.953532,830.41448
0.24,1.026242,0.809491,22.951137,830.417252
0.25,1.026242,0.809494,22.94881,830.419641
0.26,1.026242,0.809496,22.946549,830.421596
0.27,1.026242,0.809497,22.944352,830.423067
0.28,1.026243,0.809497,22.942218,830.424012
0.29,1.026244,0.809497,22.940147,830.424393
0.3,1.026244,0.809496,22.93814,830.424175
0.31,1.026246,0.809494,22.936198,830.423331
0.32,1.026247,0.809492,22.934323,830.421837
0.33,1.026249,0.809488,22.932518,830.419672
0.34,1.026251,0.809484,22.930784,830.416823
0.35,1.026253,0.809479,22.929126,830.41328
0.36,1.026255,0.809472,22.927546,830.409038
0.37,1.026258,0.809465,22.926048,830.404096
0.38,1.026261,0.809457,22.924636,830.398459
0.39,1.026265,0.809449,22.923312,830.392133
0.4,1.026268,0.809439,22.922081,830.385132
0.41,1.026272,0.809428,22.920946,830.377472
0.42,1.026276,0.809417,22.91991,830.369172
0.43,1.026281,0.809405,22.918978,830.360258
0.44,1.026286,0.809392,22.918152,830.350756
0.45,1.026291,0.809378,22.917436,830.340697
0.46,1.026296,0.809364,22.916832,830.330115
0.47,1.026301,0.809348,22.916343,830.319047
0.48,1.026307,0.809333,22.915972,830.307532
0.49,1.026313,0.809317,22.91572,830.295612
0.5,1.026319,0.8093,22.915589,830.28333
0.51,1.026325,0.809283,22.915582,830.270733
0.52,1.026331,0.809265,22.915699,830.257868
0.53,1.026337,0.809247,22.915942,830.244784
0.54,1.026344,0.809229,22.916311,830.23153
0.55,1.026351,0.809211,22.916805,830.218157
