b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0635,0.764412,101.17501,560
0.01,1.063343,0.765067,101.431383,560.364228
0.02,1.063339,0.765077,101.429869,560.369621
0.03,1.063335,0.765083,101.427964,560.372029
0.04,1.063332,0.765085,101.425668,560.372486
0.05,1.06333,0.765085,101.423059,560.371679
0.06,1.063328,0.765083,101.420229,560.370055
0.07,1.063326,0.765081,101.417266,560.367905
0.08,1.063325,0.765078,101.414243,560.365417
0.09,1.063324,0.765074,101.411217,560.362712
0.1,1.063323,0.76507,101.408227,560.359866
0.11,1.063322,0.765066,101.405303,560.356924
0.12,1.063322,0.765062,101.402461,560.35391
0.13,1.063322,0.765057,101.399711,560.350832
0.14,1.063321,0.765053,101.397055,560.347692
0.15,1.063321,0.765048,101.394489,560.344481
0.16,1.063322,0.765043,101.392009,560.341188
0.17,1.063322,0.765038,101.389604,560.3378
0.18,1.063322,0.765032,101.387266,560.334302
0.19,1.063322,0.765027,101.384983,560.330679
0.2,1.063323,0.765021,101.382742,560.326914
0.21,1.063323,0.765015,101.380532,560.322995
0.22,1.063324,0.765008,101.378342,560.318906
0.23,1.063325,0.765002,101.376161,560.314638
0.24,1.063326,0.764995,101.373979,560.310178
0.25,1.063327,0.764987,101.371785,560.305518
0.26,1.063328,0.764979,101.369572,560.300651
0.27,1.063329,0.764971,101.367333,560.295573
0.28,1.06333,0.764963,101.365059,560.290279
0.29,1.063332,0.764954,101.362747,560.284768
0.3,1.063333,0.764945,101.360392,560.27904
0.31,1.063335,0.764935,101.357989,560.273098
0.32,1.063337,0.764925,101.355538,560.266945
0.33,1.063338,0.764915,101.353036,560.260588
0.34,1.06334,0.764904,101.350483,560.254033
0.35,1.063342,0.764893,101.34788,560.247289
0.36,1.063345,0.764882,101.345227,560.240366
0.37,1.063347,0.76487,101.342527,560.233277
0.38,1.063349,0.764858,101.339783,560.226034
0.39,1.063352,0.764846,101.336998,560.218652
0.4,1.063354,0.764833,101.334176,560.211147
0.41,1.063357,0.764821,101.331324,560.203534
0.42,1.06336,0.764808,101.328445,560.195833
0.43,1.063363,0.764795,101.325547,560.18806
0.44,1.063366,0.764782,101.322635,560.180236
0.45,1.063369,0.764768,101.319717,560.172381
0.46,1.063372,0.764755,101.316799,560.164514
0.47,1.063375,0.764742,101.313891,560.156658
0.48,1.063378,0.764728,101.310999,560.148832
0.49,1.063382,0.764715,101.308132,560.141059
0.5,1.063385,0.764702,101.305298,560.133361
0.51,1.063388,0.764689,101.302505,560.125758
0.52,1.063392,0.764676,101.299763,560.118274
0.53,1.063395,0.764663,101.297079,560.110928
0.54,1.063399,0.76465,101.294463,560.103743
0.55,1.063402,0.764638,101.291923,560.096739
0.56,1.063405,0.764626,101.289467,560.089937
0.57,1.063409,0.764614,101.287104,560.083356
0.58,1.063412,0.764603,101.284842,560.077015
0.59,1.063416,0.764592,101.282688,560.070934
0.6,1.063419,0.764581,101.280651,560.06513
0.61,1.063422,0.764571,101.278737,560.059619
0.62,1.063426,0.764561,101.276955,560.054418
0.63,1.063429,0.764552,101.27531,560.049542
0.64,1.063432,0.764544,101.273809,560.045005
0.65,1.063435,0.764536,101.272458,560.040819
0.66,1.063438,0.764528,101.271263,560.036997
0.67,1.063441,0.764521,101.270228,560.033548
0.68,1.063444,0.764515,101.269358,560.030483
0.69,1.063446,0.764509,101.268657,560.02781
0.7,1.063449,0.764504,101.268129,560.025536
0.71,1.063451,0.7645,101.267777,560.023666
0.72,1.063454,0.764496,101.267603,560.022206
0.73,1.063456,0.764493,101.26761,560.021158
0.74,1.063458,0.764491,101.267799,560.020525
