b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.9831,0.866652,205.144371,650
0.01,0.982914,0.867509,205.322805,650.515993
0.02,0.982912,0.86751,205.315361,650.517277
0.03,0.982909,0.867508,205.308428,650.515479
0.04,0.982908,0.867502,205.301838,650.511746
0.05,0.982906,0.867495,205.295516,650.506822
0.06,0.982905,0.867487,205.289436,650.501162
0.07,0.982905,0.867477,205.283595,650.495044
0.08,0.982904,0.867468,205.277993,650.488631
0.09,0.982904,0.867458,205.272632,650.482017
0.1,0.982904,0.867448,205.26751,650.475252
0.11,0.982905,0.867437,205.262621,650.468361
0.12,0.982905,0.867426,205.257955,650.461352
0.13,0.982906,0.867416,205.253501,650.454225
0.14,0.982906,0.867405,205.249246,650.446975
0.15,0.982907,0.867393,205.245175,650.439593
0.16,0.982908,0.867382,205.241273,650.432071
0.17,0.982909,0.86737,205.237526,650.424404
0.18,0.98291,0.867358,205.233919,650.416584
0.19,0.982911,0.867346,205.230438,650.408608
0.2,0.982913,0.867334,205.227072,650.400474
0.21,0.982914,0.867322,205.223807,650.392181
0.22,0.982915,0.867309,205.220633,650.383732
0.23,0.982917,0.867296,205.21754,650.375131
0.24,0.982918,0.867283,205.21452,650.366384
0.25,0.98292,0.86727,205.211564,650.3575
0.26,0.982922,0.867256,205.208665,650.348486
0.27,0.982923,0.867242,205.205817,650.339357
0.28,0.982925,0.867229,205.203015,650.330123
0.29,0.982927,0.867215,205.200254,650.3208
0.3,0.982929,0.8672,205.19753,650.311404
0.31,0.982931,0.867186,205.19484,650.301951
0.32,0.982933,0.867172,205.192182,650.29246
0.33,0.982935,0.867157,205.189552,650.28295
0.34,0.982938,0.867143,205.18695,650.273439
0.35,0.98294,0.867128,205.184374,650.26395
0.36,0.982942,0.867114,205.181823,650.254503
0.37,0.982945,0.867099,205.179298,650.24512
0.38,0.982947,0.867085,205.176797,650.235823
0.39,0.98295,0.86707,205.174321,650.226633
0.4,0.982952,0.867056,205.171871,650.217574
0.41,0.982955,0.867042,205.169447,650.208668
0.42,0.982958,0.867028,205.16705,650.199936
0.43,0.98296,0.867015,205.164682,650.191402
0.44,0.982963,0.867001,205.162344,650.183086
0.45,0.982966,0.866988,205.160037,650.17501
0.46,0.982968,0.866976,205.157763,650.167194
0.47,0.982971,0.866963,205.155525,650.15966
0.48,0.982974,0.866951,205.153324,650.152425
0.49,0.982977,0.866939,205.151162,650.145508
0.5,0.982979,0.866928,205.149041,650.138928
0.51,0.982982,0.866917,205.146965,650.1327
0.52,0.982985,0.866907,205.144934,650.12684
0.53,0.982987,0.866897,205.142952,650.121362
0.54,0.98299,0.866888,205.141022,650.11628
0.55,0.982993,0.86688,205.139145,650.111605
