b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.982,0.81069,198.251784,520.811072
0.01,0.981828,0.811537,198.415781,521.267674
0.02,0.981827,0.811516,198.40814,521.253695
0.03,0.981824,0.811497,198.399307,521.241975
0.04,0.981822,0.811481,198.390294,521.231829
0.05,0.98182,0.811465,198.381644,521.222826
0.06,0.981819,0.811451,198.373598,521.214691
0.07,0.981818,0.811438,198.366238,521.207237
0.08,0.981817,0.811426,198.359558,521.200328
0.09,0.981817,0.811414,198.353511,521.193858
0.1,0.981817,0.811403,198.348033,521.187741
0.11,0.981817,0.811392,198.343057,521.181906
0.12,0.981818,0.811382,198.338515,521.17629
0.13,0.981818,0.811372,198.334349,521.17084
0.14,0.981819,0.811362,198.330502,521.16551
0.15,0.98182,0.811352,198.32693,521.16026
0.16,0.981821,0.811343,198.323589,521.155054
0.17,0.981822,0.811333,198.320446,521.149862
0.18,0.981823,0.811324,198.317471,521.144659
0.19,0.981824,0.811314,198.314639,521.139423
0.2,0.981826,0.811304,198.311927,521.134135
0.21,0.981827,0.811295,198.309319,521.12878
0.22,0.981828,0.811285,198.3068,521.123346
0.23,0.98183,0.811275,198.304356,521.117823
0.24,0.981831,0.811265,198.301978,521.112205
0.25,0.981833,0.811254,198.299658,521.106486
0.26,0.981835,0.811244,198.297387,521.100663
0.27,0.981836,0.811233,198.29516,521.094736
0.28,0.981838,0.811222,198.292974,521.088707
0.29,0.98184,0.811211,198.290825,521.082576
0.3,0.981842,0.8112,198.288709,521.07635
0.31,0.981844,0.811189,198.286626,521.070033
0.32,0.981846,0.811177,198.284574,521.063633
0.33,0.981848,0.811166,198.282553,521.057157
0.34,0.981851,0.811154,198.280562,521.050616
0.35,0.981853,0.811142,198.278601,521.04402
0.36,0.981855,0.81113,198.276671,521.037381
0.37,0.981858,0.811118,198.274773,521.030712
0.38,0.98186,0.811106,198.272908,521.024025
0.39,0.981863,0.811094,198.271077,521.017335
0.4,0.981865,0.811082,198.269282,521.010657
0.41,0.981868,0.81107,198.267524,521.004007
0.42,0.98187,0.811058,198.265805,520.997399
0.43,0.981873,0.811046,198.264127,520.990852
0.44,0.981876,0.811034,198.262492,520.984381
0.45,0.981879,0.811022,198.260902,520.978004
0.46,0.981881,0.81101,198.259358,520.971738
0.47,0.981884,0.810999,198.257862,520.9656
0.48,0.981887,0.810988,198.256418,520.959607
0.49,0.981889,0.810977,198.255025,520.953777
0.5,0.981892,0.810966,198.253688,520.948126
0.51,0.981895,0.810956,198.252406,520.942672
0.52,0.981898,0.810946,198.251183,520.93743
0.53,0.9819,0.810936,198.250019,520.932416
0.54,0.981903,0.810927,198.248917,520.927647
0.55,0.981906,0.810918,198.247878,520.923136
0.56,0.981908,0.81091,198.246904,520.918898
0.57,0.981911,0.810902,198.245996,520.914946
0.58,0.981913,0.810895,198.245155,520.911292
0.59,0.981916,0.810888,198.244382,520.907949
0.6,0.981918,0.810881,198.24368,520.904928
0.61,0.98192,0.810875,198.243047,520.902237
0.62,0.981922,0.81087,198.242486,520.899886
0.63,0.981924,0.810865,198.241997,520.897881
0.64,0.981926,0.810861,198.241581,520.896231
0.65,0.981928,0.810858,198.241238,520.894939
0.66,0.98193,0.810855,198.240968,520.894011
0.67,0.981932,0.810853,198.240771,520.893449
0.68,0.981933,0.810851,198.240647,520.893254
0.69,0.981935,0.81085,198.240597,520.893428
0.7,0.981936,0.81085,198.24062,520.893969
0.71,0.981937,0.81085,198.240715,520.894875
0.72,0.981939,0.810851,198.240882,520.896143
0.73,0.98194,0.810852,198.24112,520.897769
0.74,0.98194,0.810854,198.241428,520.899746
