b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0475,0.276458,146.158178,250
0.01,1.047375,0.277692,146.604383,251.19586
0.02,1.047374,0.277608,146.606261,251.09223
0.03,1.047373,0.277547,146.60465,251.019106
0.04,1.047371,0.277501,146.600805,250.965512
0.05,1.04737,0.277465,146.595571,250.924017
0.06,1.047368,0.277434,146.589486,250.889826
0.07,1.047367,0.277406,146.582898,250.859847
0.08,1.047367,0.27738,146.576029,250.832099
0.09,1.047366,0.277355,146.569023,250.805317
0.1,1.047366,0.27733,146.561976,250.778704
0.11,1.047365,0.277304,146.554947,250.751769
0.12,1.047365,0.277278,146.547978,250.724217
0.13,1.047366,0.277252,146.541094,250.695888
0.14,1.047366,0.277224,146.534312,250.666705
0.15,1.047366,0.277196,146.527642,250.63665
0.16,1.047367,0.277167,146.521091,250.605746
0.17,1.047367,0.277138,146.514662,250.57404
0.18,1.047368,0.277108,146.508357,250.541602
0.19,1.047369,0.277078,146.502177,250.508513
0.2,1.04737,0.277047,146.496122,250.474866
0.21,1.04737,0.277015,146.49019,250.440762
0.22,1.047371,0.276984,146.484381,250.406308
0.23,1.047373,0.276952,146.478693,250.371616
0.24,1.047374,0.276921,146.473127,250.336805
0.25,1.047375,0.276889,146.467679,250.301992
0.26,1.047376,0.276858,146.46235,250.267301
0.27,1.047377,0.276826,146.457139,250.232856
0.28,1.047378,0.276796,146.452043,250.198782
0.29,1.04738,0.276765,146.447062,250.165206
0.3,1.047381,0.276735,146.442194,250.132253
0.31,1.047383,0.276706,146.437439,250.100047
0.32,1.047384,0.276678,146.432794,250.068712
0.33,1.047386,0.27665,146.428259,250.038369
0.34,1.047387,0.276623,146.423832,250.009137
0.35,1.047389,0.276598,146.419511,249.981129
0.36,1.04739,0.276573,146.415294,249.954458
0.37,1.047392,0.27655,146.41118,249.929228
0.38,1.047394,0.276528,146.407166,249.905541
0.39,1.047396,0.276508,146.403249,249.88349
0.4,1.047397,0.276489,146.399429,249.863165
0.41,1.047399,0.276471,146.395702,249.844647
0.42,1.047401,0.276455,146.392065,249.828009
0.43,1.047403,0.276441,146.388517,249.813318
0.44,1.047405,0.276428,146.385055,249.80063
0.45,1.047407,0.276417,146.381676,249.789995
0.46,1.047409,0.276408,146.378378,249.781451
0.47,1.047411,0.276401,146.375159,249.775031
0.48,1.047413,0.276395,146.372016,249.770753
0.49,1.047415,0.276392,146.368948,249.768628
0.5,1.047417,0.27639,146.365951,249.768659
0.51,1.047419,0.276389,146.363026,249.770834
0.52,1.047421,0.276391,146.36017,249.775136
0.53,1.047423,0.276394,146.357382,249.781535
0.54,1.047424,0.2764,146.354662,249.789992
0.55,1.047426,0.276406,146.352009,249.800457
0.56,1.047428,0.276415,146.349423,249.812873
0.57,1.04743,0.276425,146.346904,249.82717
0.58,1.047432,0.276437,146.344453,249.843273
0.59,1.047434,0.27645,146.342071,249.861094
0.6,1.047436,0.276464,146.33976,249.880541
0.61,1.047438,0.27648,146.337521,249.901512
0.62,1.04744,0.276497,146.335357,249.923896
0.63,1.047442,0.276515,146.333271,249.947579
0.64,1.047443,0.276534,146.331266,249.972437
0.65,1.047445,0.276554,146.329345,249.998343
0.66,1.047447,0.276574,146.327513,250.025165
0.67,1.047448,0.276596,146.325774,250.052765
0.68,1.04745,0.276618,146.324132,250.081003
0.69,1.047452,0.27664,146.322593,250.109735
0.7,1.047453,0.276663,146.321163,250.138817
0.71,1.047454,0.276686,146.319846,250.168102
0.72,1.047456,0.27671,146.318649,250.197442
0.73,1.047457,0.276733,146.317579,250.226692
0.74,1.047458,0.276756,146.31664,250.255706
0.75,1.047459,0.276779,146.315839,250.284339
0.76,1.04746,0.276802,146.315184,250.312451
0.77,1.047461,0.276824,146.31468,250.339904
0.78,1.047462,0.276845,146.314334,250.366566
0.79,1.047463,0.276866,146.314152,250.392306
0.8,1.047464,0.276886,146.31414,250.417002
