k,Cluster,Frequency,Damping,Size
1,1,0.6403986259816031,-0.3518061265347991,309
2,1,0.9685579014244936,-0.5327889647833485,77
2,2,0.6249702723806276,-0.3348119015671906,232
3,1,0.6375037706868216,-0.3411426811244009,173
3,2,0.14383506494108522,-0.3043454451858584,59
3,3,0.9685579014244936,-0.5327889647833485,77
4,1,0.18097954646684317,-0.6166851944805916,21
4,2,0.6375037706868216,-0.3411426811244009,174
4,3,0.9685579014244936,-0.5327889647833485,74
4,4,0.1349192278380606,-0.20804128911839087,40
5,1,0.12453314954278616,-0.5699657228019465,22
5,2,0.636258723114783,-0.3311497074592373,135
5,3,0.6538611399523437,-0.4337497767365938,43
5,4,0.1349192278380606,-0.20804128911839087,38
5,5,0.97915110063254,-0.5288423798155928,71
6,1,0.12453314954278616,-0.5699657228019465,22
6,2,0.9744873406800166,-0.4369451694229657,38
6,3,0.6538611399523437,-0.4337497767365938,43
6,4,0.6357076653704977,-0.3312339737898117,132
6,5,0.9884350527530898,-0.6222836024557356,36
6,6,0.1349192278380606,-0.20804128911839087,38
7,1,0.6294697796381643,-0.2366284240292773,31
7,2,0.12453314954278616,-0.5699657228019465,22
7,3,0.9744873406800166,-0.4369451694229657,37
7,4,0.6538611399523437,-0.4337497767365938,42
7,5,0.6351333844080946,-0.3387019685338466,103
7,6,0.9884350527530898,-0.6222836024557356,36
7,7,0.1349192278380606,-0.20804128911839087,38
8,1,0.6294697796381643,-0.2366284240292773,31
8,2,0.12453314954278616,-0.5699657228019465,22
8,3,0.6538611399523437,-0.4337497767365938,42
8,4,0.6351333844080946,-0.3387019685338466,103
8,5,1.0267891831324711,-0.7286885550484984,15
8,6,0.9831026086062508,-0.4265373331493189,28
8,7,0.1349192278380606,-0.20804128911839087,38
8,8,0.9718365889953255,-0.557357955214396,30
9,1,0.6294697796381643,-0.2366284240292773,31
9,2,0.6538611399523437,-0.4337497767365938,42
9,3,0.6351333844080946,-0.3387019685338466,103
9,4,0.13055232636331104,-0.3918609957971208,18
9,5,0.1550755619748701,-0.6791429050582741,14
9,6,1.0267891831324711,-0.7286885550484984,15
9,7,0.9831026086062508,-0.4265373331493189,28
9,8,0.9718365889953255,-0.557357955214396,30
9,9,0.12860138137769728,-0.1818981233303923,28
10,1,0.6294697796381643,-0.2366284240292773,31
10,2,0.1384434254605405,-0.1577882459164344,21
10,3,0.14431788602581663,-0.4631238460157245,13
10,4,0.6538611399523437,-0.4337497767365938,42
10,5,0.6351333844080946,-0.3387019685338466,103
10,6,1.0267891831324711,-0.7286885550484984,15
10,7,0.14383506494108522,-0.3043454451858584,16
10,8,0.9831026086062508,-0.4265373331493189,28
10,9,0.21685210092824203,-0.7348960242495219,10
10,10,0.9718365889953255,-0.557357955214396,30
