k,Cluster,Frequency,Damping,Size
1,1,0.5771009312614946,-0.4202418743514612,145
2,1,0.7410055676076972,-0.39240927954283017,103
2,2,0.17514432307914102,-0.48849799971548485,42
3,1,0.7410055676076972,-0.39240927954283017,103
3,2,0.14297187740693457,-0.24291561595133018,23
3,3,0.21408991520865372,-0.7857819379563036,19
4,1,0.21408991520865372,-0.7857819379563036,19
4,2,0.644116921382067,-0.3525776683044359,77
4,3,0.13410048716117823,-0.23538480055627703,22
4,4,1.002396777036564,-0.5066025514115722,27
5,1,0.644116921382067,-0.3525776683044359,77
5,2,1.002396777036564,-0.5066025514115722,27
5,3,0.2942115598099735,-1.582935498276679,1
5,4,0.2096387127308026,-0.7414956290496162,18
5,5,0.13410048716117823,-0.23538480055627703,22
6,1,0.6481429011000734,-0.3518406171684087,76
6,2,1.002396777036564,-0.5066025514115722,27
6,3,0.2942115598099735,-1.582935498276679,1
6,4,0.17726423265721125,-0.5525986422569173,14
6,5,0.135970820421976,-0.18941680774622463,18
6,6,0.23696399830193526,-0.8653441065272001,9
7,1,0.19216475777979175,-0.6407668544195798,11
7,2,0.6481429011000734,-0.3518406171684087,76
7,3,1.002396777036564,-0.5066025514115722,27
7,4,0.16456548378311442,-0.3764048514316856,9
7,5,0.2942115598099735,-1.582935498276679,1
7,6,0.23709778479667692,-0.8997837034682447,7
7,7,0.12909027330796163,-0.15710110742824468,14
8,1,0.6481429011000734,-0.3518406171684087,76
8,2,0.16456548378311442,-0.3764048514316856,9
8,3,0.23709778479667692,-0.8997837034682447,7
8,4,0.9903270753981035,-0.5295896257122017,24
8,5,0.19216475777979175,-0.6407668544195798,11
8,6,0.12909027330796163,-0.15710110742824468,14
8,7,1.0989543901442498,-0.3227059570065356,3
8,8,0.2942115598099735,-1.582935498276679,1
9,1,0.9903270753981035,-0.5295896257122017,24
9,2,0.648252466494463,-0.33048931284323924,57
9,3,0.23709778479667692,-0.8997837034682447,7
9,4,0.16456548378311442,-0.3764048514316856,9
9,5,0.19216475777979175,-0.6407668544195798,11
9,6,0.2942115598099735,-1.582935498276679,1
9,7,0.12909027330796163,-0.15710110742824468,14
9,8,0.6478142049169049,-0.41589453014391725,19
9,9,1.0989543901442498,-0.3227059570065356,3
10,1,0.6448322751186999,-0.3185353211612814,41
10,2,0.2551025308570845,-0.7923561834478677,5
10,3,0.12909027330796163,-0.15710110742824468,14
10,4,0.9903270753981035,-0.5295896257122017,24
10,5,0.18231342715967008,-0.6176471515720323,9
10,6,0.6520210629639683,-0.39085539249104345,35
10,7,0.2942115598099735,-1.582935498276679,1
10,8,0.16456548378311442,-0.3764048514316856,9
10,9,0.21429083260799864,-0.9565790103763655,4
10,10,1.0989543901442498,-0.3227059570065356,3
