b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.982,0.81069,198.251784,520.811072
0.01,0.981794,0.811962,198.433227,521.552258
0.02,0.981795,0.811897,198.425057,521.508831
0.03,0.981795,0.81185,198.414712,521.477425
0.04,0.981794,0.811808,198.403115,521.450269
0.05,0.981793,0.811769,198.391571,521.425535
0.06,0.981792,0.811732,198.380712,521.402109
0.07,0.981792,0.811696,198.370792,521.379307
0.08,0.981791,0.811661,198.361869,521.356709
0.09,0.981792,0.811626,198.353908,521.334057
0.1,0.981793,0.81159,198.346829,521.311194
0.11,0.981794,0.811555,198.340538,521.28803
0.12,0.981795,0.811519,198.334945,521.264523
0.13,0.981797,0.811482,198.329963,521.240661
0.14,0.981799,0.811445,198.325519,521.216457
0.15,0.981801,0.811408,198.321547,521.19194
0.16,0.981804,0.81137,198.317993,521.167153
0.17,0.981807,0.811333,198.314811,521.142152
0.18,0.981809,0.811295,198.311961,521.116998
0.19,0.981812,0.811257,198.309411,521.09176
0.2,0.981815,0.811219,198.307134,521.066511
0.21,0.981818,0.811181,198.305105,521.041328
0.22,0.981821,0.811143,198.303306,521.01629
0.23,0.981824,0.811106,198.30172,520.991479
0.24,0.981828,0.811069,198.300333,520.966977
0.25,0.981831,0.811033,198.299131,520.942865
0.26,0.981834,0.810998,198.298104,520.919224
0.27,0.981838,0.810963,198.297241,520.896135
0.28,0.981841,0.81093,198.296535,520.873674
0.29,0.981844,0.810897,198.295976,520.851919
0.3,0.981847,0.810866,198.295556,520.830941
0.31,0.981851,0.810835,198.295269,520.81081
0.32,0.981854,0.810807,198.295107,520.791593
0.33,0.981857,0.810779,198.295064,520.773351
0.34,0.98186,0.810753,198.295133,520.756143
0.35,0.981863,0.810729,198.295307,520.740023
0.36,0.981866,0.810706,198.29558,520.72504
0.37,0.981869,0.810685,198.295946,520.711237
0.38,0.981872,0.810666,198.296397,520.698654
0.39,0.981875,0.810648,198.296928,520.687326
0.4,0.981877,0.810633,198.297532,520.67728
0.41,0.98188,0.810619,198.298203,520.668541
0.42,0.981882,0.810608,198.298933,520.661126
0.43,0.981885,0.810598,198.299717,520.655047
0.44,0.981887,0.81059,198.300549,520.650313
0.45,0.981889,0.810584,198.301421,520.646923
0.46,0.981891,0.81058,198.302327,520.644876
0.47,0.981892,0.810578,198.303262,520.644161
0.48,0.981894,0.810578,198.304218,520.644764
0.49,0.981896,0.81058,198.30519,520.646665
0.5,0.981897,0.810584,198.306172,520.649841
0.51,0.981898,0.81059,198.307157,520.654261
0.52,0.981899,0.810597,198.308141,520.659891
0.53,0.9819,0.810606,198.309117,520.666693
0.54,0.981901,0.810617,198.310081,520.674624
0.55,0.981901,0.810629,198.311027,520.683637
0.56,0.981902,0.810643,198.31195,520.69368
0.57,0.981902,0.810658,198.312847,520.7047
0.58,0.981902,0.810675,198.313711,520.716639
0.59,0.981902,0.810692,198.31454,520.729435
0.6,0.981902,0.810711,198.31533,520.743024
