b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0278,0.750563,0.439926,540
0.01,1.027714,0.75094,0.559457,540.225783
0.02,1.027711,0.750951,0.553341,540.231847
0.03,1.027709,0.750954,0.549222,540.233012
0.04,1.027707,0.750954,0.545901,540.231978
0.05,1.027705,0.750952,0.543087,540.229464
0.06,1.027704,0.750948,0.540608,540.225972
0.07,1.027703,0.750943,0.538367,540.221831
0.08,1.027702,0.750937,0.536307,540.21726
0.09,1.027701,0.75093,0.534395,540.212403
0.1,1.027701,0.750924,0.53261,540.207359
0.11,1.027701,0.750917,0.530939,540.202194
0.12,1.0277,0.75091,0.529369,540.196957
0.13,1.0277,0.750903,0.527891,540.191684
0.14,1.0277,0.750895,0.526496,540.186403
0.15,1.0277,0.750888,0.525174,540.181137
0.16,1.0277,0.750881,0.523916,540.175908
0.17,1.0277,0.750874,0.522714,540.170733
0.18,1.0277,0.750867,0.521559,540.16563
0.19,1.0277,0.75086,0.520442,540.160618
0.2,1.0277,0.750853,0.519357,540.155711
0.21,1.0277,0.750846,0.518296,540.150926
0.22,1.0277,0.75084,0.517252,540.146279
0.23,1.0277,0.750833,0.516219,540.141784
0.24,1.0277,0.750827,0.515192,540.137455
0.25,1.027701,0.750821,0.514167,540.133307
0.26,1.027701,0.750816,0.513138,540.12935
0.27,1.027701,0.75081,0.512102,540.125596
0.28,1.027701,0.750805,0.511057,540.122056
0.29,1.027701,0.7508,0.51,540.118737
0.3,1.027702,0.750796,0.508929,540.115646
0.31,1.027702,0.750792,0.507841,540.112789
0.32,1.027702,0.750788,0.506737,540.110171
0.33,1.027702,0.750784,0.505616,540.107792
0.34,1.027703,0.750781,0.504476,540.105655
0.35,1.027703,0.750778,0.503319,540.103758
0.36,1.027703,0.750776,0.502144,540.102099
0.37,1.027704,0.750773,0.500953,540.100674
0.38,1.027704,0.750771,0.499745,540.099477
0.39,1.027705,0.75077,0.498523,540.098501
0.4,1.027705,0.750768,0.497286,540.097739
0.41,1.027706,0.750767,0.496038,540.09718
0.42,1.027706,0.750766,0.494779,540.096814
0.43,1.027707,0.750766,0.493511,540.09663
0.44,1.027707,0.750765,0.492237,540.096614
0.45,1.027708,0.750765,0.490958,540.096753
0.46,1.027709,0.750765,0.489676,540.097034
0.47,1.027709,0.750765,0.488393,540.097441
0.48,1.02771,0.750765,0.487112,540.097959
0.49,1.027711,0.750765,0.485835,540.098574
0.5,1.027712,0.750766,0.484564,540.09927
0.51,1.027712,0.750766,0.483301,540.100031
0.52,1.027713,0.750767,0.482049,540.100842
0.53,1.027714,0.750767,0.48081,540.101688
0.54,1.027715,0.750768,0.479586,540.102555
0.55,1.027716,0.750769,0.478379,540.103429
0.56,1.027716,0.750769,0.477191,540.104297
