b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0123,0.87978,165.763649,508
0.01,1.012214,0.880193,165.8827,508.176859
0.02,1.012208,0.880188,165.875646,508.172978
0.03,1.012204,0.880184,165.870325,508.169698
0.04,1.012201,0.88018,165.865667,508.166966
0.05,1.012198,0.880177,165.861575,508.16485
0.06,1.012196,0.880175,165.857967,508.163388
0.07,1.012194,0.880173,165.854769,508.162586
0.08,1.012193,0.880173,165.851923,508.162423
0.09,1.012192,0.880173,165.849383,508.162861
0.1,1.012191,0.880174,165.84711,508.163854
0.11,1.01219,0.880176,165.845071,508.165346
0.12,1.012189,0.880179,165.843239,508.167277
0.13,1.012189,0.880182,165.84159,508.16959
0.14,1.012188,0.880186,165.840106,508.172221
0.15,1.012188,0.88019,165.838767,508.175113
0.16,1.012188,0.880195,165.83756,508.178207
0.17,1.012187,0.880199,165.83647,508.181447
0.18,1.012187,0.880204,165.835486,508.184778
0.19,1.012187,0.880209,165.834597,508.188149
0.2,1.012187,0.880214,165.833794,508.19151
0.21,1.012187,0.880219,165.833069,508.194817
0.22,1.012187,0.880223,165.832416,508.198024
0.23,1.012187,0.880228,165.831827,508.201091
0.24,1.012187,0.880232,165.831298,508.203981
0.25,1.012188,0.880236,165.830824,508.206658
0.26,1.012188,0.880239,165.830401,508.209091
0.27,1.012188,0.880242,165.830026,508.21125
0.28,1.012189,0.880244,165.829695,508.213111
0.29,1.012189,0.880246,165.829406,508.21465
0.3,1.01219,0.880247,165.829157,508.215848
0.31,1.01219,0.880248,165.828945,508.216687
0.32,1.012191,0.880248,165.82877,508.217154
0.33,1.012192,0.880248,165.82863,508.217237
0.34,1.012193,0.880246,165.828523,508.21693
0.35,1.012194,0.880244,165.828448,508.216225
0.36,1.012195,0.880242,165.828405,508.215122
0.37,1.012196,0.880238,165.828391,508.21362
0.38,1.012197,0.880235,165.828408,508.211722
0.39,1.012198,0.88023,165.828453,508.209432
0.4,1.012199,0.880225,165.828526,508.20676
0.41,1.0122,0.880219,165.828627,508.203713
0.42,1.012202,0.880212,165.828754,508.200306
0.43,1.012203,0.880205,165.828908,508.196551
0.44,1.012205,0.880198,165.829087,508.192464
0.45,1.012206,0.88019,165.82929,508.188063
0.46,1.012208,0.880181,165.829519,508.183367
0.47,1.01221,0.880172,165.829771,508.178397
0.48,1.012211,0.880162,165.830046,508.173175
0.49,1.012213,0.880152,165.830344,508.167723
0.5,1.012215,0.880142,165.830665,508.162066
0.51,1.012217,0.880132,165.831007,508.156229
0.52,1.012219,0.880121,165.83137,508.150236
0.53,1.01222,0.88011,165.831755,508.144115
0.54,1.012222,0.880099,165.832159,508.137891
0.55,1.012224,0.880087,165.832584,508.131591
0.56,1.012226,0.880076,165.833028,508.125241
0.57,1.012228,0.880064,165.833492,508.118869
0.58,1.01223,0.880053,165.833975,508.1125
0.59,1.012232,0.880042,165.834476,508.106162
0.6,1.012234,0.88003,165.834996,508.099878
0.61,1.012236,0.880019,165.835534,508.093676
0.62,1.012238,0.880008,165.83609,508.087578
0.63,1.01224,0.879998,165.836664,508.08161
0.64,1.012241,0.879987,165.837255,508.075793
0.65,1.012243,0.879977,165.837865,508.070149
0.66,1.012245,0.879967,165.838492,508.064701
0.67,1.012247,0.879958,165.839136,508.059467
0.68,1.012249,0.879949,165.839798,508.054467
0.69,1.01225,0.879941,165.840478,508.049717
0.7,1.012252,0.879932,165.841175,508.045235
0.71,1.012253,0.879925,165.841891,508.041036
0.72,1.012255,0.879918,165.842624,508.037132
0.73,1.012257,0.879911,165.843374,508.033538
0.74,1.012258,0.879905,165.844143,508.030265
0.75,1.012259,0.8799,165.84493,508.027321
0.76,1.012261,0.879895,165.845735,508.024716
0.77,1.012262,0.879891,165.846558,508.022457
0.78,1.012263,0.879887,165.847399,508.020551
0.79,1.012264,0.879884,165.848259,508.019001
0.8,1.012265,0.879882,165.849137,508.017811
0.81,1.012266,0.87988,165.850033,508.016984
0.82,1.012267,0.879879,165.850948,508.01652
