b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.9972,0.804108,109.905981,632
0.01,0.997103,0.804541,110.076481,632.257977
0.02,0.997099,0.804544,110.071201,632.258089
0.03,0.997095,0.804543,110.066847,632.256043
0.04,0.997093,0.804541,110.062926,632.252845
0.05,0.99709,0.804537,110.059228,632.248953
0.06,0.997089,0.804532,110.055676,632.244668
0.07,0.997087,0.804527,110.052245,632.240181
0.08,0.997086,0.804522,110.048933,632.235621
0.09,0.997085,0.804516,110.045742,632.23107
0.1,0.997084,0.804511,110.042675,632.226587
0.11,0.997084,0.804505,110.039734,632.22221
0.12,0.997083,0.8045,110.036916,632.217967
0.13,0.997082,0.804495,110.034217,632.213877
0.14,0.997082,0.804489,110.03163,632.209953
0.15,0.997082,0.804485,110.029148,632.206202
0.16,0.997082,0.80448,110.026763,632.202632
0.17,0.997081,0.804475,110.024465,632.199246
0.18,0.997081,0.804471,110.022244,632.196046
0.19,0.997081,0.804467,110.020092,632.193032
0.2,0.997081,0.804463,110.017999,632.190204
0.21,0.997081,0.804459,110.015957,632.18756
0.22,0.997081,0.804456,110.013958,632.185098
0.23,0.997081,0.804453,110.011994,632.182815
0.24,0.997081,0.80445,110.010057,632.180705
0.25,0.997081,0.804447,110.008141,632.178764
0.26,0.997081,0.804444,110.006241,632.176984
0.27,0.997082,0.804441,110.004349,632.175359
0.28,0.997082,0.804439,110.002462,632.173881
0.29,0.997082,0.804437,110.000575,632.172539
0.3,0.997083,0.804434,109.998683,632.171324
0.31,0.997083,0.804432,109.996784,632.170225
0.32,0.997083,0.80443,109.994873,632.169228
0.33,0.997084,0.804428,109.992949,632.168322
0.34,0.997085,0.804426,109.991009,632.167492
0.35,0.997085,0.804424,109.989051,632.166725
0.36,0.997086,0.804423,109.987074,632.166004
0.37,0.997087,0.804421,109.985076,632.165316
0.38,0.997087,0.804419,109.983057,632.164644
0.39,0.997088,0.804417,109.981016,632.163973
0.4,0.997089,0.804415,109.978953,632.163286
0.41,0.99709,0.804413,109.976869,632.162568
0.42,0.997091,0.80441,109.974764,632.161804
0.43,0.997092,0.804408,109.972639,632.160978
0.44,0.997093,0.804406,109.970495,632.160075
0.45,0.997094,0.804403,109.968335,632.159082
0.46,0.997096,0.8044,109.966159,632.157985
