b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,0.9831,0.866652,205.144371,650
0.01,0.982899,0.867713,205.312387,650.675482
0.02,0.982899,0.867697,205.304288,650.665249
0.03,0.982898,0.86768,205.297292,650.653232
0.04,0.982898,0.867661,205.290667,650.639494
0.05,0.982898,0.867641,205.284305,650.624441
0.06,0.982898,0.867619,205.278194,650.608308
0.07,0.982898,0.867596,205.272354,650.591221
0.08,0.982899,0.867571,205.266809,650.573256
0.09,0.9829,0.867545,205.261577,650.554465
0.1,0.982901,0.867519,205.256668,650.534889
0.11,0.982902,0.867491,205.252083,650.51457
0.12,0.982904,0.867462,205.247817,650.493554
0.13,0.982906,0.867433,205.243859,650.471891
0.14,0.982908,0.867403,205.240198,650.449639
0.15,0.982911,0.867372,205.236816,650.426858
0.16,0.982913,0.86734,205.233698,650.403615
0.17,0.982916,0.867308,205.230828,650.379984
0.18,0.982918,0.867276,205.228188,650.356038
0.19,0.982921,0.867243,205.225763,650.331858
0.2,0.982924,0.86721,205.223538,650.307525
0.21,0.982927,0.867177,205.221498,650.283123
0.22,0.98293,0.867144,205.21963,650.258735
0.23,0.982933,0.867111,205.217922,650.23445
0.24,0.982936,0.867079,205.216361,650.210351
0.25,0.982939,0.867046,205.214937,650.186526
0.26,0.982942,0.867015,205.21364,650.163058
0.27,0.982946,0.866984,205.21246,650.140032
0.28,0.982949,0.866953,205.211387,650.11753
0.29,0.982952,0.866923,205.210413,650.09563
0.3,0.982955,0.866895,205.209531,650.07441
0.31,0.982958,0.866867,205.208732,650.053944
0.32,0.982961,0.86684,205.208009,650.034302
0.33,0.982964,0.866814,205.207355,650.015552
0.34,0.982967,0.86679,205.206763,649.997755
0.35,0.98297,0.866767,205.206228,649.980971
0.36,0.982973,0.866745,205.205742,649.965253
0.37,0.982976,0.866725,205.205301,649.950651
0.38,0.982978,0.866706,205.204898,649.937209
0.39,0.982981,0.866689,205.204528,649.924966
0.4,0.982983,0.866673,205.204185,649.913956
0.41,0.982986,0.866659,205.203865,649.904207
0.42,0.982988,0.866647,205.203562,649.895742
0.43,0.98299,0.866636,205.203273,649.888579
0.44,0.982992,0.866627,205.202993,649.88273
0.45,0.982994,0.86662,205.202717,649.8782
0.46,0.982995,0.866615,205.202441,649.874991
0.47,0.982997,0.866611,205.202163,649.873097
0.48,0.982998,0.866609,205.201878,649.872509
0.49,0.982999,0.866608,205.201582,649.873211
0.5,0.983001,0.86661,205.201274,649.875181
0.51,0.983001,0.866613,205.200951,649.878394
0.52,0.983002,0.866617,205.200609,649.88282
0.53,0.983003,0.866623,205.200247,649.888421
0.54,0.983003,0.866631,205.199863,649.895159
0.55,0.983004,0.86664,205.199454,649.902989
0.56,0.983004,0.86665,205.19902,649.911862
0.57,0.983004,0.866662,205.19856,649.921726
0.58,0.983004,0.866675,205.198072,649.932524
0.59,0.983004,0.866689,205.197557,649.944199
0.6,0.983003,0.866704,205.197013,649.956686
0.61,0.983003,0.866721,205.196441,649.969922
0.62,0.983002,0.866738,205.195841,649.983839
0.63,0.983002,0.866756,205.195213,649.998368
0.64,0.983001,0.866775,205.194559,650.013437
0.65,0.983,0.866794,205.19388,650.028975
0.66,0.982999,0.866814,205.193176,650.044909
0.67,0.982998,0.866834,205.192449,650.061162
0.68,0.982997,0.866855,205.191702,650.077662
0.69,0.982995,0.866876,205.190935,650.094334
0.7,0.982994,0.866897,205.190152,650.111103
0.71,0.982993,0.866919,205.189354,650.127896
0.72,0.982991,0.86694,205.188544,650.144639
0.73,0.98299,0.866961,205.187725,650.161262
0.74,0.982988,0.866982,205.1869,650.177694
0.75,0.982987,0.867003,205.186072,650.193868
0.76,0.982985,0.867023,205.185243,650.209716
0.77,0.982983,0.867043,205.184417,650.225177
0.78,0.982982,0.867062,205.183597,650.240187
0.79,0.98298,0.867081,205.182787,650.254691
0.8,0.982979,0.867099,205.181991,650.268632
0.81,0.982977,0.867116,205.18121,650.281959
0.82,0.982975,0.867132,205.180449,650.294623
0.83,0.982974,0.867148,205.179712,650.306581
0.84,0.982972,0.867163,205.179001,650.317791
0.85,0.982971,0.867176,205.17832,650.328217
0.86,0.98297,0.867189,205.177672,650.337827
0.87,0.982968,0.867201,205.17706,650.346591
0.88,0.982967,0.867211,205.176488,650.354487
0.89,0.982965,0.867221,205.175958,650.361493
0.9,0.982964,0.867229,205.175473,650.367595
0.91,0.982963,0.867236,205.175036,650.372781
0.92,0.982962,0.867242,205.174649,650.377045
0.93,0.982961,0.867247,205.174315,650.380384
0.94,0.98296,0.867251,205.174035,650.3828
0.95,0.982959,0.867253,205.173812,650.384299
0.96,0.982958,0.867254,205.173648,650.384892
0.97,0.982958,0.867255,205.173543,650.384592
0.98,0.982957,0.867254,205.173499,650.383419
0.99,0.982956,0.867252,205.173517,650.381393
1,0.982956,0.867249,205.173597,650.378542
1.01,0.982956,0.867245,205.173741,650.374893
1.02,0.982955,0.86724,205.173949,650.370479
1.03,0.982955,0.867234,205.174219,650.365336
1.04,0.982955,0.867227,205.174553,650.359503
1.05,0.982955,0.86722,205.17495,650.35302
1.06,0.982955,0.867211,205.175408,650.345931
1.07,0.982955,0.867202,205.175927,650.338282
1.08,0.982955,0.867192,205.176505,650.330121
1.09,0.982955,0.867182,205.177141,650.321498
1.1,0.982955,0.867171,205.177832,650.312464
1.11,0.982955,0.86716,205.178578,650.30307
1.12,0.982955,0.867148,205.179375,650.293371
1.13,0.982956,0.867136,205.180221,650.283421
1.14,0.982956,0.867124,205.181113,650.273273
1.15,0.982956,0.867111,205.182049,650.262984
1.16,0.982957,0.867099,205.183024,650.252607
1.17,0.982957,0.867086,205.184037,650.242197
1.18,0.982958,0.867074,205.185083,650.231807
1.19,0.982958,0.867061,205.186158,650.221491
1.2,0.982959,0.867049,205.18726,650.211301
1.21,0.982959,0.867037,205.188383,650.201288
1.22,0.98296,0.867025,205.189525,650.1915
1.23,0.98296,0.867013,205.190681,650.181985
1.24,0.982961,0.867002,205.191846,650.172789
1.25,0.982961,0.866991,205.193018,650.163956
1.26,0.982962,0.866981,205.194191,650.155526
1.27,0.982962,0.866971,205.195361,650.147539
1.28,0.982963,0.866962,205.196525,650.14003
1.29,0.982963,0.866954,205.197677,650.133034
1.3,0.982964,0.866946,205.198814,650.126581
1.31,0.982964,0.866939,205.199931,650.120698
1.32,0.982964,0.866933,205.201026,650.115411
1.33,0.982965,0.866927,205.202093,650.110741
1.34,0.982965,0.866923,205.203128,650.106705
1.35,0.982965,0.866919,205.204129,650.103321
1.36,0.982965,0.866916,205.205091,650.100598
1.37,0.982965,0.866913,205.206011,650.098546
1.38,0.982965,0.866912,205.206885,650.09717
1.39,0.982965,0.866911,205.207711,650.096472
1.4,0.982966,0.866912,205.208486,650.096451
1.41,0.982965,0.866913,205.209207,650.097102
