b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.03,0.097465,88.281415,1000
0.01,1.02998,0.097626,88.7229,1001.60215
0.02,1.029979,0.097625,88.718518,1001.599296
0.03,1.029978,0.097625,88.715013,1001.599696
0.04,1.029977,0.097626,88.711847,1001.601202
0.05,1.029977,0.097626,88.708478,1001.60467
0.06,1.029976,0.097627,88.704671,1001.610516
0.07,1.029976,0.097627,88.700343,1001.618961
0.08,1.029976,0.097628,88.695495,1001.630101
0.09,1.029975,0.09763,88.690162,1001.643956
0.1,1.029975,0.097631,88.684396,1001.660494
0.11,1.029975,0.097633,88.678251,1001.679649
0.12,1.029975,0.097635,88.671777,1001.701336
0.13,1.029975,0.097637,88.665019,1001.725449
0.14,1.029975,0.09764,88.658012,1001.751876
0.15,1.029975,0.097643,88.650788,1001.780496
0.16,1.029975,0.097646,88.643371,1001.811182
0.17,1.029976,0.097649,88.635784,1001.843802
0.18,1.029976,0.097652,88.628041,1001.878224
0.19,1.029976,0.097655,88.620159,1001.914312
0.2,1.029976,0.097659,88.612149,1001.95193
0.21,1.029977,0.097663,88.604022,1001.99094
0.22,1.029977,0.097666,88.59579,1002.031207
0.23,1.029977,0.09767,88.587462,1002.072593
0.24,1.029977,0.097674,88.57905,1002.114964
0.25,1.029978,0.097678,88.570564,1002.158184
0.26,1.029978,0.097682,88.562014,1002.20212
0.27,1.029978,0.097687,88.553413,1002.246641
0.28,1.029979,0.097691,88.544772,1002.291618
0.29,1.029979,0.097695,88.536103,1002.336923
0.3,1.029979,0.097699,88.52742,1002.382432
0.31,1.02998,0.097704,88.518735,1002.428021
0.32,1.02998,0.097708,88.510063,1002.473572
0.33,1.02998,0.097712,88.501416,1002.518967
0.34,1.029981,0.097717,88.49281,1002.564094
0.35,1.029981,0.097721,88.484257,1002.608842
0.36,1.029981,0.097725,88.475773,1002.653105
0.37,1.029982,0.097729,88.46737,1002.696779
0.38,1.029982,0.097733,88.459064,1002.739766
0.39,1.029982,0.097737,88.450867,1002.78197
0.4,1.029982,0.097741,88.442794,1002.823301
0.41,1.029983,0.097745,88.434856,1002.863671
0.42,1.029983,0.097749,88.427067,1002.902999
0.43,1.029983,0.097752,88.419439,1002.941205
0.44,1.029984,0.097756,88.411983,1002.978216
0.45,1.029984,0.097759,88.404711,1003.013964
0.46,1.029984,0.097762,88.397633,1003.048384
0.47,1.029984,0.097765,88.390758,1003.081417
0.48,1.029984,0.097768,88.384097,1003.113008
0.49,1.029985,0.097771,88.377656,1003.143106
0.5,1.029985,0.097774,88.371446,1003.171668
0.51,1.029985,0.097776,88.365471,1003.198653
0.52,1.029985,0.097779,88.359739,1003.224024
0.53,1.029985,0.097781,88.354255,1003.247753
0.54,1.029985,0.097783,88.349025,1003.269813
0.55,1.029985,0.097785,88.344052,1003.290182
0.56,1.029986,0.097787,88.33934,1003.308845
0.57,1.029986,0.097788,88.334891,1003.325791
0.58,1.029986,0.09779,88.330708,1003.34101
0.59,1.029986,0.097791,88.326792,1003.354502
0.6,1.029986,0.097792,88.323144,1003.366266
0.61,1.029986,0.097793,88.319763,1003.37631
0.62,1.029986,0.097794,88.31665,1003.384643
0.63,1.029986,0.097795,88.313802,1003.391278
0.64,1.029986,0.097795,88.311218,1003.396233
0.65,1.029986,0.097795,88.308895,1003.39953
0.66,1.029985,0.097796,88.306832,1003.401193
0.67,1.029985,0.097796,88.305023,1003.40125
0.68,1.029985,0.097795,88.303465,1003.399732
0.69,1.029985,0.097795,88.302155,1003.396674
0.7,1.029985,0.097795,88.301086,1003.392112
0.71,1.029985,0.097794,88.300254,1003.386086
0.72,1.029985,0.097793,88.299653,1003.378639
0.73,1.029984,0.097793,88.299278,1003.369814
0.74,1.029984,0.097792,88.299121,1003.359657
0.75,1.029984,0.09779,88.299177,1003.348218
0.76,1.029984,0.097789,88.299439,1003.335546
0.77,1.029983,0.097788,88.299899,1003.321691
0.78,1.029983,0.097787,88.300552,1003.306708
0.79,1.029983,0.097785,88.301388,1003.290649
0.8,1.029982,0.097783,88.302401,1003.273568
0.81,1.029982,0.097782,88.303583,1003.255523
0.82,1.029982,0.09778,88.304927,1003.236567
0.83,1.029982,0.097778,88.306425,1003.216758
0.84,1.029981,0.097776,88.308069,1003.196151
0.85,1.029981,0.097774,88.309852,1003.174804
0.86,1.02998,0.097772,88.311765,1003.152771
0.87,1.02998,0.09777,88.3138,1003.130111
0.88,1.02998,0.097768,88.315952,1003.106877
0.89,1.029979,0.097765,88.31821,1003.083124
0.9,1.029979,0.097763,88.320569,1003.058908
0.91,1.029978,0.097761,88.323021,1003.03428
0.92,1.029978,0.097758,88.325558,1003.009294
0.93,1.029977,0.097756,88.328173,1002.984001
0.94,1.029977,0.097754,88.330859,1002.95845
0.95,1.029977,0.097751,88.333609,1002.932691
0.96,1.029976,0.097749,88.336416,1002.90677
0.97,1.029976,0.097746,88.339275,1002.880733
0.98,1.029975,0.097744,88.342177,1002.854625
0.99,1.029975,0.097741,88.345117,1002.828489
1,1.029974,0.097739,88.34809,1002.802364
1.01,1.029974,0.097737,88.351088,1002.776292
1.02,1.029973,0.097734,88.354106,1002.750308
1.03,1.029973,0.097732,88.357138,1002.724449
1.04,1.029972,0.097729,88.360179,1002.698749
1.05,1.029972,0.097727,88.363224,1002.67324
1.06,1.029971,0.097725,88.366267,1002.647953
1.07,1.029971,0.097722,88.369304,1002.622915
1.08,1.02997,0.09772,88.372329,1002.598153
1.09,1.02997,0.097718,88.375339,1002.573693
1.1,1.029969,0.097715,88.378328,1002.549558
1.11,1.029969,0.097713,88.381292,1002.525768
1.12,1.029968,0.097711,88.384226,1002.502344
1.13,1.029968,0.097709,88.387128,1002.479303
1.14,1.029967,0.097707,88.389992,1002.456663
1.15,1.029967,0.097705,88.392815,1002.434437
1.16,1.029966,0.097702,88.395594,1002.41264
1.17,1.029966,0.0977,88.398323,1002.391283
1.18,1.029965,0.097699,88.401001,1002.370378
1.19,1.029965,0.097697,88.403623,1002.349932
1.2,1.029964,0.097695,88.406186,1002.329954
1.21,1.029964,0.097693,88.408686,1002.310452
1.22,1.029963,0.097691,88.411122,1002.291431
1.23,1.029963,0.097689,88.413488,1002.272896
1.24,1.029962,0.097688,88.415783,1002.25485
1.25,1.029962,0.097686,88.418003,1002.237298
1.26,1.029961,0.097685,88.420145,1002.220241
1.27,1.029961,0.097683,88.422206,1002.203681
1.28,1.02996,0.097682,88.424183,1002.187619
1.29,1.02996,0.09768,88.426074,1002.172056
1.3,1.029959,0.097679,88.427875,1002.156992
1.31,1.029959,0.097677,88.429585,1002.142427
1.32,1.029958,0.097676,88.431199,1002.128361
1.33,1.029958,0.097675,88.432715,1002.114792
1.34,1.029957,0.097674,88.434131,1002.10172
1.35,1.029957,0.097672,88.435444,1002.089145
1.36,1.029956,0.097671,88.436652,1002.077065
1.37,1.029956,0.09767,88.437751,1002.065479
1.38,1.029956,0.097669,88.438739,1002.054387
1.39,1.029955,0.097668,88.439614,1002.043789
1.4,1.029955,0.097667,88.440373,1002.033683
1.41,1.029954,0.097666,88.441013,1002.02407
1.42,1.029954,0.097666,88.441533,1002.014949
1.43,1.029953,0.097665,88.44193,1002.006322
1.44,1.029953,0.097664,88.442202,1001.998189
1.45,1.029953,0.097663,88.442345,1001.99055
1.46,1.029952,0.097663,88.442359,1001.983407
1.47,1.029952,0.097662,88.442241,1001.976763
1.48,1.029952,0.097662,88.441989,1001.970618
1.49,1.029951,0.097661,88.441602,1001.964975
1.5,1.029951,0.097661,88.441076,1001.959837
1.51,1.02995,0.09766,88.440411,1001.955207
1.52,1.02995,0.09766,88.439605,1001.951089
1.53,1.02995,0.097659,88.438656,1001.947485
1.54,1.029949,0.097659,88.437563,1001.944399
1.55,1.029949,0.097659,88.436325,1001.941836
1.56,1.029949,0.097659,88.43494,1001.9398
1.57,1.029949,0.097659,88.433408,1001.938294
1.58,1.029948,0.097659,88.431727,1001.937323
1.59,1.029948,0.097658,88.429897,1001.936892
1.6,1.029948,0.097659,88.427917,1001.937004
1.61,1.029948,0.097659,88.425788,1001.937664
1.62,1.029947,0.097659,88.423509,1001.938876
1.63,1.029947,0.097659,88.421079,1001.940643
1.64,1.029947,0.097659,88.4185,1001.942969
1.65,1.029947,0.097659,88.415772,1001.945856
1.66,1.029946,0.09766,88.412896,1001.949308
1.67,1.029946,0.09766,88.409871,1001.953327
1.68,1.029946,0.097661,88.406701,1001.957913
1.69,1.029946,0.097661,88.403386,1001.963068
1.7,1.029946,0.097662,88.399927,1001.968792
1.71,1.029945,0.097662,88.396328,1001.975085
1.72,1.029945,0.097663,88.392589,1001.981944
1.73,1.029945,0.097663,88.388714,1001.989368
1.74,1.029945,0.097664,88.384705,1001.997353
1.75,1.029945,0.097665,88.380566,1002.005894
1.76,1.029945,0.097666,88.376299,1002.014986
1.77,1.029945,0.097667,88.371908,1002.024623
1.78,1.029945,0.097668,88.367397,1002.034796
1.79,1.029944,0.097669,88.362771,1002.045497
1.8,1.029944,0.09767,88.358033,1002.056714
1.81,1.029944,0.097671,88.353188,1002.068437
1.82,1.029944,0.097672,88.348242,1002.080652
1.83,1.029944,0.097673,88.343199,1002.093344
1.84,1.029944,0.097674,88.338065,1002.106498
1.85,1.029944,0.097676,88.332846,1002.120097
1.86,1.029944,0.097677,88.327548,1002.134121
1.87,1.029944,0.097678,88.322177,1002.148551
1.88,1.029944,0.09768,88.316739,1002.163364
1.89,1.029944,0.097681,88.311242,1002.178539
1.9,1.029944,0.097683,88.305692,1002.19405
1.91,1.029944,0.097684,88.300096,1002.209872
1.92,1.029944,0.097686,88.294461,1002.225978
1.93,1.029944,0.097687,88.288796,1002.242339
1.94,1.029944,0.097689,88.283107,1002.258926
1.95,1.029944,0.09769,88.277403,1002.275707
1.96,1.029944,0.097692,88.271691,1002.29265
1.97,1.029944,0.097694,88.26598,1002.309723
1.98,1.029944,0.097695,88.260277,1002.326891
1.99,1.029944,0.097697,88.254591,1002.344118
2,1.029944,0.097698,88.24893,1002.36137
2.01,1.029944,0.0977,88.243302,1002.378608
2.02,1.029944,0.097702,88.237716,1002.395795
2.03,1.029944,0.097703,88.232179,1002.412894
2.04,1.029944,0.097705,88.226701,1002.429864
2.05,1.029944,0.097706,88.221289,1002.446668
2.06,1.029944,0.097708,88.215951,1002.463265
2.07,1.029944,0.09771,88.210696,1002.479615
2.08,1.029944,0.097711,88.205531,1002.49568
2.09,1.029944,0.097713,88.200465,1002.511418
2.1,1.029944,0.097714,88.195505,1002.526791
2.11,1.029944,0.097715,88.190658,1002.541758
2.12,1.029944,0.097717,88.185933,1002.556282
2.13,1.029944,0.097718,88.181335,1002.570322
2.14,1.029944,0.097719,88.176872,1002.583842
2.15,1.029943,0.097721,88.17255,1002.596803
2.16,1.029943,0.097722,88.168377,1002.60917
2.17,1.029943,0.097723,88.164357,1002.620906
2.18,1.029943,0.097724,88.160498,1002.631978
2.19,1.029943,0.097725,88.156803,1002.642352
2.2,1.029943,0.097726,88.153279,1002.651995
2.21,1.029943,0.097727,88.14993,1002.660878
2.22,1.029943,0.097727,88.14676,1002.668972
2.23,1.029943,0.097728,88.143775,1002.676248
2.24,1.029943,0.097729,88.140976,1002.682681
2.25,1.029942,0.097729,88.138368,1002.688246
2.26,1.029942,0.09773,88.135954,1002.692923
2.27,1.029942,0.09773,88.133735,1002.696689
2.28,1.029942,0.09773,88.131715,1002.699528
2.29,1.029942,0.09773,88.129893,1002.701423
2.3,1.029942,0.097731,88.128273,1002.702359
2.31,1.029941,0.097731,88.126854,1002.702326
2.32,1.029941,0.09773,88.125637,1002.701313
2.33,1.029941,0.09773,88.124622,1002.699313
2.34,1.029941,0.09773,88.123808,1002.696321
2.35,1.02994,0.09773,88.123194,1002.692334
2.36,1.02994,0.097729,88.122778,1002.687353
2.37,1.02994,0.097729,88.12256,1002.681379
2.38,1.02994,0.097728,88.122536,1002.674416
2.39,1.029939,0.097727,88.122704,1002.666471
2.4,1.029939,0.097726,88.123061,1002.657554
2.41,1.029939,0.097726,88.123603,1002.647676
2.42,1.029938,0.097725,88.124327,1002.63685
2.43,1.029938,0.097723,88.125228,1002.625094
2.44,1.029938,0.097722,88.126302,1002.612424
2.45,1.029937,0.097721,88.127543,1002.598861
2.46,1.029937,0.09772,88.128947,1002.584428
2.47,1.029937,0.097718,88.130508,1002.569149
2.48,1.029936,0.097717,88.132219,1002.553052
2.49,1.029936,0.097715,88.134076,1002.536164
2.5,1.029935,0.097713,88.13607,1002.518515
2.51,1.029935,0.097712,88.138196,1002.500139
2.52,1.029934,0.09771,88.140447,1002.481067
2.53,1.029934,0.097708,88.142816,1002.461337
2.54,1.029934,0.097706,88.145294,1002.440983
2.55,1.029933,0.097704,88.147875,1002.420045
2.56,1.029933,0.097702,88.150551,1002.398562
2.57,1.029932,0.0977,88.153315,1002.376573
2.58,1.029932,0.097698,88.156157,1002.35412
2.59,1.029931,0.097696,88.159071,1002.331246
2.6,1.029931,0.097694,88.162049,1002.307993
2.61,1.02993,0.097692,88.165081,1002.284405
2.62,1.02993,0.097689,88.168161,1002.260526
2.63,1.029929,0.097687,88.171279,1002.2364
2.64,1.029929,0.097685,88.174429,1002.212073
2.65,1.029928,0.097682,88.177601,1002.187589
2.66,1.029928,0.09768,88.180789,1002.162992
2.67,1.029927,0.097678,88.183983,1002.138329
2.68,1.029927,0.097676,88.187177,1002.113643
2.69,1.029926,0.097673,88.190362,1002.088979
2.7,1.029926,0.097671,88.193531,1002.064379
2.71,1.029925,0.097669,88.196677,1002.039888
2.72,1.029925,0.097666,88.199792,1002.015548
2.73,1.029924,0.097664,88.20287,1001.991401
2.74,1.029924,0.097662,88.205903,1001.967486
2.75,1.029923,0.09766,88.208885,1001.943844
2.76,1.029923,0.097657,88.21181,1001.920514
2.77,1.029923,0.097655,88.214671,1001.897533
